"","contrast","estimate","SE","df","t.ratio","p.value"
"37","grain M order1 - pr M order2",0.537454025086357,0.100300898814856,19,5.35841683810267,0.00159301102357823
"38","grain M order1 - nr M order2",0.0216137962525108,0.118933077448546,19,0.181730740650023,0.999999999867883
"39","pr M order1 - nr M order1",-0.130317097768618,0.063609415406476,19,-2.04870767850746,0.659622404342669
"40","pr M order1 - grain F order2",-0.312063316359386,0.100300898814856,19,-3.11127138486983,0.150814359399283
"41","pr M order1 - pr F order2",0.222848548463932,0.0944080533936618,19,2.36048240010521,0.472092402211357
"42","pr M order1 - nr F order2",-0.106392882744811,0.114007399557636,19,-0.933210328080726,0.997619040753022
"43","pr M order1 - grain M order2",-0.262208457244446,0.100300898814856,19,-2.61421842020032,0.336168122697322
"44","pr M order1 - pr M order2",0.100947683323846,0.0944080533936618,19,1.0692698312814,0.992704503961717
"45","pr M order1 - nr M order2",-0.414892545510001,0.114007399557636,19,-3.63917208110913,0.0562217464933831
"46","nr M order1 - grain F order2",-0.181746218590767,0.118933077448546,19,-1.52813853378507,0.914350851588321
"47","nr M order1 - pr F order2",0.353165646232551,0.114007399557636,19,3.09774319564241,0.154438327001774
"48","nr M order1 - nr F order2",0.023924215023807,0.130700014392533,19,0.183046766559299,0.999999999857057
"49","nr M order1 - grain M order2",-0.131891359475827,0.118933077448546,19,-1.10895439944272,0.990300168731394
"50","nr M order1 - pr M order2",0.231264781092464,0.114007399557636,19,2.02850676350661,0.671730780170745
"51","nr M order1 - nr M order2",-0.284575447741382,0.130700014392533,19,-2.17731764655139,0.581531234142597
"52","grain F order2 - pr F order2",0.534911864823318,0.0913337895425976,19,5.85666999587089,0.000565091196828682
"53","grain F order2 - nr F order2",0.205670433614574,0.105344128764743,19,1.95236731297938,0.716531596731505
"54","grain F order2 - grain M order2",0.0498548591149403,0.105866236641129,19,0.470923126170443,0.999996570455706
"55","grain F order2 - pr M order2",0.413010999683232,0.100300898814856,19,4.11771982667476,0.0214394183208375
"56","grain F order2 - nr M order2",-0.102829229150615,0.118933077448546,19,-0.864597396759549,0.998773071406675
"57","pr F order2 - nr F order2",-0.329241431208744,0.063609415406476,19,-5.17598580500747,0.00233613337999572
"58","pr F order2 - grain M order2",-0.485057005708378,0.100300898814856,19,-4.83601853462687,0.00477878222227446
"59","pr F order2 - pr M order2",-0.121900865140086,0.0944080533936618,19,-1.29121256882382,0.970513721588949
"60","pr F order2 - nr M order2",-0.637741093973933,0.114007399557636,19,-5.59385703426669,0.000974219174616486
"61","nr F order2 - grain M order2",-0.155815574499634,0.118933077448546,19,-1.3101113486872,0.967440813028642
"62","nr F order2 - pr M order2",0.207340566068657,0.114007399557636,19,1.81865884910249,0.790234690659476
"63","nr F order2 - nr M order2",-0.308499662765189,0.130700014392533,19,-2.36036441311069,0.472160725340712
"64","grain M order2 - pr M order2",0.363156140568292,0.0913337895425976,19,3.97614226221192,0.0286475610093063
"65","grain M order2 - nr M order2",-0.152684088265555,0.105344128764743,19,-1.44938393867714,0.937481306813614
"66","pr M order2 - nr M order2",-0.515840228833847,0.063609415406476,19,-8.10949488432697,7.0622248400376e-06
