Mouse ID,Sex,Order,Grain Meal Size,Grain Snack Size,Grain Number of Meals,Grain Meal Frequency,Grain Number of Snacks,Grain Snack Frequency,Grain Mega Meal Frequency,Grain Mega Meal Size,Grain Number of Mega Meals,Grain Hourly Meals,Grain Hourly Snacks,Grain Hourly Mega Meals,Grain IMI,Grain IPI,PR Meal Size,PR Snack Size,PR Number of Meals,PR Meal Frequency,PR Number of Snacks,PR Snack Frequency,PR Mega Meal Frequency,PR Mega Meal Size,PR Number of Mega Meals,PR Hourly Meals,PR Hourly Snacks,PR Hourly Mega Meals,PR IMI,PR IPI,NR Meal Size,NR Snack Size,NR Number of Meals,NR Meal Frequency,NR Number of Snacks,NR Snack Frequency,NR Mega Meal Frequency,NR Mega Meal Size,NR Number of Mega Meals,NR Hourly Meals,NR Hourly Snacks,NR Hourly Mega Meals,NR IMI,NR IPI,All Meals Per Day,All Snacks Per Day,All Mega Meals Per Day,All Pellets Per Day
FEDXA01,M,2,2.870967741935484,1,93,1.3333067840146553,75,1.0752474064634316,0.9318810856016408,7.6923076923076925,65,"[[0, 0, 1, 9, 3, 3, 0, 0, 0, 1, 1, 0, 0, 4, 2, 6, 1, 5, 4, 1, 0, 1, 0, 1], [4, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 3, 1, 2, 4, 1, 0, 0, 2, 0], [2, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 2, 1, 0, 3, 0, 0, 2, 1], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 2, 6, 3, 2, 4, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 2, 1, 1, 2, 2, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 2, 5, 3, 5, 0, 0, 0, 0, 2], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 1, 0, 1, 1, 2, 0, 1, 1, 2, 2, 0, 1, 0, 2, 0, 2, 1, 1, 1, 2, 3], [1, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 3, 1, 1, 1, 0, 1, 0, 2], [1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 2, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0,[],2.6473684210526316,1,190,1.1275592628004352,257,1.5251722659984834,0.5815831987075929,6.367346939,98,"[[0, 0, 3, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 4, 1, 4, 6, 3, 0, 2, 1, 3, 3], [3, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 1, 2, 2, 4, 2, 3, 0, 2, 0, 2, 2], [2, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 1, 3, 0, 2, 1, 1, 4, 1, 3, 1, 3, 3], [1, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 5, 1, 0, 2, 0, 0, 1, 1, 3], [0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 2, 4, 3, 2, 0, 0, 0, 2, 0], [0, 3, 1, 0, 0, 2, 0, 0, 0, 1, 1, 1, 1, 4, 3, 0, 2, 2, 2, 2, 0, 4, 0, 2], [0, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 2, 0, 0, 2, 0, 0, 0]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 5, 2, 4, 2, 1, 1, 1, 3, 3], [0, 0, 2, 0, 3, 0, 0, 0, 0, 2, 0, 0, 2, 7, 5, 6, 4, 3, 5, 0, 1, 3, 0, 1], [2, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 5, 7, 10, 8, 2, 4, 4, 0, 0, 0, 3], [1, 3, 0, 3, 0, 2, 1, 1, 0, 5, 0, 2, 3, 7, 7, 4, 6, 3, 9, 0, 0, 1, 3, 1], [2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 5, 3, 2, 0, 1, 4, 0, 1, 1, 2, 3], [0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 4, 4, 3, 3, 2, 0, 2, 0, 1, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 3, 1, 0, 1, 0, 0, 1]]","[[0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 2, 0], [1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 2, 0, 1, 1, 1, 0, 1, 2], [0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 3, 3, 1, 2, 0, 0, 1, 1], [1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 3, 4, 2, 1, 2, 1, 2, 0, 1, 2]]",0,[],3.090909090909091,1,88,0.5276473556839512,104,0.6235832385355786,1.0133227626203154,7.278106509,169,"[[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1], [2, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 2, 1, 1, 1, 1, 0, 1, 0, 0, 0], [2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 1, 2, 3, 0, 1, 0, 0, 0], [0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 2, 3, 2, 1, 2, 0, 1, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 1, 0, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 1, 1, 0, 0, 1, 0, 0, 1], [2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 3, 6, 3, 2, 0, 0, 0, 0, 0], [1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 3, 2, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 1, 1, 0, 0, 1, 0, 0, 0]]","[[0, 0, 0, 2, 1, 2, 1, 0, 1, 0, 2, 1, 1, 1, 1, 2, 3, 3, 1, 2, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 2, 3, 3, 2, 1, 2, 0, 0, 1], [1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2, 0, 1, 0, 0, 3], [0, 2, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 3, 3, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 2, 1, 4, 2, 3, 2, 0, 1, 0, 1, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 0, 2], [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2]]",0,[],"[43, 25, 23, 35, 28, 31, 24, 24, 31, 14, 9, 18, 18, 15, 13, 9, 6]","[30, 18, 25, 32, 44, 52, 62, 28, 25, 13, 13, 14, 14, 19, 18, 12, 13]","[25, 22, 18, 6, 7, 8, 9, 19, 19, 28, 27, 24, 23, 22, 25, 22, 25]","[340, 271, 224, 161, 155, 176, 184, 215, 231, 240, 246, 234, 222, 211, 241, 223, 219]"
FEDXA02,M,2,3.019607843137255,1,102,1.4367152744900875,58,0.8169557443178929,0.7887848565827931,6.357142857142857,56,"[[0, 0, 1, 7, 2, 1, 1, 0, 0, 1, 0, 2, 1, 4, 3, 2, 5, 5, 0, 1, 2, 0, 1, 2], [3, 0, 1, 2, 2, 0, 0, 0, 1, 0, 1, 0, 2, 4, 3, 4, 3, 1, 4, 3, 0, 3, 2, 0], [2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 3, 1, 2, 2, 1, 0, 0, 2, 0, 3, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 4, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 1, 2, 1, 2, 3], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 6, 2, 2, 0, 1, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 2, 0, 2, 0, 1, 0, 2, 0, 2, 0, 2, 1, 0, 2, 1, 1, 3, 1, 1, 1, 2], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 3, 1, 2, 1, 0, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",0,[],2.795221843003413,1,293,1.7483259298548033,154,0.918915335,0.42962275409401307,5.736111111111111,72,"[[0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 1, 2, 4, 4, 2, 4, 2, 2, 1, 2, 0, 3, 4], [0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 4, 6, 2, 3, 4, 0, 0, 6, 1, 3, 1, 2], [1, 7, 2, 1, 2, 1, 0, 1, 0, 0, 2, 0, 2, 4, 5, 4, 5, 3, 2, 2, 1, 3, 3, 3], [3, 3, 1, 0, 0, 1, 0, 3, 0, 3, 1, 3, 2, 5, 5, 2, 2, 3, 1, 2, 0, 2, 2, 3], [2, 2, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 3, 5, 4, 3, 5, 3, 3, 0, 2, 1, 1, 3], [2, 5, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 4, 2, 1, 5, 4, 1, 1, 1, 1, 0, 3], [1, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2, 4, 4, 2, 2, 2, 1, 2, 2, 2, 2, 1]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 3, 3, 1, 3, 2, 0, 2, 0, 1, 1, 2], [1, 0, 4, 3, 1, 0, 0, 1, 0, 0, 0, 0, 2, 6, 5, 3, 3, 1, 0, 1, 0, 1, 0, 0], [3, 3, 0, 0, 0, 1, 0, 3, 0, 3, 0, 2, 0, 3, 2, 1, 2, 3, 0, 4, 0, 0, 0, 2], [1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 3, 5, 1, 0, 1, 2, 0, 3, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1, 1], [1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 3, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0]]","[[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0], [1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0], [1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 4, 0, 0, 0, 2, 1, 1, 1, 0], [1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0, 1, 0, 1, 2]]",0,[],3.0347222222222223,1,144,0.8692954581659946,99,0.5976406274891213,0.7545967518802036,6.248,125,"[[0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 2, 1, 2, 1, 1, 0, 1, 0, 1, 2], [2, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 4, 3, 2, 3, 1, 1, 2, 2, 1, 1, 1], [2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 1, 4, 0, 1, 1, 0, 0, 2], [0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 5, 4, 0, 0, 0, 1, 3, 0, 0, 0, 3], [1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 1, 1, 0, 0, 1, 0, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 0, 1, 2, 1, 0, 0, 1, 0]]","[[0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2], [1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0], [0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 2, 1, 0, 0, 0, 0, 1], [0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3], [0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 0, 1, 1, 1], [2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 1, 0, 1, 2, 3, 1, 4, 0, 2, 1, 1, 1, 1, 1], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 2, 2, 1, 1, 1, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 2, 0, 0, 1, 0, 0], [0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1], [0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 2, 1, 0, 2, 1, 1, 0], [1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 3, 1, 1, 3, 2, 0, 2, 1, 0, 0], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 3, 1, 2, 2, 1, 1, 1, 2, 0, 1, 1]]",0,[],"[41, 39, 22, 36, 39, 54, 47, 45, 37, 34, 13, 17, 32, 27, 23, 15, 12]","[29, 20, 9, 10, 24, 32, 32, 22, 16, 17, 13, 16, 16, 13, 16, 12, 12]","[25, 11, 18, 8, 4, 6, 9, 9, 17, 16, 26, 16, 12, 15, 16, 20, 20]","[304, 214, 194, 154, 153, 204, 211, 203, 226, 214, 225, 171, 195, 172, 182, 175, 181]"
