"","Factor","Sum.Sq","Df","F.value","Pr..F."
"Sex","Sex",0.116861932652434,1,4.42420595632047,0.0421080184773167
"Order","Order",0.000272753772960987,1,0.0103260218238206,0.919594969218924
"Diet_Phase","Diet_Phase",0.46955754371381,1,17.7766979766835,0.00014789823992426
"Sex:Order","Sex:Order",0.13069913538549,1,4.94806033182933,0.0321359163829848
"Sex:Diet_Phase","Sex:Diet_Phase",0.0183255345918083,1,0.693775444694791,0.410087888394152
"Order:Diet_Phase","Order:Diet_Phase",0.17545103841249,1,6.6422958406463,0.0139638982420088
"Sex:Order:Diet_Phase","Sex:Order:Diet_Phase",0.0583076522803054,1,2.20743450551019,0.145596806458022
"Residuals","Residuals",1.00374021567608,38,NA,NA
