"contrast","estimate","SE","df","t.ratio","p.value"
"NR0 Order2 - NR1 Order2",-2.33333333333333,2.03874296162027,21,-1.14449608276217,0.265295701580397
"NR0 Order2 - NR2 Order2",-4.82222222222221,2.42903861822733,21,-1.98523901021441,0.12066446771018
"NR0 Order2 - NR3 Order2",-5.92222222222222,2.68867051673504,21,-2.20265822285053,0.116779632029665
"NR0 Order2 - NR4 Order2",-7.78888888888887,2.78013776612067,21,-2.80161975561278,0.0427630303515345
"NR0 Order2 - NR5 Order2",-10.8819444444444,2.42237235262925,21,-4.49226743883249,0.00120169922944468
"NR0 Order2 - NR6 Order2",-11.2375,2.79345307918706,21,-4.02279890925187,0.00307633960217448
