"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Order",1,21,1.83463930074061,1.44958842759696,0.0320651667380381,0.241990018751457
"time_phase",5.8307916390193,122.446624419405,0.34098691262947,7.4766439184407,0.156237149983839,1.00338035650438e-06
"Order:time_phase",5.8307916390193,122.446624419405,0.34098691262947,6.11725126014068,0.131567756598974,1.52780103621425e-05
