"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Sex",1,19,19.209484962406,75.6917578227122,0.765838841617925,4.71648189184171e-08
"Order",1,19,19.209484962406,3.1876614384486,0.12106114872305,0.090169327266007
"Sex:Order",1,19,19.209484962406,0.290623212082362,0.0124017944954442,0.596082594495105
"time_phase",3.51155466987073,66.7195387275439,1.1929256991115,4.4563359216222,0.0402981670640251,0.00432486374257652
"Sex:time_phase",3.51155466987073,66.7195387275439,1.1929256991115,1.65892697117155,0.0153908352675639,0.176831024969682
"Order:time_phase",3.51155466987073,66.7195387275439,1.1929256991115,7.00812944096696,0.0619443588414586,0.000174302111391622
"Sex:Order:time_phase",3.51155466987073,66.7195387275439,1.1929256991115,2.56040824755551,0.0235573802757198,0.0534510853009639
