"","time_phase","Sex","Order","mean_value","sd_value","n"
"1","NR0","F",1,21.48,1.17345643293648,5
"2","NR0","F",2,20.15,1.81521348606713,6
"3","NR0","M",1,26.1166666666667,1.31820585140056,6
"4","NR0","M",2,24.2833333333333,0.938971068066885,6
"5","NR1","F",1,20.96,1.07842477716343,5
"6","NR1","F",2,20.4166666666667,1.79155426003977,6
"7","NR1","M",1,25.25,0.989444288477123,6
"8","NR1","M",2,25.1833333333333,1.04387100097027,6
"9","NR2","F",1,21,1.17686022959398,5
"10","NR2","F",2,20.6666666666667,1.82501141548941,6
"11","NR2","M",1,25.6,1.0770329614269,6
"12","NR2","M",2,25.2333333333333,0.995322393331259,6
"13","NR3","F",1,21.02,1.16918775224512,5
"14","NR3","F",2,20.9166666666667,1.77134600422014,6
"15","NR3","M",1,25.3166666666667,1.05340717040785,6
"16","NR3","M",2,24.7,0.609918027279075,6
"17","NR4","F",1,20.94,0.958123165360278,5
"18","NR4","F",2,20.85,1.95524934471284,6
"19","NR4","M",1,25.3333333333333,0.985224170768596,6
"20","NR4","M",2,25.3,0.959166304662543,6
"21","NR5","F",1,21.32,1.00349389634417,5
"22","NR5","F",2,20.6833333333333,1.96001700672894,6
"23","NR5","M",1,25.4666666666667,0.993310961716756,6
"24","NR5","M",2,25.5,1.31605471010897,6
"25","NR6","F",1,21.14,0.887693640846886,5
"26","NR6","F",2,20.8666666666667,1.88962077324173,6
"27","NR6","M",1,25.45,0.850294066779252,6
"28","NR6","M",2,25.1333333333333,0.880151502110101,6
"29","PR0","F",1,21.68,1.1861703081767,5
"30","PR0","F",2,20.5833333333333,1.80822196277633,6
"31","PR0","M",1,25.4666666666667,0.9912954487269,6
"32","PR0","M",2,25.7833333333333,0.725028735062733,6
"33","PR1","F",1,21.42,1.2397580409096,5
"34","PR1","F",2,19.3666666666667,1.85544244498898,6
"35","PR1","M",1,25.1666666666667,0.91796877216312,6
"36","PR1","M",2,24.9166666666667,0.44007575105505,6
"37","PR2","F",1,21.4,1.17686022959398,5
"38","PR2","F",2,19.3333333333333,1.65971885169346,6
"39","PR2","M",1,24.8,0.761577310586391,6
"40","PR2","M",2,24.55,0.706399320497974,6
"41","PR3","F",1,21.58,1.35535973084639,5
"42","PR3","F",2,19.55,1.83602832222164,6
"43","PR3","M",1,25.2166666666667,0.713909424693824,6
"44","PR3","M",2,24.15,0.609097693313642,6
"45","PR4","F",1,21.92,1.02078401241399,5
"46","PR4","F",2,19.7333333333333,1.94182045170677,6
"47","PR4","M",1,25.3,0.766811580507232,6
"48","PR4","M",2,23.8833333333333,0.688234456175122,6
"49","PR5","F",1,21.62,1.48895936814945,5
"50","PR5","F",2,19.9333333333333,1.98963983340369,6
"51","PR5","M",1,25.45,0.763544366752843,6
"52","PR5","M",2,23.95,0.969020123630052,6
"53","PR6","F",1,21.8,1.52807067899361,5
"54","PR6","F",2,20.2833333333333,2.00041662327293,6
"55","PR6","M",1,25.3333333333333,1.42781884938765,6
"56","PR6","M",2,24.15,0.878066056740608,6
