"contrast","hour","estimate","SE","df","t.ratio","p.value"
"NR F order1 - PR F order1","0",-0.600000000000303,0.380807259809765,893.000000002659,-1.57560021387207,1
"NR F order1 - NR M order1","0",0.242857142856798,0.436412479924674,172.470542100435,0.556485329884964,1
"NR F order1 - PR M order1","0",0.33809523809497,0.436412479924673,172.47054210041,0.774714871016811,1
"NR F order1 - NR F order2","0",0.0999999999995784,0.436412479924672,172.47054210042,0.229141018187287,1
"NR F order1 - PR F order2","0",-0.209523809524187,0.436412479924675,172.470542100412,-0.480104990490536,1
"NR F order1 - NR M order2","0",0.504761904761629,0.436412479924676,172.470542100418,1.15661656799721,1
"NR F order1 - PR M order2","0",-0.11428571428598,0.436412479924675,172.470542100437,-0.261875449358611,1
"PR F order1 - NR M order1","0",0.842857142857101,0.436412479924674,172.470542100399,1.93133143901517,1
"PR F order1 - PR M order1","0",0.938095238095273,0.436412479924676,172.47054210041,2.14956098014701,0.890556995438921
"PR F order1 - NR F order2","0",0.699999999999881,0.436412479924676,172.470542100406,1.60398712731749,1
"PR F order1 - PR F order2","0",0.390476190476116,0.436412479924674,172.470542100414,0.894741118639671,1
"PR F order1 - NR M order2","0",1.10476190476193,0.436412479924676,172.470542100406,2.53146267712741,0.343070012385097
"PR F order1 - PR M order2","0",0.485714285714322,0.436412479924676,172.47054210041,1.11297065977159,1
"NR M order1 - PR M order1","0",0.0952380952381721,0.34762787709923,892.999999998096,0.273965644046971,1
"NR M order1 - NR F order2","0",-0.142857142857219,0.416102973088064,172.470542100425,-0.343321610506699,1
"NR M order1 - PR F order2","0",-0.452380952380985,0.416102973088064,172.470542100435,-1.08718509993737,1
"NR M order1 - NR M order2","0",0.261904761904831,0.416102973088065,172.470542100446,0.629422952595441,1
"NR M order1 - PR M order2","0",-0.357142857142778,0.416102973088066,172.470542100443,-0.858304026266092,1
"PR M order1 - NR F order2","0",-0.238095238095392,0.416102973088064,172.470542100443,-0.572202684177893,1
"PR M order1 - PR F order2","0",-0.547619047619157,0.416102973088064,172.470542100446,-1.31606617360857,1
"PR M order1 - NR M order2","0",0.166666666666659,0.416102973088066,172.470542100456,0.400541878924246,1
"PR M order1 - PR M order2","0",-0.45238095238095,0.416102973088066,172.470542100456,-1.08718509993728,1
"NR F order2 - PR F order2","0",-0.309523809523766,0.347627877099228,892.999999998038,-0.890388343151819,1
"NR F order2 - NR M order2","0",0.40476190476205,0.416102973088065,172.470542100425,0.972744563102138,1
"NR F order2 - PR M order2","0",-0.214285714285559,0.416102973088065,172.470542100448,-0.514982415759395,1
"PR F order2 - NR M order2","0",0.714285714285816,0.416102973088066,172.470542100454,1.71660805253281,1
"PR F order2 - PR M order2","0",0.0952380952382069,0.416102973088066,172.47054210046,0.228881073671277,1
"NR M order2 - PR M order2","0",-0.619047619047609,0.347627877099232,893.000000000261,-1.78077668630384,1
"NR F order1 - PR F order1","1",-0.228571428571431,0.380807259809766,893.000000000319,-0.600228652903348,1
"NR F order1 - NR M order1","1",-0.976190476190588,0.436412479924673,172.47054210046,-2.23685279659987,0.584700835241727
"NR F order1 - PR M order1","1",-0.738095238095351,0.436412479924673,172.470542100458,-1.69127894377069,1
"NR F order1 - NR F order2","1",-0.119047619047781,0.436412479924673,172.470542100458,-0.272786926414959,1
"NR F order1 - PR F order2","1",-0.0714285714287341,0.436412479924673,172.470542100458,-0.163672155849125,1
"NR F order1 - NR M order2","1",0.047619047618953,0.436412479924673,172.47054210046,0.109114770565618,1
"NR F order1 - PR M order2","1",-1.30952380952391,0.436412479924672,172.47054210046,-3.00065619056068,0.0835246340644482
"PR F order1 - NR M order1","1",-0.747619047619157,0.436412479924673,172.470542100458,-1.71310189788386,1
"PR F order1 - PR M order1","1",-0.50952380952392,0.436412479924673,172.470542100458,-1.16752804505468,1
"PR F order1 - NR F order2","1",0.10952380952365,0.436412479924673,172.47054210046,0.250963972301054,1
"PR F order1 - PR F order2","1",0.157142857142697,0.436412479924672,172.470542100458,0.360078742866888,1
"PR F order1 - NR M order2","1",0.276190476190384,0.436412479924673,172.47054210046,0.63286566928163,1
"PR F order1 - PR M order2","1",-1.08095238095247,0.436412479924673,172.47054210046,-2.47690529184466,0.341195096631007
"NR M order1 - PR M order1","1",0.238095238095238,0.347627877099232,892.99999999991,0.684914110116872,1
"NR M order1 - NR F order2","1",0.857142857142807,0.416102973088069,172.470542100467,2.05992966303894,0.818150659366491
"NR M order1 - PR F order2","1",0.904761904761854,0.416102973088069,172.470542100464,2.17437019987444,0.651831136001941
"NR M order1 - NR M order2","1",1.02380952380954,0.416102973088069,172.470542100469,2.46047154196336,0.341794125260375
"NR M order1 - PR M order2","1",-0.333333333333317,0.416102973088069,172.470542100464,-0.801083757848483,1
"PR M order1 - NR F order2","1",0.619047619047569,0.416102973088069,172.470542100464,1.48772697886142,1
"PR M order1 - PR F order2","1",0.666666666666616,0.416102973088069,172.470542100464,1.60216751569693,1
"PR M order1 - NR M order2","1",0.785714285714304,0.416102973088069,172.470542100467,1.88826885778585,1
"PR M order1 - PR M order2","1",-0.571428571428555,0.41610297308807,172.470542100469,-1.373286442026,1
"NR F order2 - PR F order2","1",0.0476190476190472,0.347627877099231,892.99999999991,0.136982822023374,1
"NR F order2 - NR M order2","1",0.166666666666734,0.416102973088069,172.470542100469,0.400541878924424,1
"NR F order2 - PR M order2","1",-1.19047619047612,0.41610297308807,172.470542100467,-2.86101342088742,0.118632691346589
"PR F order2 - NR M order2","1",0.119047619047687,0.416102973088069,172.470542100469,0.286101342088922,1
"PR F order2 - PR M order2","1",-1.23809523809517,0.416102973088069,172.470542100469,-2.97545395772292,0.0869860883134724
"NR M order2 - PR M order2","1",-1.35714285714286,0.347627877099232,892.999999999968,-3.90401042766618,0.00284855842275594
"NR F order1 - PR F order1","2",-0.314285714285715,0.380807259809766,893.000000000319,-0.825314397742098,1
"NR F order1 - NR M order1","2",0.538095238095128,0.436412479924673,172.470542100458,1.23299690739368,1
"NR F order1 - PR M order1","2",-0.0571428571429684,0.436412479924673,172.470542100458,-0.130937724679256,1
"NR F order1 - NR F order2","2",0.0380952380950761,0.436412479924673,172.470542100456,0.0872918164522966,1
"NR F order1 - PR F order2","2",-0.509523809523971,0.436412479924673,172.470542100458,-1.1675280450548,1
"NR F order1 - NR M order2","2",0.13333333333324,0.436412479924672,172.47054210046,0.305521357584124,1
"NR F order1 - PR M order2","2",-0.104761904761998,0.436412479924672,172.470542100458,-0.240052495245051,1
"PR F order1 - NR M order1","2",0.852380952380843,0.436412479924673,172.47054210046,1.95315439312819,1
"PR F order1 - PR M order1","2",0.257142857142747,0.436412479924673,172.470542100458,0.589219761055255,1
"PR F order1 - NR F order2","2",0.352380952380791,0.436412479924673,172.470542100458,0.807449302186808,1
"PR F order1 - PR F order2","2",-0.195238095238256,0.436412479924673,172.470542100458,-0.447370559320289,1
"PR F order1 - NR M order2","2",0.447619047618955,0.436412479924672,172.47054210046,1.02567884331864,1
"PR F order1 - PR M order2","2",0.209523809523717,0.436412479924672,172.47054210046,0.480104990489462,1
"NR M order1 - PR M order1","2",-0.595238095238096,0.347627877099232,892.99999999991,-1.71228527529218,1
"NR M order1 - NR F order2","2",-0.500000000000051,0.416102973088069,172.470542100464,-1.20162563677291,1
"NR M order1 - PR F order2","2",-1.0476190476191,0.41610297308807,172.470542100464,-2.51769181038119,0.356269001759499
"NR M order1 - NR M order2","2",-0.404761904761888,0.416102973088069,172.470542100469,-0.972744563101737,1
"NR M order1 - PR M order2","2",-0.642857142857126,0.416102973088069,172.470542100471,-1.54494724727925,1
"PR M order1 - NR F order2","2",0.0952380952380445,0.41610297308807,172.470542100464,0.228881073670884,1
"PR M order1 - PR F order2","2",-0.452380952381003,0.416102973088069,172.470542100464,-1.0871850999374,1
"PR M order1 - NR M order2","2",0.190476190476208,0.416102973088069,172.470542100467,0.457762147342056,1
"PR M order1 - PR M order2","2",-0.0476190476190301,0.416102973088069,172.470542100469,-0.114440536835461,1
"NR F order2 - PR F order2","2",-0.547619047619047,0.347627877099232,892.99999999991,-1.57530245326881,1
"NR F order2 - NR M order2","2",0.095238095238164,0.416102973088069,172.470542100469,0.228881073671172,1
"NR F order2 - PR M order2","2",-0.142857142857075,0.416102973088069,172.470542100471,-0.343321610506346,1
"PR F order2 - NR M order2","2",0.642857142857211,0.41610297308807,172.470542100469,1.54494724727946,1
"PR F order2 - PR M order2","2",0.404761904761972,0.416102973088069,172.470542100469,0.972744563101942,1
"NR M order2 - PR M order2","2",-0.238095238095239,0.347627877099232,893.000000000027,-0.684914110116874,1
"NR F order1 - PR F order1","3",-0.628571428571425,0.380807259809765,893.000000000319,-1.65062879548418,1
"NR F order1 - NR M order1","3",0.133333333333227,0.436412479924672,172.470542100458,0.305521357584094,1
"NR F order1 - PR M order1","3",-0.390476190476297,0.436412479924673,172.470542100458,-0.89474111864009,1
"NR F order1 - NR F order2","3",-0.390476190476346,0.436412479924672,172.470542100458,-0.894741118640202,1
"NR F order1 - PR F order2","3",-0.15238095238111,0.436412479924672,172.470542100458,-0.349167265811032,1
"NR F order1 - NR M order2","3",-0.176190476190565,0.436412479924672,172.47054210046,-0.403724651093793,1
"NR F order1 - PR M order2","3",0.0142857142856247,0.436412479924673,172.470542100462,0.0327344311695451,1
"PR F order1 - NR M order1","3",0.761904761904652,0.436412479924673,172.470542100458,1.7458363290531,1
"PR F order1 - PR M order1","3",0.238095238095128,0.436412479924673,172.470542100458,0.545573852828921,1
"PR F order1 - NR F order2","3",0.238095238095079,0.436412479924673,172.470542100458,0.545573852828809,1
"PR F order1 - PR F order2","3",0.476190476190315,0.436412479924673,172.470542100458,1.09114770565798,1
"PR F order1 - NR M order2","3",0.45238095238086,0.436412479924673,172.470542100462,1.03659032037522,1
"PR F order1 - PR M order2","3",0.64285714285705,0.436412479924673,172.47054210046,1.47304940263855,1
"NR M order1 - PR M order1","3",-0.523809523809524,0.347627877099232,892.99999999991,-1.50681104225712,1
"NR M order1 - NR F order2","3",-0.523809523809573,0.416102973088069,172.470542100464,-1.25884590519065,1
"NR M order1 - PR F order2","3",-0.285714285714337,0.416102973088069,172.470542100467,-0.686643221013142,1
"NR M order1 - NR M order2","3",-0.309523809523792,0.416102973088069,172.470542100467,-0.74386348943073,1
"NR M order1 - PR M order2","3",-0.119047619047602,0.416102973088069,172.470542100464,-0.286101342088718,1
"PR M order1 - NR F order2","3",-4.90302243250085e-14,0.41610297308807,172.470542100467,-1.17831949051301e-13,1
"PR M order1 - PR F order2","3",0.238095238095187,0.416102973088069,172.470542100464,0.572202684177395,1
"PR M order1 - NR M order2","3",0.214285714285732,0.41610297308807,172.470542100469,0.514982415759806,1
"PR M order1 - PR M order2","3",0.404761904761922,0.41610297308807,172.470542100469,0.972744563101818,1
"NR F order2 - PR F order2","3",0.238095238095237,0.347627877099232,892.99999999991,0.684914110116869,1
"NR F order2 - NR M order2","3",0.214285714285781,0.416102973088069,172.470542100467,0.514982415759924,1
"NR F order2 - PR M order2","3",0.404761904761971,0.416102973088069,172.470542100469,0.972744563101937,1
"PR F order2 - NR M order2","3",-0.0238095238094557,0.416102973088069,172.470542100467,-0.057220268417588,1
"PR F order2 - PR M order2","3",0.166666666666734,0.416102973088069,172.470542100467,0.400541878924424,1
"NR M order2 - PR M order2","3",0.19047619047619,0.347627877099232,893.000000000027,0.547931288093498,1
"NR F order1 - PR F order1","4",0.257142857142855,0.380807259809765,893.000000000378,0.675257234516254,1
"NR F order1 - NR M order1","4",0.414285714285603,0.436412479924672,172.470542100458,0.949298503922509,1
"NR F order1 - PR M order1","4",0.104761904761794,0.436412479924673,172.470542100458,0.240052495244583,1
"NR F order1 - NR F order2","4",-0.0857142857144462,0.436412479924672,172.470542100458,-0.19640658701887,1
"NR F order1 - PR F order2","4",0.0571428571426955,0.436412479924672,172.47054210046,0.130937724678631,1
"NR F order1 - NR M order2","4",0.342857142857049,0.436412479924673,172.470542100462,0.785626348073795,1
"NR F order1 - PR M order2","4",-0.0619047619048563,0.436412479924673,172.470542100469,-0.141849201735801,1
"PR F order1 - NR M order1","4",0.157142857142749,0.436412479924673,172.470542100458,0.360078742867006,1
"PR F order1 - PR M order1","4",-0.152380952381061,0.436412479924673,172.47054210046,-0.34916726581092,1
"PR F order1 - NR F order2","4",-0.342857142857301,0.436412479924673,172.470542100456,-0.785626348074372,1
"PR F order1 - PR F order2","4",-0.200000000000159,0.436412479924673,172.470542100458,-0.458282036376871,1
"PR F order1 - NR M order2","4",0.0857142857141946,0.436412479924673,172.47054210046,0.196406587018294,1
"PR F order1 - PR M order2","4",-0.319047619047711,0.436412479924674,172.470542100462,-0.731068962791302,1
"NR M order1 - PR M order1","4",-0.309523809523809,0.347627877099232,892.999999999968,-0.890388343151935,1
"NR M order1 - NR F order2","4",-0.50000000000005,0.416102973088069,172.470542100464,-1.2016256367729,1
"NR M order1 - PR F order2","4",-0.357142857142908,0.416102973088069,172.470542100464,-0.858304026266397,1
"NR M order1 - NR M order2","4",-0.071428571428554,0.41610297308807,172.470542100469,-0.171660805253213,1
"NR M order1 - PR M order2","4",-0.47619047619046,0.41610297308807,172.470542100473,-1.14440536835499,1
"PR M order1 - NR F order2","4",-0.19047619047624,0.416102973088069,172.470542100467,-0.457762147342132,1
"PR M order1 - PR F order2","4",-0.0476190476190984,0.416102973088069,172.470542100464,-0.114440536835625,1
"PR M order1 - NR M order2","4",0.238095238095255,0.41610297308807,172.470542100469,0.572202684177557,1
"PR M order1 - PR M order2","4",-0.16666666666665,0.41610297308807,172.470542100469,-0.400541878924221,1
"NR F order2 - PR F order2","4",0.142857142857142,0.347627877099232,892.999999999968,0.410948466070121,1
"NR F order2 - NR M order2","4",0.428571428571496,0.41610297308807,172.470542100467,1.02996483151969,1
"NR F order2 - PR M order2","4",0.0238095238095898,0.416102973088071,172.470542100469,0.0572202684179101,1
"PR F order2 - NR M order2","4",0.285714285714354,0.41610297308807,172.470542100469,0.686643221013182,1
"PR F order2 - PR M order2","4",-0.119047619047552,0.41610297308807,172.470542100471,-0.286101342088596,1
"NR M order2 - PR M order2","4",-0.404761904761906,0.347627877099233,892.999999999968,-1.16435398719868,1
"NR F order1 - PR F order1","5",-0.114285714285717,0.380807259809766,893.000000000261,-0.300114326451678,1
"NR F order1 - NR M order1","5",0.380952380952273,0.436412479924673,172.470542100458,0.872918164526429,1
"NR F order1 - PR M order1","5",-1.09301456774347e-13,0.436412479924672,172.470542100458,-2.50454470947331e-13,1
"NR F order1 - NR F order2","5",-0.500000000000159,0.436412479924673,172.470542100458,-1.14570509094163,1
"NR F order1 - PR F order2","5",0.0238095238093646,0.436412479924672,172.470542100456,0.0545573852825526,1
"NR F order1 - NR M order2","5",0.0238095238094314,0.436412479924673,172.470542100456,0.0545573852827056,1
"NR F order1 - PR M order2","5",-0.190476190476282,0.436412479924674,172.47054210046,-0.436459082263549,1
"PR F order1 - NR M order1","5",0.49523809523799,0.436412479924673,172.470542100458,1.13479361388444,1
"PR F order1 - PR M order1","5",0.114285714285608,0.436412479924673,172.470542100458,0.261875449357759,1
"PR F order1 - NR F order2","5",-0.385714285714442,0.436412479924673,172.47054210046,-0.883829641583619,1
"PR F order1 - PR F order2","5",0.138095238095082,0.436412479924673,172.470542100458,0.316432834640562,1
"PR F order1 - NR M order2","5",0.138095238095148,0.436412479924673,172.470542100458,0.316432834640715,1
"PR F order1 - PR M order2","5",-0.0761904761905655,0.436412479924674,172.47054210046,-0.17458363290554,1
"NR M order1 - PR M order1","5",-0.380952380952382,0.347627877099231,892.99999999991,-1.095862576187,1
"NR M order1 - NR F order2","5",-0.880952380952431,0.41610297308807,172.470542100467,-2.11714993145693,0.99906791036701
"NR M order1 - PR F order2","5",-0.357142857142908,0.416102973088069,172.470542100467,-0.858304026266396,1
"NR M order1 - NR M order2","5",-0.357142857142841,0.41610297308807,172.470542100469,-0.858304026266235,1
