"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"NR X0 Order1 F - PR X0 Order1 F",5.2,2.65164629431895,19,1.96104586465427,0.994085547313747,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order1 F",0.400000000000001,1.56507944980775,19,0.25557807947011,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order1 F",2,2.39333870888318,19,0.835652719181263,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order1 F",1.20000000000001,1.89866065443558,19,0.632024473249925,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order1 F",2.8,2.39363190240491,19,1.16977050530903,0.999999921756658,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order1 F",1.2,1.6123427435899,19,0.744258629110203,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order1 F",2.6,2.24905438218712,19,1.15604141037781,0.999999944590346,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X4 Order1 F",-0.800000000000001,2.466548124226,19,-0.324339911369473,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X4 Order1 F",1.4,2.4434660455569,19,0.572956600950402,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X5 Order1 F",-1.4,3.28638872886227,19,-0.425999513601261,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X5 Order1 F",1.8,2.1787651419691,19,0.826156048362889,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X6 Order1 F",-2.2,2.86748254403595,19,-0.767223502223494,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X6 Order1 F",3,1.70499781344718,19,1.75953304827681,0.998958460401571,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X0 Order2 F",2.96666666666667,3.4710077408214,19,0.854698948601197,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X0 Order2 F",7.13333333333333,2.7498431640551,19,2.59408733798987,0.867733452330146,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order2 F",0.800000000000001,3.40496713193984,19,0.2349508729455,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order2 F",7.63333333333333,2.82784814765553,19,2.6993434352767,0.821885118153138,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order2 F",2.96666666666667,3.1864937925655,19,0.931012849793803,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order2 F",6.3,2.86870592501402,19,2.1961121720656,0.973900786214565,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order2 F",2.80000000000001,3.3232654975568,19,0.842544780746079,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order2 F",7.63333333333333,2.92517805725851,19,2.60952775657265,0.861441135741488,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X4 Order2 F",2.13333333333333,3.3613210992352,19,0.63467109221393,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X4 Order2 F",6.3,3.03371888816312,19,2.07665912111408,0.986944193367334,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X5 Order2 F",0.966666666666669,3.49053859012084,19,0.276939114611881,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X5 Order2 F",5.13333333333334,3.06340406157014,19,1.67569580445821,0.999570927551445,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X6 Order2 F",-1.53333333333333,3.50854429086134,19,-0.437028353134143,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X6 Order2 F",4.96666666666667,3.1580584752872,19,1.57269623267979,0.999877315845773,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X0 Order1 M",2.13333333333334,3.4710077408214,19,0.614614974275019,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X0 Order1 M",5.3,2.7498431640551,19,1.92738264831957,0.99542223463051,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order1 M",0.800000000000003,3.40496713193984,19,0.2349508729455,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order1 M",5.13333333333333,2.82784814765553,19,1.81527899140878,0.998226685468737,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order1 M",1.96666666666667,3.1864937925655,19,0.617188293683533,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order1 M",3.8,2.86870592501402,19,1.32463908791259,0.999997666467145,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order1 M",0.466666666666673,3.3232654975568,19,0.140424130124348,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order1 M",1.13333333333333,2.92517805725851,19,0.387440802285895,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X4 Order1 M",0.633333333333334,3.3613210992352,19,0.188417980501011,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X4 Order1 M",-0.533333333333331,3.03371888816312,19,-0.175801830358863,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X5 Order1 M",0.46666666666667,3.49053859012084,19,0.133694744985046,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X5 Order1 M",-0.866666666666665,3.06340406157014,19,-0.282909681272165,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X6 Order1 M",0.133333333333337,3.50854429086134,19,0.0380024654899267,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X6 Order1 M",0.466666666666668,3.1580584752872,19,0.147770115822263,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X0 Order2 M",-10.5333333333333,3.4710077408214,19,-3.0346614354829,0.641856783084007,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X0 Order2 M",5.96666666666667,2.7498431640551,19,2.16982071729059,0.977369283164347,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order2 M",-6.86666666666667,3.40496713193984,19,-2.01666165944887,0.991201559272262,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order2 M",8.3,2.82784814765553,19,2.93509395364147,0.698907666009406,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order2 M",-3.69999999999999,3.1864937925655,19,-1.161150857608,0.999999936938814,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order2 M",7.3,2.86870592501402,19,2.54470140572681,0.886796509051558,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order2 M",-6.53333333333333,3.3232654975568,19,-1.96593782174084,0.993867437882109,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order2 M",6.46666666666667,2.92517805725851,19,2.21069163657246,0.971816605887279,"NANA OrderNA SexNA - NANA OrderNA SexNA"
