"contrast","estimate","SE","df","t.ratio","p.value"
"PR0 Order2 - NR0 Order1",2.77555756156289e-15,5.21247670689409,21,5.32483446476011e-16,1
"PR1 Order2 - NR1 Order1",4.48484848484849,7.05638417397604,21,0.635573173777672,1
"PR2 Order2 - NR2 Order1",4.89393939393939,5.96443630324019,21,0.820520019851793,1
"PR3 Order2 - NR3 Order1",5.46212121212122,5.48501864277286,21,0.995825459831059,1
"PR4 Order2 - NR4 Order1",5.33333333333333,4.90285621225006,21,1.08780129427571,1
"PR5 Order2 - NR5 Order1",6.66666666666667,5.33892203577543,21,1.24869151899844,1
"PR6 Order2 - NR6 Order1",9.72727272727273,4.19480463636807,21,2.31888575762011,0.213969476216491
