"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"PR X2 Order1 - NR X4 Order2",-3.42424242424242,5.7855570541838,21,-0.591860453915358,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X4 Order2",0.575757575757577,5.82303489275831,21,0.0988758587851852,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X5 Order2",-8.42424242424242,6.22307308981536,21,-1.35371098855154,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X5 Order2",-0.757575757575756,5.71333729940466,21,-0.132597765172152,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X6 Order2",-1.67424242424242,5.33167562252341,21,-0.314018057882154,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X6 Order2",-4.09090909090909,5.74201588514799,21,-0.712451719524223,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X3 Order1",-7,5.97430162799636,21,-1.17168506645146,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X4 Order1",0.454545454545454,1.61262238735152,21,0.281867260501061,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X4 Order1",-4.36363636363637,3.01406906976924,21,-1.44775592815809,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X5 Order1",0.454545454545452,2.50948613488041,21,0.181130889000554,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X5 Order1",-5.09090909090909,3.36365586359934,21,-1.51350473929324,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X6 Order1",0.18181818181818,1.50307961446829,21,0.120963773354413,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X6 Order1",-3.81818181818182,2.76049985302323,21,-1.38314871272326,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X0 Order2",-13.2954545454546,5.80439567200113,21,-2.29058377422275,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X0 Order2",0.454545454545452,3.12744722490444,21,0.14534072739128,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X1 Order2",-12.7121212121212,5.77940628569868,21,-2.19955486493098,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X1 Order2",-5.21212121212122,5.72008374790041,21,-0.911196661068879,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X2 Order2",-10.5454545454546,4.81979471492899,21,-2.18794682536804,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X2 Order2",-4.71212121212121,5.44031834644813,21,-0.866148065617826,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X3 Order2",-7.87878787878788,4.21320591886279,21,-1.87002202847813,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X3 Order2",-5.46212121212122,5.48501864277286,21,-0.995825459831059,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X4 Order2",-8.87878787878788,4.53318932027351,21,-1.95861837031156,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X4 Order2",-4.87878787878788,4.58092461720412,21,-1.06502251979111,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X5 Order2",-13.8787878787879,5.07974149612065,21,-2.73218388955166,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X5 Order2",-6.21212121212121,4.44064838542689,21,-1.39892211067822,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X6 Order2",-7.12878787878788,3.93749919746484,21,-1.8104861794963,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X6 Order2",-9.54545454545455,4.4774860593326,21,-2.13187811619393,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X4 Order1",7.45454545454546,6.38506236325517,21,1.16749767354583,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X4 Order1",2.63636363636364,5.2601014430707,21,0.501200150775914,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X5 Order1",7.45454545454546,7.04089597905356,21,1.05874955072799,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X5 Order1",1.90909090909091,5.53351030759696,21,0.345005394942505,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X6 Order1",7.18181818181818,5.78784479036274,21,1.24084498495477,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X6 Order1",3.18181818181818,5.6913974083863,21,0.559057460498148,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X0 Order2",-6.29545454545455,6.86634086124285,21,-0.916857271241706,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X0 Order2",7.45454545454546,4.82043087806373,21,1.54644795104702,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X1 Order2",-5.71212121212121,6.84522934026327,21,-0.834467470435625,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X1 Order2",1.78787878787879,6.79521786174823,21,0.263108383609472,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X2 Order2",-3.54545454545455,6.05690092371381,21,-0.585357857113608,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X2 Order2",2.28787878787879,6.56145497708609,21,0.348684673729915,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X3 Order2",-0.878787878787879,5.58629857959348,21,-0.157311297680732,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X3 Order2",1.53787878787879,6.59856478464776,21,0.233062618625314,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X4 Order2",-1.87878787878788,5.83141776235158,21,-0.322183721927382,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X4 Order2",2.12121212121212,5.8686027343938,21,0.36145096494272,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X5 Order2",-6.87878787878788,6.2657323093983,21,-1.09784260468166,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X5 Order2",0.78787878787879,5.75977306745866,21,0.13678990103449,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X6 Order2",-0.128787878787879,5.38140573044479,21,-0.0239320142800744,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X6 Order2",-2.54545454545454,5.78822158500739,21,-0.439764530101571,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X4 Order1",-4.81818181818182,3.04627823712689,21,-1.58166176663039,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - NR X5 Order1",-1.77635683940025e-15,2.4880667576406,21,-7.13950634140037e-16,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X5 Order1",-5.54545454545455,4.17340266220816,21,-1.32876096420575,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - NR X6 Order1",-0.272727272727274,1.04536043242871,21,-0.260893051111224,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X6 Order1",-4.27272727272727,3.5680450980691,21,-1.19749811319356,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - NR X0 Order2",-13.75,6.06169430164849,21,-2.26834269690252,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X0 Order2",-1.88737914186277e-15,3.58246491037314,21,-5.2683813772964e-16,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - NR X1 Order2",-13.1666666666667,6.03776992809976,21,-2.18071685795596,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X1 Order2",-5.66666666666667,5.98101051432672,21,-0.947443020388096,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - NR X2 Order2",-11,5.12674846111547,21,-2.14560946054425,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X2 Order2",-5.16666666666667,5.71403468664589,21,-0.904206388305891,1,"NANA OrderNA - NANA OrderNA"
