"","contrast","estimate","SE","df","t.ratio","p.value"
"1","NR0 F order1 - NR1 F order1",-8.43333333333332,2.83773540040805,19,-2.97185330673207,1
"2","NR0 F order1 - NR2 F order1",-4.73333333333332,2.80555926118683,19,-1.68712648448245,1
"3","NR0 F order1 - NR3 F order1",-6.15666666666666,4.20868423642702,19,-1.46284832047495,1
"4","NR0 F order1 - NR4 F order1",-9.59666666666665,4.36983093690751,19,-2.19611852385715,1
"5","NR0 F order1 - NR5 F order1",-12.9833333333333,3.76284065375814,19,-3.4504074256682,1
"6","NR0 F order1 - NR6 F order1",-13.22,4.49556473001061,19,-2.94067615393201,1
"7","NR0 F order1 - PR0 F order1",-5.77666666666665,4.52189018422679,19,-1.27748937530963,1
"8","NR0 F order1 - PR1 F order1",-2.74999999999999,5.10546061292959,19,-0.53863896100493,1
"9","NR0 F order1 - PR2 F order1",-1.91666666666665,3.8938576861914,19,-0.492228227411503,1
"10","NR0 F order1 - PR3 F order1",-3.76,4.35584996841815,19,-0.863206957829509,1
"11","NR0 F order1 - PR4 F order1",-11.3433333333333,4.36922775437383,19,-2.59618723743069,1
"12","NR0 F order1 - PR5 F order1",-8.23999999999997,4.66061157922408,19,-1.76800830962442,1
"13","NR0 F order1 - PR6 F order1",-4.06999999999998,4.10333962783541,19,-0.991875001618372,1
"14","NR0 F order1 - NR0 M order1",2.77777777777779,3.33424576936858,19,0.8331052867479,1
"15","NR0 F order1 - NR1 M order1",-1.1861111111111,4.284661507811,19,-0.276827261371477,1
"16","NR0 F order1 - NR2 M order1",-6.21666666666666,3.86433038203186,19,-1.60873063430926,1
"17","NR0 F order1 - NR3 M order1",-7.09444444444445,3.93010509269614,19,-1.80515387683374,1
"18","NR0 F order1 - NR4 M order1",-10.2333333333333,4.08501046633561,19,-2.50509354080381,1
"19","NR0 F order1 - NR5 M order1",-9.04166666666665,3.62515513548527,19,-2.49414613409539,1
"20","NR0 F order1 - NR6 M order1",-7.93888888888887,4.11646957961188,19,-1.92856736466819,1
"21","NR0 F order1 - PR0 M order1",-5.71111111111109,3.77598834253536,19,-1.51248112892118,1
"22","NR0 F order1 - PR1 M order1",-4.50277777777776,4.56711700622373,19,-0.985912507089639,1
"23","NR0 F order1 - PR2 M order1",-3.10555555555554,3.33573552574627,19,-0.930995737397606,1
"24","NR0 F order1 - PR3 M order1",-1.76944444444443,3.85361239099614,19,-0.459165132585387,1
"25","NR0 F order1 - PR4 M order1",-2.71944444444444,4.14785249398901,19,-0.655627086157332,1
"26","NR0 F order1 - PR5 M order1",-3.71944444444443,4.29445885625839,19,-0.866103173633627,1
"27","NR0 F order1 - PR6 M order1",-4.10555555555553,3.84572544616454,19,-1.06756335391808,1
"28","NR0 F order1 - NR0 F order2",-0.994444444444447,3.33424576936858,19,-0.298251692655748,1
"29","NR0 F order1 - NR1 F order2",-7.68611111111112,4.284661507811,19,-1.79386658598333,1
"30","NR0 F order1 - NR2 F order2",-13.3972222222222,3.86433038203186,19,-3.46689358770043,1
"31","NR0 F order1 - NR3 F order2",-9.82222222222223,3.93010509269614,19,-2.49922635414413,1
"32","NR0 F order1 - NR4 F order2",-11.6972222222222,4.08501046633561,19,-2.86344975578851,1
"33","NR0 F order1 - NR5 F order2",-15.1666666666666,3.62515513548527,19,-4.18372899912775,0.762054581964814
"34","NR0 F order1 - NR6 F order2",-10.6666666666666,4.11646957961188,19,-2.59121717296216,1
"35","NR0 F order1 - PR0 F order2",-12.9611111111111,3.77598834253536,19,-3.43250824296996,1
"36","NR0 F order1 - PR1 F order2",-14.4222222222222,4.56711700622373,19,-3.15783944281889,1
"37","NR0 F order1 - PR2 F order2",-8.90833333333331,3.33573552574627,19,-2.67057542918974,1
"38","NR0 F order1 - PR3 F order2",-5.47222222222221,3.85361239099614,19,-1.42002403641007,1
"39","NR0 F order1 - PR4 F order2",-1.76388888888888,4.14785249398901,19,-0.425253523707769,1
"40","NR0 F order1 - PR5 F order2",-9.64999999999998,4.29445885625839,19,-2.24708172158568,1
"41","NR0 F order1 - PR6 F order2",-13.6833333333333,3.84572544616454,19,-3.5580629779435,1
"42","NR0 F order1 - NR0 M order2",-5.19166666666667,3.33424576936858,19,-1.55707378093182,1
"43","NR0 F order1 - NR1 M order2",-3.16666666666667,4.284661507811,19,-0.739070440195519,1
"44","NR0 F order1 - NR2 M order2",-2.43333333333333,3.86433038203186,19,-0.629690811284589,1
