Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
1268,NR2 M Order1 - PR3 F Order2,-6.833333333,18.1168559,19,-0.377180973,1.0,,"t(19) = -0.377, p = 1.000e+00"
1269,NR2 M Order1 - PR4 F Order2,-20.66666667,18.97029842,19,-1.089422328,1.0,,"t(19) = -1.089, p = 1.000e+00"
1270,NR2 M Order1 - PR5 F Order2,-36.83333333,18.64266941,19,-1.975754251,0.996825032,,"t(19) = -1.976, p = 9.968e-01"
1271,NR2 M Order1 - PR6 F Order2,0.666666667,18.39558013,19,0.036240589,1.0,,"t(19) = 0.036, p = 1.000e+00"
1272,NR2 M Order1 - G0 M Order2,-74.66666667,28.01670346,19,-2.66507681,0.879125622,,"t(19) = -2.665, p = 8.791e-01"
1273,NR2 M Order1 - G1 M Order2,-66.5,18.00972772,19,-3.692448939,0.343296553,,"t(19) = -3.692, p = 3.433e-01"
1274,NR2 M Order1 - G2 M Order2,18.33333333,22.86634827,19,0.801760435,1.0,,"t(19) = 0.802, p = 1.000e+00"
1275,NR2 M Order1 - NR0 M Order2,-73.66666667,18.41289753,19,-4.000818804,0.220594891,,"t(19) = -4.001, p = 2.206e-01"
1276,NR2 M Order1 - NR1 M Order2,-54.0,19.64085431,19,-2.749371242,0.844842832,,"t(19) = -2.749, p = 8.448e-01"
1277,NR2 M Order1 - NR2 M Order2,-34.16666667,16.25651466,19,-2.101721517,0.991778952,,"t(19) = -2.102, p = 9.918e-01"
1278,NR2 M Order1 - NR3 M Order2,-30.5,16.74026731,19,-1.82195418,0.999232791,,"t(19) = -1.822, p = 9.992e-01"
1279,NR2 M Order1 - NR4 M Order2,-29.16666667,16.76802513,19,-1.739421694,0.999689255,,"t(19) = -1.739, p = 9.997e-01"
1280,NR2 M Order1 - NR5 M Order2,-17.66666667,18.49659365,19,-0.95513082,1.0,,"t(19) = -0.955, p = 1.000e+00"
1281,NR2 M Order1 - NR6 M Order2,-13.33333333,16.62220385,19,-0.802139924,1.0,,"t(19) = -0.802, p = 1.000e+00"
1282,NR2 M Order1 - PR0 M Order2,29.0,16.61080991,19,1.745851055,0.999665248,,"t(19) = 1.746, p = 9.997e-01"
1283,NR2 M Order1 - PR1 M Order2,36.83333333,18.48089736,19,1.993048964,0.996344488,,"t(19) = 1.993, p = 9.963e-01"
1284,NR2 M Order1 - PR2 M Order2,7.833333333,18.44471746,19,0.424692509,1.0,,"t(19) = 0.425, p = 1.000e+00"
1285,NR2 M Order1 - PR3 M Order2,-11.83333333,18.1168559,19,-0.65316705,1.0,,"t(19) = -0.653, p = 1.000e+00"
1286,NR2 M Order1 - PR4 M Order2,-45.16666667,18.97029842,19,-2.380914926,0.959555493,,"t(19) = -2.381, p = 9.596e-01"
1287,NR2 M Order1 - PR5 M Order2,-50.66666667,18.64266941,19,-2.717779603,0.858217455,,"t(19) = -2.718, p = 8.582e-01"
1288,NR2 M Order1 - PR6 M Order2,-71.16666667,18.39558013,19,-3.86868292,0.268409596,,"t(19) = -3.869, p = 2.684e-01"
1289,NR3 M Order1 - NR4 M Order1,-1.333333333,7.604650009,19,-0.175331321,1.0,,"t(19) = -0.175, p = 1.000e+00"
1290,NR3 M Order1 - NR5 M Order1,-9.5,12.35151576,19,-0.76913637,1.0,,"t(19) = -0.769, p = 1.000e+00"
1291,NR3 M Order1 - NR6 M Order1,-7.666666667,11.09619027,19,-0.69092783,1.0,,"t(19) = -0.691, p = 1.000e+00"
1292,NR3 M Order1 - PR0 M Order1,38.5,18.17502624,19,2.118291302,0.990795677,,"t(19) = 2.118, p = 9.908e-01"
1293,NR3 M Order1 - PR1 M Order1,23.5,20.54384841,19,1.143894733,1.0,,"t(19) = 1.144, p = 1.000e+00"
1294,NR3 M Order1 - PR2 M Order1,-8.833333333,18.66448139,19,-0.473269691,1.0,,"t(19) = -0.473, p = 1.000e+00"
1295,NR3 M Order1 - PR3 M Order1,-17.16666667,14.31828055,19,-1.198933532,1.0,,"t(19) = -1.199, p = 1.000e+00"
1296,NR3 M Order1 - PR4 M Order1,-24.5,15.13481328,19,-1.618784424,0.999933177,,"t(19) = -1.619, p = 9.999e-01"
1297,NR3 M Order1 - PR5 M Order1,-21.66666667,16.18161725,19,-1.338967937,0.999999491,,"t(19) = -1.339, p = 1.000e+00"
1298,NR3 M Order1 - PR6 M Order1,-12.16666667,13.41215735,19,-0.907137185,1.0,,"t(19) = -0.907, p = 1.000e+00"
1299,NR3 M Order1 - G0 F Order2,-31.5,28.30014052,19,-1.113068678,1.0,,"t(19) = -1.113, p = 1.000e+00"
1300,NR3 M Order1 - G1 F Order2,-35.33333333,18.4475628,19,-1.91533883,0.998113673,,"t(19) = -1.915, p = 9.981e-01"
1301,NR3 M Order1 - G2 F Order2,-17.0,23.21275864,19,-0.732355868,1.0,,"t(19) = -0.732, p = 1.000e+00"
1302,NR3 M Order1 - NR0 F Order2,-24.83333333,18.84136609,19,-1.318021911,0.999999678,,"t(19) = -1.318, p = 1.000e+00"
1303,NR3 M Order1 - NR1 F Order2,-50.0,20.04308955,19,-2.494625386,0.933940784,,"t(19) = -2.495, p = 9.339e-01"
1304,NR3 M Order1 - NR2 F Order2,-13.0,16.74026731,19,-0.776570634,1.0,,"t(19) = -0.777, p = 1.000e+00"
1305,NR3 M Order1 - NR3 F Order2,3.0,17.21042796,19,0.174312923,1.0,,"t(19) = 0.174, p = 1.000e+00"
1306,NR3 M Order1 - NR4 F Order2,18.83333333,17.23742868,19,1.092583684,1.0,,"t(19) = 1.093, p = 1.000e+00"
1307,NR3 M Order1 - NR5 F Order2,-31.5,18.92316721,19,-1.664626204,0.999876161,,"t(19) = -1.665, p = 9.999e-01"
1308,NR3 M Order1 - NR6 F Order2,-28.33333333,17.09561176,19,-1.657345389,0.999887403,,"t(19) = -1.657, p = 9.999e-01"
1309,NR3 M Order1 - PR0 F Order2,50.0,17.08453355,19,2.926623654,0.759611651,,"t(19) = 2.927, p = 7.596e-01"
1310,NR3 M Order1 - PR1 F Order2,24.16666667,18.90782505,19,1.278130436,1.0,,"t(19) = 1.278, p = 1.000e+00"
1311,NR3 M Order1 - PR2 F Order2,-33.0,18.87246362,19,-1.748579341,0.999654582,,"t(19) = -1.749, p = 9.997e-01"
1312,NR3 M Order1 - PR3 F Order2,-13.66666667,18.55216291,19,-0.736661635,1.0,,"t(19) = -0.737, p = 1.000e+00"
1313,NR3 M Order1 - PR4 F Order2,-27.5,19.38645153,19,-1.418516429,0.999997451,,"t(19) = -1.419, p = 1.000e+00"
1314,NR3 M Order1 - PR5 F Order2,-43.66666667,19.06597502,19,-2.290292871,0.974228071,,"t(19) = -2.290, p = 9.742e-01"
1315,NR3 M Order1 - PR6 F Order2,-6.166666667,18.82444286,19,-0.32758827,1.0,,"t(19) = -0.328, p = 1.000e+00"
1316,NR3 M Order1 - G0 M Order2,-81.5,28.30014052,19,-2.879844358,0.783601335,,"t(19) = -2.880, p = 7.836e-01"
1317,NR3 M Order1 - G1 M Order2,-73.33333333,18.4475628,19,-3.975231533,0.229300767,,"t(19) = -3.975, p = 2.293e-01"
1318,NR3 M Order1 - G2 M Order2,11.5,23.21275864,19,0.495417205,1.0,,"t(19) = 0.495, p = 1.000e+00"
1319,NR3 M Order1 - NR0 M Order2,-80.5,18.84136609,19,-4.27251398,0.143547196,,"t(19) = -4.273, p = 1.435e-01"
1320,NR3 M Order1 - NR1 M Order2,-60.83333333,20.04308955,19,-3.035127553,0.700886359,,"t(19) = -3.035, p = 7.009e-01"
1321,NR3 M Order1 - NR2 M Order2,-41.0,16.74026731,19,-2.449184307,0.945196579,,"t(19) = -2.449, p = 9.452e-01"
1322,NR3 M Order1 - NR3 M Order2,-37.33333333,17.21042796,19,-2.169227484,0.987181482,,"t(19) = -2.169, p = 9.872e-01"
1323,NR3 M Order1 - NR4 M Order2,-36.0,17.23742868,19,-2.088478547,0.992503139,,"t(19) = -2.088, p = 9.925e-01"
1324,NR3 M Order1 - NR5 M Order2,-24.5,18.92316721,19,-1.29470927,1.0,,"t(19) = -1.295, p = 1.000e+00"
1325,NR3 M Order1 - NR6 M Order2,-20.16666667,17.09561176,19,-1.179639954,1.0,,"t(19) = -1.180, p = 1.000e+00"
1326,NR3 M Order1 - PR0 M Order2,22.16666667,17.08453355,19,1.29746982,1.0,,"t(19) = 1.297, p = 1.000e+00"
1327,NR3 M Order1 - PR1 M Order2,30.0,18.90782505,19,1.586644679,0.999957763,,"t(19) = 1.587, p = 1.000e+00"
1328,NR3 M Order1 - PR2 M Order2,1.0,18.87246362,19,0.052987253,1.0,,"t(19) = 0.053, p = 1.000e+00"
1329,NR3 M Order1 - PR3 M Order2,-18.66666667,18.55216291,19,-1.00617199,1.0,,"t(19) = -1.006, p = 1.000e+00"
1330,NR3 M Order1 - PR4 M Order2,-52.0,19.38645153,19,-2.682285612,0.872496413,,"t(19) = -2.682, p = 8.725e-01"
1331,NR3 M Order1 - PR5 M Order2,-57.5,19.06597502,19,-3.015843666,0.711582938,,"t(19) = -3.016, p = 7.116e-01"
1332,NR3 M Order1 - PR6 M Order2,-78.0,18.82444286,19,-4.143548925,0.176731438,,"t(19) = -4.144, p = 1.767e-01"
1333,NR4 M Order1 - NR5 M Order1,-8.166666667,10.01002422,19,-0.815848842,1.0,,"t(19) = -0.816, p = 1.000e+00"
1334,NR4 M Order1 - NR6 M Order1,-6.333333333,9.539300059,19,-0.66392013,1.0,,"t(19) = -0.664, p = 1.000e+00"
1335,NR4 M Order1 - PR0 M Order1,39.83333333,18.55000355,19,2.147349095,0.988848993,,"t(19) = 2.147, p = 9.888e-01"
1336,NR4 M Order1 - PR1 M Order1,24.83333333,20.83800649,19,1.19173268,1.0,,"t(19) = 1.192, p = 1.000e+00"
1337,NR4 M Order1 - PR2 M Order1,-7.5,18.79416047,19,-0.399060124,1.0,,"t(19) = -0.399, p = 1.000e+00"
1338,NR4 M Order1 - PR3 M Order1,-15.83333333,15.11791857,19,-1.047322305,1.0,,"t(19) = -1.047, p = 1.000e+00"
1339,NR4 M Order1 - PR4 M Order1,-23.16666667,15.40988708,19,-1.503363817,0.999988479,,"t(19) = -1.503, p = 1.000e+00"
1340,NR4 M Order1 - PR5 M Order1,-20.33333333,15.93823972,19,-1.275757781,1.0,,"t(19) = -1.276, p = 1.000e+00"
1341,NR4 M Order1 - PR6 M Order1,-10.83333333,14.64493006,19,-0.739732678,1.0,,"t(19) = -0.740, p = 1.000e+00"
1342,NR4 M Order1 - G0 F Order2,-30.16666667,28.31656883,19,-1.065336229,1.0,,"t(19) = -1.065, p = 1.000e+00"
1343,NR4 M Order1 - G1 F Order2,-34.0,18.47275535,19,-1.840548384,0.999073197,,"t(19) = -1.841, p = 9.991e-01"
1344,NR4 M Order1 - G2 F Order2,-15.66666667,23.23278461,19,-0.674334434,1.0,,"t(19) = -0.674, p = 1.000e+00"
1345,NR4 M Order1 - NR0 F Order2,-23.5,18.86603278,19,-1.245624889,1.0,,"t(19) = -1.246, p = 1.000e+00"
1346,NR4 M Order1 - NR1 F Order2,-48.66666667,20.06627907,19,-2.425296016,0.950562444,,"t(19) = -2.425, p = 9.506e-01"
1347,NR4 M Order1 - NR2 F Order2,-11.66666667,16.76802513,19,-0.695768677,1.0,,"t(19) = -0.696, p = 1.000e+00"
1348,NR4 M Order1 - NR3 F Order2,4.333333333,17.23742868,19,0.251390936,1.0,,"t(19) = 0.251, p = 1.000e+00"
1349,NR4 M Order1 - NR4 F Order2,20.16666667,17.26438717,19,1.168107878,1.0,,"t(19) = 1.168, p = 1.000e+00"
1350,NR4 M Order1 - NR5 F Order2,-30.16666667,18.94772742,19,-1.592099464,0.99995427,,"t(19) = -1.592, p = 1.000e+00"
1351,NR4 M Order1 - NR6 F Order2,-27.0,17.12279354,19,-1.576845504,0.999963441,,"t(19) = -1.577, p = 1.000e+00"
1352,NR4 M Order1 - PR0 F Order2,51.33333333,17.11173292,19,2.999890986,0.720356789,,"t(19) = 3.000, p = 7.204e-01"
1353,NR4 M Order1 - PR1 F Order2,25.5,18.93240515,19,1.346897016,0.999999397,,"t(19) = 1.347, p = 1.000e+00"
1354,NR4 M Order1 - PR2 F Order2,-31.66666667,18.89708972,19,-1.675743045,0.999857079,,"t(19) = -1.676, p = 9.999e-01"
1355,NR4 M Order1 - PR3 F Order2,-12.33333333,18.57721361,19,-0.663895759,1.0,,"t(19) = -0.664, p = 1.000e+00"
1356,NR4 M Order1 - PR4 F Order2,-26.16666667,19.41042555,19,-1.348072797,0.999999381,,"t(19) = -1.348, p = 1.000e+00"
1357,NR4 M Order1 - PR5 F Order2,-42.33333333,19.0903515,19,-2.217525085,0.982819352,,"t(19) = -2.218, p = 9.828e-01"
1358,NR4 M Order1 - PR6 F Order2,-4.833333333,18.84913171,19,-0.256422068,1.0,,"t(19) = -0.256, p = 1.000e+00"
1359,NR4 M Order1 - G0 M Order2,-80.16666667,28.31656883,19,-2.831086886,0.807539824,,"t(19) = -2.831, p = 8.075e-01"
1360,NR4 M Order1 - G1 M Order2,-72.0,18.47275535,19,-3.897631872,0.257324214,,"t(19) = -3.898, p = 2.573e-01"
1361,NR4 M Order1 - G2 M Order2,12.83333333,23.23278461,19,0.552380334,1.0,,"t(19) = 0.552, p = 1.000e+00"
1362,NR4 M Order1 - NR0 M Order2,-79.16666667,18.86603278,19,-4.19625406,0.16246459,,"t(19) = -4.196, p = 1.625e-01"
1363,NR4 M Order1 - NR1 M Order2,-59.5,20.06627907,19,-2.965173553,0.739186936,,"t(19) = -2.965, p = 7.392e-01"
1364,NR4 M Order1 - NR2 M Order2,-39.66666667,16.76802513,19,-2.365613503,0.962370837,,"t(19) = -2.366, p = 9.624e-01"
1365,NR4 M Order1 - NR3 M Order2,-36.0,17.23742868,19,-2.088478547,0.992503139,,"t(19) = -2.088, p = 9.925e-01"
1366,NR4 M Order1 - NR4 M Order2,-34.66666667,17.26438717,19,-2.007987097,0.99588269,,"t(19) = -2.008, p = 9.959e-01"
1367,NR4 M Order1 - NR5 M Order2,-23.16666667,18.94772742,19,-1.222662019,1.0,,"t(19) = -1.223, p = 1.000e+00"
1368,NR4 M Order1 - NR6 M Order2,-18.83333333,17.12279354,19,-1.099898407,1.0,,"t(19) = -1.100, p = 1.000e+00"
1369,NR4 M Order1 - PR0 M Order2,23.5,17.11173292,19,1.373326717,0.999998953,,"t(19) = 1.373, p = 1.000e+00"
1370,NR4 M Order1 - PR1 M Order2,31.33333333,18.93240515,19,1.655010712,0.999890811,,"t(19) = 1.655, p = 9.999e-01"
1371,NR4 M Order1 - PR2 M Order2,2.333333333,18.89708972,19,0.123475803,1.0,,"t(19) = 0.123, p = 1.000e+00"
1372,NR4 M Order1 - PR3 M Order2,-17.33333333,18.57721361,19,-0.933042689,1.0,,"t(19) = -0.933, p = 1.000e+00"
1373,NR4 M Order1 - PR4 M Order2,-50.66666667,19.41042555,19,-2.610281086,0.898917536,,"t(19) = -2.610, p = 8.989e-01"
1374,NR4 M Order1 - PR5 M Order2,-56.16666667,19.0903515,19,-2.942149424,0.751451824,,"t(19) = -2.942, p = 7.515e-01"
1375,NR4 M Order1 - PR6 M Order2,-76.66666667,18.84913171,19,-4.067384528,0.199162026,,"t(19) = -4.067, p = 1.992e-01"
1376,NR5 M Order1 - NR6 M Order1,1.833333333,5.820261042,19,0.314991599,1.0,,"t(19) = 0.315, p = 1.000e+00"
1377,NR5 M Order1 - PR0 M Order1,48.0,19.21020227,19,2.498672285,0.932870632,,"t(19) = 2.499, p = 9.329e-01"
1378,NR5 M Order1 - PR1 M Order1,33.0,20.26033055,19,1.628798697,0.999923256,,"t(19) = 1.629, p = 9.999e-01"
1379,NR5 M Order1 - PR2 M Order1,0.666666667,20.00121341,19,0.033331311,1.0,,"t(19) = 0.033, p = 1.000e+00"
1380,NR5 M Order1 - PR3 M Order1,-7.666666667,18.67285298,19,-0.410578216,1.0,,"t(19) = -0.411, p = 1.000e+00"
1381,NR5 M Order1 - PR4 M Order1,-15.0,19.38219023,19,-0.773906345,1.0,,"t(19) = -0.774, p = 1.000e+00"
1382,NR5 M Order1 - PR5 M Order1,-12.16666667,21.03640676,19,-0.578362398,1.0,,"t(19) = -0.578, p = 1.000e+00"
1383,NR5 M Order1 - PR6 M Order1,-2.666666667,18.96260555,19,-0.140627651,1.0,,"t(19) = -0.141, p = 1.000e+00"
1384,NR5 M Order1 - G0 F Order2,-22.0,29.37320854,19,-0.748981847,1.0,,"t(19) = -0.749, p = 1.000e+00"
1385,NR5 M Order1 - G1 F Order2,-25.83333333,20.05492458,19,-1.288129169,1.0,,"t(19) = -1.288, p = 1.000e+00"
1386,NR5 M Order1 - G2 F Order2,-7.5,24.50958161,19,-0.306002776,1.0,,"t(19) = -0.306, p = 1.000e+00"
1387,NR5 M Order1 - NR0 F Order2,-15.33333333,20.4177497,19,-0.750980571,1.0,,"t(19) = -0.751, p = 1.000e+00"
1388,NR5 M Order1 - NR1 F Order2,-40.5,21.53167122,19,-1.88095014,0.998626427,,"t(19) = -1.881, p = 9.986e-01"
1389,NR5 M Order1 - NR2 F Order2,-3.5,18.49659365,19,-0.18922403,1.0,,"t(19) = -0.189, p = 1.000e+00"
1390,NR5 M Order1 - NR3 F Order2,12.5,18.92316721,19,0.660565954,1.0,,"t(19) = 0.661, p = 1.000e+00"
1391,NR5 M Order1 - NR4 F Order2,28.33333333,18.94772742,19,1.495342038,0.999989926,,"t(19) = 1.495, p = 1.000e+00"
1392,NR5 M Order1 - NR5 F Order2,-22.0,20.49325948,19,-1.073523712,1.0,,"t(19) = -1.074, p = 1.000e+00"
1393,NR5 M Order1 - NR6 F Order2,-18.83333333,18.81880359,19,-1.000772087,1.0,,"t(19) = -1.001, p = 1.000e+00"
1394,NR5 M Order1 - PR0 F Order2,59.5,18.80874035,19,3.163422903,0.627946321,,"t(19) = 3.163, p = 6.279e-01"
1395,NR5 M Order1 - PR1 F Order2,33.66666667,20.4790936,19,1.643952966,0.999905742,,"t(19) = 1.644, p = 9.999e-01"
1396,NR5 M Order1 - PR2 F Order2,-23.5,20.44644981,19,-1.149343784,1.0,,"t(19) = -1.149, p = 1.000e+00"
1397,NR5 M Order1 - PR3 F Order2,-4.166666667,20.15118298,19,-0.206770326,1.0,,"t(19) = -0.207, p = 1.000e+00"
1398,NR5 M Order1 - PR4 F Order2,-18.0,20.92180513,19,-0.860346413,1.0,,"t(19) = -0.860, p = 1.000e+00"
1399,NR5 M Order1 - PR5 F Order2,-34.16666667,20.62519892,19,-1.65654968,0.999888575,,"t(19) = -1.657, p = 9.999e-01"
1400,NR5 M Order1 - PR6 F Order2,3.333333333,20.4021341,19,0.163381601,1.0,,"t(19) = 0.163, p = 1.000e+00"
1401,NR5 M Order1 - G0 M Order2,-72.0,29.37320854,19,-2.451213319,0.944723497,,"t(19) = -2.451, p = 9.447e-01"
1402,NR5 M Order1 - G1 M Order2,-63.83333333,20.05492458,19,-3.182925624,0.616702947,,"t(19) = -3.183, p = 6.167e-01"
1403,NR5 M Order1 - G2 M Order2,21.0,24.50958161,19,0.856807772,1.0,,"t(19) = 0.857, p = 1.000e+00"
1404,NR5 M Order1 - NR0 M Order2,-71.0,20.4177497,19,-3.477366558,0.450741207,,"t(19) = -3.477, p = 4.507e-01"
1405,NR5 M Order1 - NR1 M Order2,-51.33333333,21.53167122,19,-2.384084951,0.958954253,,"t(19) = -2.384, p = 9.590e-01"
1406,NR5 M Order1 - NR2 M Order2,-31.5,18.49659365,19,-1.703016274,0.999798866,,"t(19) = -1.703, p = 9.998e-01"
1407,NR5 M Order1 - NR3 M Order2,-27.83333333,18.92316721,19,-1.470860191,0.999993381,,"t(19) = -1.471, p = 1.000e+00"
1408,NR5 M Order1 - NR4 M Order2,-26.5,18.94772742,19,-1.398584612,0.999998264,,"t(19) = -1.399, p = 1.000e+00"
1409,NR5 M Order1 - NR5 M Order2,-15.0,20.49325948,19,-0.731947986,1.0,,"t(19) = -0.732, p = 1.000e+00"
1410,NR5 M Order1 - NR6 M Order2,-10.66666667,18.81880359,19,-0.566808969,1.0,,"t(19) = -0.567, p = 1.000e+00"
1411,NR5 M Order1 - PR0 M Order2,31.66666667,18.80874035,19,1.68361443,0.99984204,,"t(19) = 1.684, p = 9.998e-01"
1412,NR5 M Order1 - PR1 M Order2,39.5,20.4790936,19,1.928796301,0.997873344,,"t(19) = 1.929, p = 9.979e-01"
1413,NR5 M Order1 - PR2 M Order2,10.5,20.44644981,19,0.513536584,1.0,,"t(19) = 0.514, p = 1.000e+00"
1414,NR5 M Order1 - PR3 M Order2,-9.166666667,20.15118298,19,-0.454894716,1.0,,"t(19) = -0.455, p = 1.000e+00"
1415,NR5 M Order1 - PR4 M Order2,-42.5,20.92180513,19,-2.031373476,0.995064595,,"t(19) = -2.031, p = 9.951e-01"
1416,NR5 M Order1 - PR5 M Order2,-48.0,20.62519892,19,-2.327250282,0.968813954,,"t(19) = -2.327, p = 9.688e-01"
1417,NR5 M Order1 - PR6 M Order2,-68.5,20.4021341,19,-3.3574919,0.51667517,,"t(19) = -3.357, p = 5.167e-01"
1418,NR6 M Order1 - PR0 M Order1,46.16666667,15.99196618,19,2.886866201,0.780060875,,"t(19) = 2.887, p = 7.801e-01"
1419,NR6 M Order1 - PR1 M Order1,31.16666667,17.5484209,19,1.776038246,0.99952964,,"t(19) = 1.776, p = 9.995e-01"
1420,NR6 M Order1 - PR2 M Order1,-1.166666667,17.14340956,19,-0.068053363,1.0,,"t(19) = -0.068, p = 1.000e+00"
1421,NR6 M Order1 - PR3 M Order1,-9.5,15.8864207,19,-0.597994991,1.0,,"t(19) = -0.598, p = 1.000e+00"
1422,NR6 M Order1 - PR4 M Order1,-16.83333333,17.05576509,19,-0.986958559,1.0,,"t(19) = -0.987, p = 1.000e+00"
1423,NR6 M Order1 - PR5 M Order1,-14.0,18.2296911,19,-0.767977906,1.0,,"t(19) = -0.768, p = 1.000e+00"
1424,NR6 M Order1 - PR6 M Order1,-4.5,17.3957967,19,-0.25868318,1.0,,"t(19) = -0.259, p = 1.000e+00"
1425,NR6 M Order1 - G0 F Order2,-23.83333333,28.23046341,19,-0.844241661,1.0,,"t(19) = -0.844, p = 1.000e+00"
1426,NR6 M Order1 - G1 F Order2,-27.66666667,18.34049302,19,-1.508501796,0.999987456,,"t(19) = -1.509, p = 1.000e+00"
1427,NR6 M Order1 - G2 F Order2,-9.333333333,23.12775983,19,-0.403555442,1.0,,"t(19) = -0.404, p = 1.000e+00"
1428,NR6 M Order1 - NR0 F Order2,-17.16666667,18.73654683,19,-0.916212941,1.0,,"t(19) = -0.916, p = 1.000e+00"
1429,NR6 M Order1 - NR1 F Order2,-42.33333333,19.94458698,19,-2.122547505,0.990528675,,"t(19) = -2.123, p = 9.905e-01"
1430,NR6 M Order1 - NR2 F Order2,-5.333333333,16.62220385,19,-0.32085597,1.0,,"t(19) = -0.321, p = 1.000e+00"
1431,NR6 M Order1 - NR3 F Order2,10.66666667,17.09561176,19,0.623941794,1.0,,"t(19) = 0.624, p = 1.000e+00"
1432,NR6 M Order1 - NR4 F Order2,26.5,17.12279354,19,1.547644661,0.999976533,,"t(19) = 1.548, p = 1.000e+00"
1433,NR6 M Order1 - NR5 F Order2,-23.83333333,18.81880359,19,-1.266463791,1.0,,"t(19) = -1.266, p = 1.000e+00"
1434,NR6 M Order1 - NR6 F Order2,-20.66666667,16.98001922,19,-1.217116801,1.0,,"t(19) = -1.217, p = 1.000e+00"
1435,NR6 M Order1 - PR0 F Order2,57.66666667,16.96886554,19,3.39838079,0.493814384,,"t(19) = 3.398, p = 4.938e-01"
1436,NR6 M Order1 - PR1 F Order2,31.83333333,18.80337627,19,1.692958375,0.999822391,,"t(19) = 1.693, p = 9.998e-01"
1437,NR6 M Order1 - PR2 F Order2,-25.33333333,18.76781804,19,-1.349828375,0.999999358,,"t(19) = -1.350, p = 1.000e+00"
1438,NR6 M Order1 - PR3 F Order2,-6.0,18.4457003,19,-0.325279057,1.0,,"t(19) = -0.325, p = 1.000e+00"
1439,NR6 M Order1 - PR4 F Order2,-19.83333333,19.28459525,19,-1.028454737,1.0,,"t(19) = -1.028, p = 1.000e+00"
1440,NR6 M Order1 - PR5 F Order2,-36.0,18.96239739,19,-1.898494123,0.998381962,,"t(19) = -1.898, p = 9.984e-01"
1441,NR6 M Order1 - PR6 F Order2,1.5,18.71952885,19,0.080130222,1.0,,"t(19) = 0.080, p = 1.000e+00"
1442,NR6 M Order1 - G0 M Order2,-73.83333333,28.23046341,19,-2.615378014,0.897162288,,"t(19) = -2.615, p = 8.972e-01"
1443,NR6 M Order1 - G1 M Order2,-65.66666667,18.34049302,19,-3.580419926,0.397252815,,"t(19) = -3.580, p = 3.973e-01"
1444,NR6 M Order1 - G2 M Order2,19.16666667,23.12775983,19,0.828729925,1.0,,"t(19) = 0.829, p = 1.000e+00"
1445,NR6 M Order1 - NR0 M Order2,-72.83333333,18.73654683,19,-3.887233544,0.261266374,,"t(19) = -3.887, p = 2.613e-01"
1446,NR6 M Order1 - NR1 M Order2,-53.16666667,19.94458698,19,-2.665719111,0.878881696,,"t(19) = -2.666, p = 8.789e-01"
1447,NR6 M Order1 - NR2 M Order2,-33.33333333,16.62220385,19,-2.00534981,0.995967522,,"t(19) = -2.005, p = 9.960e-01"
1448,NR6 M Order1 - NR3 M Order2,-29.66666667,17.09561176,19,-1.735338114,0.99970371,,"t(19) = -1.735, p = 9.997e-01"
1449,NR6 M Order1 - NR4 M Order2,-28.33333333,17.12279354,19,-1.654714418,0.999891236,,"t(19) = -1.655, p = 9.999e-01"
1450,NR6 M Order1 - NR5 M Order2,-16.83333333,18.81880359,19,-0.894495405,1.0,,"t(19) = -0.894, p = 1.000e+00"
1451,NR6 M Order1 - NR6 M Order2,-12.5,16.98001922,19,-0.736159355,1.0,,"t(19) = -0.736, p = 1.000e+00"
1452,NR6 M Order1 - PR0 M Order2,29.83333333,16.96886554,19,1.758121854,0.999614913,,"t(19) = 1.758, p = 9.996e-01"
1453,NR6 M Order1 - PR1 M Order2,37.66666667,18.80337627,19,2.00318635,0.996036039,,"t(19) = 2.003, p = 9.960e-01"
1454,NR6 M Order1 - PR2 M Order2,8.666666667,18.76781804,19,0.461783391,1.0,,"t(19) = 0.462, p = 1.000e+00"
1455,NR6 M Order1 - PR3 M Order2,-11.0,18.4457003,19,-0.596344938,1.0,,"t(19) = -0.596, p = 1.000e+00"
1456,NR6 M Order1 - PR4 M Order2,-44.33333333,19.28459525,19,-2.298898823,0.973034136,,"t(19) = -2.299, p = 9.730e-01"
1457,NR6 M Order1 - PR5 M Order2,-49.83333333,18.96239739,19,-2.628008069,0.892736551,,"t(19) = -2.628, p = 8.927e-01"
1458,NR6 M Order1 - PR6 M Order2,-70.33333333,18.71952885,19,-3.75721707,0.314309744,,"t(19) = -3.757, p = 3.143e-01"
1459,PR0 M Order1 - PR1 M Order1,-15.0,11.61761619,19,-1.291142672,1.0,,"t(19) = -1.291, p = 1.000e+00"
1460,PR0 M Order1 - PR2 M Order1,-47.33333333,13.18923227,19,-3.588786091,0.393064654,,"t(19) = -3.589, p = 3.931e-01"
1461,PR0 M Order1 - PR3 M Order1,-55.66666667,20.06093787,19,-2.774878574,0.833605031,,"t(19) = -2.775, p = 8.336e-01"
1462,PR0 M Order1 - PR4 M Order1,-63.0,21.11113727,19,-2.984206828,0.728910705,,"t(19) = -2.984, p = 7.289e-01"
1463,PR0 M Order1 - PR5 M Order1,-60.16666667,20.544496,19,-2.928602711,0.75857671,,"t(19) = -2.929, p = 7.586e-01"
1464,PR0 M Order1 - PR6 M Order1,-50.66666667,19.30453087,19,-2.624599738,0.89394156,,"t(19) = -2.625, p = 8.939e-01"
