Unnamed: 0,contrast,estimate,SE,df,t.ratio,p.value,Significance,Test Details
486,NR4 F Order1 - PR1 F Order2,46.56666667,19.70385423,19,2.363327811,0.962779159,,"t(19) = 2.363, p = 9.628e-01"
487,NR4 F Order1 - PR2 F Order2,-10.6,19.66992391,19,-0.538893798,1.0,,"t(19) = -0.539, p = 1.000e+00"
488,NR4 F Order1 - PR3 F Order2,8.733333333,19.36281932,19,0.451036246,1.0,,"t(19) = 0.451, p = 1.000e+00"
489,NR4 F Order1 - PR4 F Order2,-5.1,20.16359408,19,-0.252931098,1.0,,"t(19) = -0.253, p = 1.000e+00"
490,NR4 F Order1 - PR5 F Order2,-21.26666667,19.85566486,19,-1.071062934,1.0,,"t(19) = -1.071, p = 1.000e+00"
491,NR4 F Order1 - PR6 F Order2,16.23333333,19.62385468,19,0.827224498,1.0,,"t(19) = 0.827, p = 1.000e+00"
492,NR4 F Order1 - G0 M Order2,-59.1,28.83806472,19,-2.049374692,0.994348682,,"t(19) = -2.049, p = 9.943e-01"
493,NR4 F Order1 - G1 M Order2,-50.93333333,19.26262175,19,-2.64415374,0.886921491,,"t(19) = -2.644, p = 8.869e-01"
494,NR4 F Order1 - G2 M Order2,33.9,23.86562773,19,1.420452895,0.999997355,,"t(19) = 1.420, p = 1.000e+00"
495,NR4 F Order1 - NR0 M Order2,-58.1,19.64008909,19,-2.958235054,0.742902876,,"t(19) = -2.958, p = 7.429e-01"
496,NR4 F Order1 - NR1 M Order2,-38.43333333,20.79570778,19,-1.848137786,0.999000338,,"t(19) = -1.848, p = 9.990e-01"
497,NR4 F Order1 - NR2 M Order2,-18.6,17.63441445,19,-1.054755748,1.0,,"t(19) = -1.055, p = 1.000e+00"
498,NR4 F Order1 - NR3 M Order2,-14.93333333,18.08133993,19,-0.825897494,1.0,,"t(19) = -0.826, p = 1.000e+00"
499,NR4 F Order1 - NR4 M Order2,-13.6,18.10704202,19,-0.751088995,1.0,,"t(19) = -0.751, p = 1.000e+00"
500,NR4 F Order1 - NR5 M Order2,-2.1,19.71857705,19,-0.106498557,1.0,,"t(19) = -0.106, p = 1.000e+00"
501,NR4 F Order1 - NR6 M Order2,2.233333333,17.9720885,19,0.124266767,1.0,,"t(19) = 0.124, p = 1.000e+00"
502,NR4 F Order1 - PR0 M Order2,44.56666667,17.96155088,19,2.481225979,0.937404564,,"t(19) = 2.481, p = 9.374e-01"
503,NR4 F Order1 - PR1 M Order2,52.4,19.70385423,19,2.659378181,0.88127781,,"t(19) = 2.659, p = 8.813e-01"
504,NR4 F Order1 - PR2 M Order2,23.4,19.66992391,19,1.189633479,1.0,,"t(19) = 1.190, p = 1.000e+00"
505,NR4 F Order1 - PR3 M Order2,3.733333333,19.36281932,19,0.192809388,1.0,,"t(19) = 0.193, p = 1.000e+00"
506,NR4 F Order1 - PR4 M Order2,-29.6,20.16359408,19,-1.467992258,0.999993706,,"t(19) = -1.468, p = 1.000e+00"
507,NR4 F Order1 - PR5 M Order2,-35.1,19.85566486,19,-1.767757476,0.999570895,,"t(19) = -1.768, p = 9.996e-01"
508,NR4 F Order1 - PR6 M Order2,-55.6,19.62385468,19,-2.83328637,0.806485369,,"t(19) = -2.833, p = 8.065e-01"
509,NR5 F Order1 - NR6 F Order1,18.8,6.375776526,19,2.948660437,0.748002761,,"t(19) = 2.949, p = 7.480e-01"
510,NR5 F Order1 - PR0 F Order1,46.2,21.04372224,19,2.195429092,0.984936907,,"t(19) = 2.195, p = 9.849e-01"
511,NR5 F Order1 - PR1 F Order1,-9.0,22.19408013,19,-0.40551354,1.0,,"t(19) = -0.406, p = 1.000e+00"
512,NR5 F Order1 - PR2 F Order1,9.4,21.91023153,19,0.429023308,1.0,,"t(19) = 0.429, p = 1.000e+00"
513,NR5 F Order1 - PR3 F Order1,20.0,20.45508559,19,0.977751959,1.0,,"t(19) = 0.978, p = 1.000e+00"
514,NR5 F Order1 - PR4 F Order1,13.8,21.23212561,19,0.649958476,1.0,,"t(19) = 0.650, p = 1.000e+00"
515,NR5 F Order1 - PR5 F Order1,-18.2,23.04422902,19,-0.789785589,1.0,,"t(19) = -0.790, p = 1.000e+00"
516,NR5 F Order1 - PR6 F Order1,-14.0,20.77249362,19,-0.673968193,1.0,,"t(19) = -0.674, p = 1.000e+00"
517,NR5 F Order1 - G0 M Order1,-65.16666667,30.07960685,19,-2.166473351,0.987401439,,"t(19) = -2.166, p = 9.874e-01"
518,NR5 F Order1 - G1 M Order1,-28.16666667,21.07599033,19,-1.336433839,0.999999518,,"t(19) = -1.336, p = 1.000e+00"
519,NR5 F Order1 - G2 M Order1,-4.833333333,25.35186303,19,-0.190650026,1.0,,"t(19) = -0.191, p = 1.000e+00"
520,NR5 F Order1 - NR0 M Order1,27.0,21.42152822,19,1.260414277,1.0,,"t(19) = 1.260, p = 1.000e+00"
521,NR5 F Order1 - NR1 M Order1,19.33333333,22.48577848,19,0.859802713,1.0,,"t(19) = 0.860, p = 1.000e+00"
522,NR5 F Order1 - NR2 M Order1,12.16666667,19.59901388,19,0.620779532,1.0,,"t(19) = 0.621, p = 1.000e+00"
523,NR5 F Order1 - NR3 M Order1,19.0,20.00209053,19,0.94990071,1.0,,"t(19) = 0.950, p = 1.000e+00"
524,NR5 F Order1 - NR4 M Order1,17.66666667,20.02532753,19,0.882216116,1.0,,"t(19) = 0.882, p = 1.000e+00"
525,NR5 F Order1 - NR5 M Order1,9.5,21.49351187,19,0.441993847,1.0,,"t(19) = 0.442, p = 1.000e+00"
526,NR5 F Order1 - NR6 M Order1,11.33333333,19.90338506,19,0.569417378,1.0,,"t(19) = 0.569, p = 1.000e+00"
527,NR5 F Order1 - PR0 M Order1,57.5,19.89387046,19,2.89033751,0.77830243,,"t(19) = 2.890, p = 7.783e-01"
528,NR5 F Order1 - PR1 M Order1,42.5,21.48000566,19,1.978584208,0.996750183,,"t(19) = 1.979, p = 9.968e-01"
529,NR5 F Order1 - PR2 M Order1,10.16666667,21.44888525,19,0.473995107,1.0,,"t(19) = 0.474, p = 1.000e+00"
530,NR5 F Order1 - PR3 M Order1,1.833333333,21.167606,19,0.08661033,1.0,,"t(19) = 0.087, p = 1.000e+00"
531,NR5 F Order1 - PR4 M Order1,-5.5,21.90249525,19,-0.251112941,1.0,,"t(19) = -0.251, p = 1.000e+00"
532,NR5 F Order1 - PR5 M Order1,-2.666666667,21.61934779,19,-0.123346305,1.0,,"t(19) = -0.123, p = 1.000e+00"
533,NR5 F Order1 - PR6 M Order1,6.833333333,21.40664487,19,0.319215523,1.0,,"t(19) = 0.319, p = 1.000e+00"
534,NR5 F Order1 - G0 F Order2,-12.5,30.07960685,19,-0.415563942,1.0,,"t(19) = -0.416, p = 1.000e+00"
535,NR5 F Order1 - G1 F Order2,-16.33333333,21.07599033,19,-0.774973469,1.0,,"t(19) = -0.775, p = 1.000e+00"
536,NR5 F Order1 - G2 F Order2,2.0,25.35186303,19,0.078889666,1.0,,"t(19) = 0.079, p = 1.000e+00"
537,NR5 F Order1 - NR0 F Order2,-5.833333333,21.42152822,19,-0.272311726,1.0,,"t(19) = -0.272, p = 1.000e+00"
538,NR5 F Order1 - NR1 F Order2,-31.0,22.48577848,19,-1.378649177,0.999998833,,"t(19) = -1.379, p = 1.000e+00"
539,NR5 F Order1 - NR2 F Order2,6.0,19.59901388,19,0.306137851,1.0,,"t(19) = 0.306, p = 1.000e+00"
540,NR5 F Order1 - NR3 F Order2,22.0,20.00209053,19,1.099885033,1.0,,"t(19) = 1.100, p = 1.000e+00"
541,NR5 F Order1 - NR4 F Order2,37.83333333,20.02532753,19,1.889274134,0.998514652,,"t(19) = 1.889, p = 9.985e-01"
542,NR5 F Order1 - NR5 F Order2,-12.5,21.49351187,19,-0.581570851,1.0,,"t(19) = -0.582, p = 1.000e+00"
543,NR5 F Order1 - NR6 F Order2,-9.333333333,19.90338506,19,-0.468931958,1.0,,"t(19) = -0.469, p = 1.000e+00"
544,NR5 F Order1 - PR0 F Order2,69.0,19.89387046,19,3.468405011,0.455546121,,"t(19) = 3.468, p = 4.555e-01"
545,NR5 F Order1 - PR1 F Order2,43.16666667,21.48000566,19,2.009620823,0.995829409,,"t(19) = 2.010, p = 9.958e-01"
546,NR5 F Order1 - PR2 F Order2,-14.0,21.44888525,19,-0.652714574,1.0,,"t(19) = -0.653, p = 1.000e+00"
547,NR5 F Order1 - PR3 F Order2,5.333333333,21.167606,19,0.251957323,1.0,,"t(19) = 0.252, p = 1.000e+00"
548,NR5 F Order1 - PR4 F Order2,-8.5,21.90249525,19,-0.388083636,1.0,,"t(19) = -0.388, p = 1.000e+00"
549,NR5 F Order1 - PR5 F Order2,-24.66666667,21.61934779,19,-1.140953321,1.0,,"t(19) = -1.141, p = 1.000e+00"
550,NR5 F Order1 - PR6 F Order2,12.83333333,21.40664487,19,0.599502323,1.0,,"t(19) = 0.600, p = 1.000e+00"
551,NR5 F Order1 - G0 M Order2,-62.5,30.07960685,19,-2.07781971,0.993048204,,"t(19) = -2.078, p = 9.930e-01"
552,NR5 F Order1 - G1 M Order2,-54.33333333,21.07599033,19,-2.577972967,0.909629284,,"t(19) = -2.578, p = 9.096e-01"
553,NR5 F Order1 - G2 M Order2,30.5,25.35186303,19,1.203067402,1.0,,"t(19) = 1.203, p = 1.000e+00"
554,NR5 F Order1 - NR0 M Order2,-61.5,21.42152822,19,-2.87094363,0.788056694,,"t(19) = -2.871, p = 7.881e-01"
555,NR5 F Order1 - NR1 M Order2,-41.83333333,22.48577848,19,-1.86043518,0.998871912,,"t(19) = -1.860, p = 9.989e-01"
556,NR5 F Order1 - NR2 M Order2,-22.0,19.59901388,19,-1.122505455,1.0,,"t(19) = -1.123, p = 1.000e+00"
557,NR5 F Order1 - NR3 M Order2,-18.33333333,20.00209053,19,-0.916570861,1.0,,"t(19) = -0.917, p = 1.000e+00"
558,NR5 F Order1 - NR4 M Order2,-17.0,20.02532753,19,-0.848924941,1.0,,"t(19) = -0.849, p = 1.000e+00"
559,NR5 F Order1 - NR5 M Order2,-5.5,21.49351187,19,-0.255891175,1.0,,"t(19) = -0.256, p = 1.000e+00"
560,NR5 F Order1 - NR6 M Order2,-1.166666667,19.90338506,19,-0.058616495,1.0,,"t(19) = -0.059, p = 1.000e+00"
561,NR5 F Order1 - PR0 M Order2,41.16666667,19.89387046,19,2.069314101,0.993459967,,"t(19) = 2.069, p = 9.935e-01"
562,NR5 F Order1 - PR1 M Order2,49.0,21.48000566,19,2.281191205,0.975447949,,"t(19) = 2.281, p = 9.754e-01"
563,NR5 F Order1 - PR2 M Order2,20.0,21.44888525,19,0.932449392,1.0,,"t(19) = 0.932, p = 1.000e+00"
564,NR5 F Order1 - PR3 M Order2,0.333333333,21.167606,19,0.015747333,1.0,,"t(19) = 0.016, p = 1.000e+00"
565,NR5 F Order1 - PR4 M Order2,-33.0,21.90249525,19,-1.506677647,0.999987828,,"t(19) = -1.507, p = 1.000e+00"
566,NR5 F Order1 - PR5 M Order2,-38.5,21.61934779,19,-1.780812279,0.999504327,,"t(19) = -1.781, p = 9.995e-01"
567,NR5 F Order1 - PR6 M Order2,-59.0,21.40664487,19,-2.756153539,0.841892306,,"t(19) = -2.756, p = 8.419e-01"
568,NR6 F Order1 - PR0 F Order1,27.4,17.51832124,19,1.56407681,0.99996981,,"t(19) = 1.564, p = 1.000e+00"
569,NR6 F Order1 - PR1 F Order1,-27.8,19.22333195,19,-1.446159286,0.999995739,,"t(19) = -1.446, p = 1.000e+00"
570,NR6 F Order1 - PR2 F Order1,-9.4,18.77966425,19,-0.50054143,1.0,,"t(19) = -0.501, p = 1.000e+00"
571,NR6 F Order1 - PR3 F Order1,1.2,17.40270195,19,0.06895481,1.0,,"t(19) = 0.069, p = 1.000e+00"
572,NR6 F Order1 - PR4 F Order1,-5.0,18.68365455,19,-0.267613597,1.0,,"t(19) = -0.268, p = 1.000e+00"
573,NR6 F Order1 - PR5 F Order1,-37.0,19.96962606,19,-1.852813863,0.998953058,,"t(19) = -1.853, p = 9.990e-01"
574,NR6 F Order1 - PR6 F Order1,-32.8,19.05614051,19,-1.721229961,0.99974923,,"t(19) = -1.721, p = 9.997e-01"
575,NR6 F Order1 - G0 M Order1,-83.96666667,28.73658243,19,-2.921943376,0.762053011,,"t(19) = -2.922, p = 7.621e-01"
576,NR6 F Order1 - G1 M Order1,-46.96666667,19.11035817,19,-2.457654966,0.943203447,,"t(19) = -2.458, p = 9.432e-01"
577,NR6 F Order1 - G2 M Order1,-23.63333333,23.74290168,19,-0.995385217,1.0,,"t(19) = -0.995, p = 1.000e+00"
578,NR6 F Order1 - NR0 M Order1,8.2,19.49077455,19,0.420711859,1.0,,"t(19) = 0.421, p = 1.000e+00"
579,NR6 F Order1 - NR1 M Order1,0.533333333,20.65474897,19,0.025821342,1.0,,"t(19) = 0.026, p = 1.000e+00"
580,NR6 F Order1 - NR2 M Order1,-6.633333333,17.46796399,19,-0.379742787,1.0,,"t(19) = -0.380, p = 1.000e+00"
581,NR6 F Order1 - NR3 M Order1,0.2,17.91904146,19,0.011161311,1.0,,"t(19) = 0.011, p = 1.000e+00"
582,NR6 F Order1 - NR4 M Order1,-1.133333333,17.944976,19,-0.063156024,1.0,,"t(19) = -0.063, p = 1.000e+00"
583,NR6 F Order1 - NR5 M Order1,-9.3,19.56986136,19,-0.475220536,1.0,,"t(19) = -0.475, p = 1.000e+00"
584,NR6 F Order1 - NR6 M Order1,-7.466666667,17.8087944,19,-0.419268509,1.0,,"t(19) = -0.419, p = 1.000e+00"
585,NR6 F Order1 - PR0 M Order1,38.7,17.7981601,19,2.174382059,0.986761819,,"t(19) = 2.174, p = 9.868e-01"
586,NR6 F Order1 - PR1 M Order1,23.7,19.55502657,19,1.211964602,1.0,,"t(19) = 1.212, p = 1.000e+00"
587,NR6 F Order1 - PR2 M Order1,-8.633333333,19.52083757,19,-0.442262444,1.0,,"t(19) = -0.442, p = 1.000e+00"
588,NR6 F Order1 - PR3 M Order1,-16.96666667,19.2113499,19,-0.883158485,1.0,,"t(19) = -0.883, p = 1.000e+00"
589,NR6 F Order1 - PR4 M Order1,-24.3,20.01818472,19,-1.213896282,1.0,,"t(19) = -1.214, p = 1.000e+00"
590,NR6 F Order1 - PR5 M Order1,-21.46666667,19.70798366,19,-1.089237085,1.0,,"t(19) = -1.089, p = 1.000e+00"
591,NR6 F Order1 - PR6 M Order1,-11.96666667,19.47441567,19,-0.614481424,1.0,,"t(19) = -0.614, p = 1.000e+00"
592,NR6 F Order1 - G0 F Order2,-31.3,28.73658243,19,-1.089203982,1.0,,"t(19) = -1.089, p = 1.000e+00"
593,NR6 F Order1 - G1 F Order2,-35.13333333,19.11035817,19,-1.838444524,0.999092572,,"t(19) = -1.838, p = 9.991e-01"
594,NR6 F Order1 - G2 F Order2,-16.8,23.74290168,19,-0.7075799,1.0,,"t(19) = -0.708, p = 1.000e+00"
595,NR6 F Order1 - NR0 F Order2,-24.63333333,19.49077455,19,-1.263845789,1.0,,"t(19) = -1.264, p = 1.000e+00"
596,NR6 F Order1 - NR1 F Order2,-49.8,20.65474897,19,-2.411067792,0.953581947,,"t(19) = -2.411, p = 9.536e-01"
597,NR6 F Order1 - NR2 F Order2,-12.8,17.46796399,19,-0.732770001,1.0,,"t(19) = -0.733, p = 1.000e+00"
598,NR6 F Order1 - NR3 F Order2,3.2,17.91904146,19,0.178580981,1.0,,"t(19) = 0.179, p = 1.000e+00"
599,NR6 F Order1 - NR4 F Order2,19.03333333,17.944976,19,1.060649696,1.0,,"t(19) = 1.061, p = 1.000e+00"
600,NR6 F Order1 - NR5 F Order2,-31.3,19.56986136,19,-1.599398147,0.999949194,,"t(19) = -1.599, p = 9.999e-01"
601,NR6 F Order1 - NR6 F Order2,-28.13333333,17.8087944,19,-1.579743845,0.999961838,,"t(19) = -1.580, p = 1.000e+00"
602,NR6 F Order1 - PR0 F Order2,50.2,17.7981601,19,2.820516262,0.812572386,,"t(19) = 2.821, p = 8.126e-01"
603,NR6 F Order1 - PR1 F Order2,24.36666667,19.55502657,19,1.246056433,1.0,,"t(19) = 1.246, p = 1.000e+00"
604,NR6 F Order1 - PR2 F Order2,-32.8,19.52083757,19,-1.680255772,0.99984862,,"t(19) = -1.680, p = 9.998e-01"
605,NR6 F Order1 - PR3 F Order2,-13.46666667,19.2113499,19,-0.700974514,1.0,,"t(19) = -0.701, p = 1.000e+00"
606,NR6 F Order1 - PR4 F Order2,-27.3,20.01818472,19,-1.363760021,0.99999914,,"t(19) = -1.364, p = 1.000e+00"
607,NR6 F Order1 - PR5 F Order2,-43.46666667,19.70798366,19,-2.20553596,0.983994713,,"t(19) = -2.206, p = 9.840e-01"
608,NR6 F Order1 - PR6 F Order2,-5.966666667,19.47441567,19,-0.306384888,1.0,,"t(19) = -0.306, p = 1.000e+00"
609,NR6 F Order1 - G0 M Order2,-81.3,28.73658243,19,-2.829146444,0.808468016,,"t(19) = -2.829, p = 8.085e-01"
610,NR6 F Order1 - G1 M Order2,-73.13333333,19.11035817,19,-3.826894958,0.285019749,,"t(19) = -3.827, p = 2.850e-01"
611,NR6 F Order1 - G2 M Order2,11.7,23.74290168,19,0.492778859,1.0,,"t(19) = 0.493, p = 1.000e+00"
612,NR6 F Order1 - NR0 M Order2,-80.3,19.49077455,19,-4.119897842,0.183463222,,"t(19) = -4.120, p = 1.835e-01"
613,NR6 F Order1 - NR1 M Order2,-60.63333333,20.65474897,19,-2.935563798,0.754924304,,"t(19) = -2.936, p = 7.549e-01"
614,NR6 F Order1 - NR2 M Order2,-40.8,17.46796399,19,-2.335704379,0.967467959,,"t(19) = -2.336, p = 9.675e-01"
615,NR6 F Order1 - NR3 M Order2,-37.13333333,17.91904146,19,-2.072283466,0.993318506,,"t(19) = -2.072, p = 9.933e-01"
616,NR6 F Order1 - NR4 M Order2,-35.8,17.944976,19,-1.994987343,0.996287088,,"t(19) = -1.995, p = 9.963e-01"
617,NR6 F Order1 - NR5 M Order2,-24.3,19.56986136,19,-1.241705271,1.0,,"t(19) = -1.242, p = 1.000e+00"
618,NR6 F Order1 - NR6 M Order2,-19.96666667,17.8087944,19,-1.121168914,1.0,,"t(19) = -1.121, p = 1.000e+00"
619,NR6 F Order1 - PR0 M Order2,22.36666667,17.7981601,19,1.256684205,1.0,,"t(19) = 1.257, p = 1.000e+00"
620,NR6 F Order1 - PR1 M Order2,30.2,19.55502657,19,1.544359957,0.999977703,,"t(19) = 1.544, p = 1.000e+00"
621,NR6 F Order1 - PR2 M Order2,1.2,19.52083757,19,0.061472772,1.0,,"t(19) = 0.061, p = 1.000e+00"
622,NR6 F Order1 - PR3 M Order2,-18.46666667,19.2113499,19,-0.961237329,1.0,,"t(19) = -0.961, p = 1.000e+00"
623,NR6 F Order1 - PR4 M Order2,-51.8,20.01818472,19,-2.587647219,0.906497067,,"t(19) = -2.588, p = 9.065e-01"
624,NR6 F Order1 - PR5 M Order2,-57.3,19.70798366,19,-2.907451163,0.769556177,,"t(19) = -2.907, p = 7.696e-01"
625,NR6 F Order1 - PR6 M Order2,-77.8,19.47441567,19,-3.994985079,0.222556696,,"t(19) = -3.995, p = 2.226e-01"
626,PR0 F Order1 - PR1 F Order1,-55.2,12.7264609,19,-4.337419526,0.128966427,,"t(19) = -4.337, p = 1.290e-01"
627,PR0 F Order1 - PR2 F Order1,-36.8,14.44808006,19,-2.547051223,0.919207604,,"t(19) = -2.547, p = 9.192e-01"
628,PR0 F Order1 - PR3 F Order1,-26.2,21.97565639,19,-1.192228325,1.0,,"t(19) = -1.192, p = 1.000e+00"
629,PR0 F Order1 - PR4 F Order1,-32.4,23.1260922,19,-1.401014911,0.99999818,,"t(19) = -1.401, p = 1.000e+00"
630,PR0 F Order1 - PR5 F Order1,-64.4,22.50536778,19,-2.86153955,0.792723672,,"t(19) = -2.862, p = 7.927e-01"
631,PR0 F Order1 - PR6 F Order1,-60.2,21.14705404,19,-2.846732215,0.799985655,,"t(19) = -2.847, p = 8.000e-01"
632,PR0 F Order1 - G0 M Order1,-111.3666667,28.72867528,19,-3.876498501,0.265382818,,"t(19) = -3.876, p = 2.654e-01"
633,PR0 F Order1 - G1 M Order1,-74.36666667,19.098466,19,-3.893855489,0.25875076,,"t(19) = -3.894, p = 2.588e-01"
634,PR0 F Order1 - G2 M Order1,-51.03333333,23.73333087,19,-2.150281122,0.988635936,,"t(19) = -2.150, p = 9.886e-01"
635,PR0 F Order1 - NR0 M Order1,-19.2,19.47911462,19,-0.985671083,1.0,,"t(19) = -0.986, p = 1.000e+00"
636,PR0 F Order1 - NR1 M Order1,-26.86666667,20.64374649,19,-1.301443354,1.0,,"t(19) = -1.301, p = 1.000e+00"
637,PR0 F Order1 - NR2 M Order1,-34.03333333,17.45495288,19,-1.949780877,0.997447751,,"t(19) = -1.950, p = 9.974e-01"
638,PR0 F Order1 - NR3 M Order1,-27.2,17.90635811,19,-1.519013516,0.999985103,,"t(19) = -1.519, p = 1.000e+00"
639,PR0 F Order1 - NR4 M Order1,-28.53333333,17.932311,19,-1.591168775,0.999954884,,"t(19) = -1.591, p = 1.000e+00"
640,PR0 F Order1 - NR5 M Order1,-36.7,19.55824859,19,-1.876446137,0.99868388,,"t(19) = -1.876, p = 9.987e-01"
641,PR0 F Order1 - NR6 M Order1,-34.86666667,17.79603248,19,-1.959238202,0.997233974,,"t(19) = -1.959, p = 9.972e-01"
642,PR0 F Order1 - PR0 M Order1,11.3,17.78539055,19,0.63535293,1.0,,"t(19) = 0.635, p = 1.000e+00"
643,PR0 F Order1 - PR1 M Order1,-3.7,19.54340498,19,-0.189322178,1.0,,"t(19) = -0.189, p = 1.000e+00"
644,PR0 F Order1 - PR2 M Order1,-36.03333333,19.50919561,19,-1.846992262,0.999011639,,"t(19) = -1.847, p = 9.990e-01"
645,PR0 F Order1 - PR3 M Order1,-44.36666667,19.19952028,19,-2.310821626,0.971313719,,"t(19) = -2.311, p = 9.713e-01"
646,PR0 F Order1 - PR4 M Order1,-51.7,20.00683217,19,-2.584117244,0.907647434,,"t(19) = -2.584, p = 9.076e-01"
647,PR0 F Order1 - PR5 M Order1,-48.86666667,19.69645232,19,-2.480988245,0.937464919,,"t(19) = -2.481, p = 9.375e-01"
648,PR0 F Order1 - PR6 M Order1,-39.36666667,19.46274594,19,-2.022667654,0.995383338,,"t(19) = -2.023, p = 9.954e-01"
649,PR0 F Order1 - G0 F Order2,-58.7,28.72867528,19,-2.043254672,0.994600937,,"t(19) = -2.043, p = 9.946e-01"
650,PR0 F Order1 - G1 F Order2,-62.53333333,19.098466,19,-3.274259479,0.564055618,,"t(19) = -3.274, p = 5.641e-01"
651,PR0 F Order1 - G2 F Order2,-44.2,23.73333087,19,-1.862359744,0.998850594,,"t(19) = -1.862, p = 9.989e-01"
652,PR0 F Order1 - NR0 F Order2,-52.03333333,19.47911462,19,-2.671237084,0.876774919,,"t(19) = -2.671, p = 8.768e-01"
653,PR0 F Order1 - NR1 F Order2,-77.2,20.64374649,19,-3.739631275,0.322014338,,"t(19) = -3.740, p = 3.220e-01"
654,PR0 F Order1 - NR2 F Order2,-40.2,17.45495288,19,-2.303071241,0.972440906,,"t(19) = -2.303, p = 9.724e-01"
655,PR0 F Order1 - NR3 F Order2,-24.2,17.90635811,19,-1.351475261,0.999999335,,"t(19) = -1.351, p = 1.000e+00"
656,PR0 F Order1 - NR4 F Order2,-8.366666667,17.932311,19,-0.466569349,1.0,,"t(19) = -0.467, p = 1.000e+00"
657,PR0 F Order1 - NR5 F Order2,-58.7,19.55824859,19,-3.001291232,0.719589548,,"t(19) = -3.001, p = 7.196e-01"
658,PR0 F Order1 - NR6 F Order2,-55.53333333,17.79603248,19,-3.12054574,0.652574737,,"t(19) = -3.121, p = 6.526e-01"
659,PR0 F Order1 - PR0 F Order2,22.8,17.78539055,19,1.281951045,1.0,,"t(19) = 1.282, p = 1.000e+00"
660,PR0 F Order1 - PR1 F Order2,-3.033333333,19.54340498,19,-0.155210074,1.0,,"t(19) = -0.155, p = 1.000e+00"
661,PR0 F Order1 - PR2 F Order2,-60.2,19.50919561,19,-3.085724353,0.67242298,,"t(19) = -3.086, p = 6.724e-01"
662,PR0 F Order1 - PR3 F Order2,-40.86666667,19.19952028,19,-2.128525404,0.990143384,,"t(19) = -2.129, p = 9.901e-01"
663,PR0 F Order1 - PR4 F Order2,-54.7,20.00683217,19,-2.73406602,0.851399056,,"t(19) = -2.734, p = 8.514e-01"
664,PR0 F Order1 - PR5 F Order2,-70.86666667,19.69645232,19,-3.597940661,0.388510098,,"t(19) = -3.598, p = 3.885e-01"
665,PR0 F Order1 - PR6 F Order2,-33.36666667,19.46274594,19,-1.714386386,0.999769013,,"t(19) = -1.714, p = 9.998e-01"
666,PR0 F Order1 - G0 M Order2,-108.7,28.72867528,19,-3.783676028,0.30295377,,"t(19) = -3.784, p = 3.030e-01"
667,PR0 F Order1 - G1 M Order2,-100.5333333,19.098466,19,-5.263948075,0.024806664,*,"t(19) = -5.264, p = 2.481e-02"
668,PR0 F Order1 - G2 M Order2,-15.7,23.73333087,19,-0.661516923,1.0,,"t(19) = -0.662, p = 1.000e+00"
669,PR0 F Order1 - NR0 M Order2,-107.7,19.47911462,19,-5.52899873,0.015120674,*,"t(19) = -5.529, p = 1.512e-02"
670,PR0 F Order1 - NR1 M Order2,-88.03333333,20.64374649,19,-4.264406821,0.145464593,,"t(19) = -4.264, p = 1.455e-01"
671,PR0 F Order1 - NR2 M Order2,-68.2,17.45495288,19,-3.907200464,0.253735841,,"t(19) = -3.907, p = 2.537e-01"
672,PR0 F Order1 - NR3 M Order2,-64.53333333,17.90635811,19,-3.603934029,0.385544475,,"t(19) = -3.604, p = 3.855e-01"
673,PR0 F Order1 - NR4 M Order2,-63.2,17.932311,19,-3.524364484,0.425928472,,"t(19) = -3.524, p = 4.259e-01"
674,PR0 F Order1 - NR5 M Order2,-51.7,19.55824859,19,-2.643385975,0.88720199,,"t(19) = -2.643, p = 8.872e-01"
675,PR0 F Order1 - NR6 M Order2,-47.36666667,17.79603248,19,-2.661641955,0.880425434,,"t(19) = -2.662, p = 8.804e-01"
676,PR0 F Order1 - PR0 M Order2,-5.033333333,17.78539055,19,-0.283003813,1.0,,"t(19) = -0.283, p = 1.000e+00"
677,PR0 F Order1 - PR1 M Order2,2.8,19.54340498,19,0.143270838,1.0,,"t(19) = 0.143, p = 1.000e+00"
678,PR0 F Order1 - PR2 M Order2,-26.2,19.50919561,19,-1.342956446,0.999999445,,"t(19) = -1.343, p = 1.000e+00"
679,PR0 F Order1 - PR3 M Order2,-45.86666667,19.19952028,19,-2.388948578,0.958019679,,"t(19) = -2.389, p = 9.580e-01"
680,PR0 F Order1 - PR4 M Order2,-79.2,20.00683217,19,-3.958647693,0.235083968,,"t(19) = -3.959, p = 2.351e-01"
681,PR0 F Order1 - PR5 M Order2,-84.7,19.69645232,19,-4.300266801,0.137147042,,"t(19) = -4.300, p = 1.371e-01"
682,PR0 F Order1 - PR6 M Order2,-105.2,19.46274594,19,-5.405198235,0.019066575,*,"t(19) = -5.405, p = 1.907e-02"
683,PR1 F Order1 - PR2 F Order1,18.4,14.35686766,19,1.281616605,1.0,,"t(19) = 1.282, p = 1.000e+00"
684,PR1 F Order1 - PR3 F Order1,29.0,21.60689461,19,1.342164181,0.999999455,,"t(19) = 1.342, p = 1.000e+00"
685,PR1 F Order1 - PR4 F Order1,22.8,22.81784466,19,0.999217951,1.0,,"t(19) = 0.999, p = 1.000e+00"
686,PR1 F Order1 - PR5 F Order1,-9.2,24.1517062,19,-0.380925469,1.0,,"t(19) = -0.381, p = 1.000e+00"
687,PR1 F Order1 - PR6 F Order1,-5.0,22.22816295,19,-0.224939866,1.0,,"t(19) = -0.225, p = 1.000e+00"
