"","time_phase","Sex","Order","mean_value","sd_value","n"
"1","G0","F",1,20.8,10.4976187776086,5
"2","G0","F",2,17.8333333333333,5.81090928054007,6
"3","G0","M",1,24.3333333333333,9.41629792788369,6
"4","G0","M",2,31.6666666666667,14.9354165213651,6
"5","G1","F",1,9.4,8.53229160308062,5
"6","G1","F",2,17.6666666666667,11.7756811551038,6
"7","G1","M",1,12.1666666666667,7.25028735062733,6
"8","G1","M",2,16.3333333333333,5.8878405775519,6
"9","G2","F",1,7.8,6.61059755241536,5
"10","G2","F",2,6.5,4.18330013267038,6
"11","G2","M",1,10.1666666666667,5.41910201663215,6
"12","G2","M",2,12.5,8.33666600026653,6
"13","NR0","F",1,11.4,13.0115333454593,5
"14","NR0","F",2,13.5,5.68330889535313,6
"15","NR0","M",1,13.1666666666667,6.52431350156219,6
"16","NR0","M",2,14,5.17687164221791,6
"17","NR1","F",1,18,22.9455878111675,5
"18","NR1","F",2,14.5,6.02494813255683,6
"19","NR1","M",1,11.8333333333333,8.75023809199879,6
"20","NR1","M",2,16.3333333333333,4.92612085384298,6
"21","NR2","F",1,21,20.2607995893548,5
"22","NR2","F",2,11.6666666666667,5.16397779494322,6
"23","NR2","M",1,13.1666666666667,7.46770826068257,6
"24","NR2","M",2,12.5,2.81069386451104,6
"25","NR3","F",1,21.4,21.3728800118281,5
"26","NR3","F",2,9.16666666666667,6.08002192978501,6
"27","NR3","M",1,12.6666666666667,9.24481836850604,6
"28","NR3","M",2,13.5,3.33166624979154,6
"29","NR4","F",1,17.4,15.2249794745346,5
"30","NR4","F",2,12,7.34846922834953,6
"31","NR4","M",1,13.5,8.96102672688794,6
"32","NR4","M",2,13.6666666666667,2.87518115371304,6
"33","NR5","F",1,21.2,18.4715998224301,5
"34","NR5","F",2,14.1666666666667,7.90990939686838,6
"35","NR5","M",1,13.6666666666667,9.58471004604034,6
"36","NR5","M",2,9.33333333333333,2.87518115371304,6
"37","NR6","F",1,12.6,12.7788888405839,5
"38","NR6","F",2,10.1666666666667,6.6156380392723,6
"39","NR6","M",1,15,9.59166304662544,6
"40","NR6","M",2,11.1666666666667,3.86867763798777,6
"41","PR0","F",1,19.2,13.8636214604987,5
"42","PR0","F",2,26.3333333333333,8.2381227635103,6
"43","PR0","M",1,11.3333333333333,7.84006802691575,6
"44","PR0","M",2,21.3333333333333,8.6178110136314,6
"45","PR1","F",1,25,23.9582971014219,5
"46","PR1","F",2,37.8333333333333,17.8484359725626,6
"47","PR1","M",1,13.8333333333333,8.35264429187947,6
"48","PR1","M",2,34.6666666666667,8.57126983980009,6
"49","PR2","F",1,18.6,14.8761554173113,5
"50","PR2","F",2,40.6666666666667,16.0457678740117,6
"51","PR2","M",1,20.5,10.3489129863962,6
"52","PR2","M",2,37.8333333333333,9.06458309392477,6
"53","PR3","F",1,19.8,16.7690190530037,5
"54","PR3","F",2,36.5,9.00555384193554,6
"55","PR3","M",1,21.8333333333333,9.57949198374667,6
"56","PR3","M",2,38.5,14.4602904535144,6
"57","PR4","F",1,19.8,14.4118007202431,5
"58","PR4","F",2,30.5,6.50384501660364,6
"59","PR4","M",1,20.6666666666667,13.2010100623652,6
"60","PR4","M",2,35.6666666666667,16.008331164324,6
"61","PR5","F",1,22.8,15.9749804381727,5
"62","PR5","F",2,24.8333333333333,9.19601362910401,6
"63","PR5","M",1,17.1666666666667,10.8704492394136,6
"64","PR5","M",2,27.8333333333333,11.1967257118618,6
"65","PR6","F",1,25.2,21.6032404976661,5
"66","PR6","F",2,21.6666666666667,4.80277697448743,6
"67","PR6","M",1,14.6666666666667,11.2546286774228,6
"68","PR6","M",2,22.6666666666667,8.11582815655104,6
