"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",0.00757720399315565,-0.845662484404435,0.860816892390747,0.999999999999135,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",0.344920553881215,-0.508319134516377,1.19816024227881,0.894796024427703,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",-0.199436875550508,-1.0526765639481,0.653802812847083,0.994687219032317,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",0.39686031128816,-0.494319478259576,1.2880401008359,0.838856859898867,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",0.182486117687946,-0.670753570709645,1.03572580608554,0.996927156865979,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",0.681271845844713,-0.171967842552878,1.5345115342423,0.202597204137429,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",0.617465754653582,-0.235773933744009,1.47070544305117,0.309815602997632,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",0.337343349888059,-0.476188772658611,1.15087547243473,0.881874656078523,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",-0.207014079543663,-1.02054620209033,0.606518043003006,0.99114313921809,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",0.389283107295004,-0.463956581102587,1.2425227956926,0.821818877168702,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",0.174908913694791,-0.638623208851879,0.98844103624146,0.996825092271681,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",0.673694641851557,-0.139837480695112,1.48722676439823,0.168535242258593,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",0.609888550660427,-0.203643571886243,1.4234206732071,0.269058950145592,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",-0.544357429431722,-1.35788955197839,0.269174693114947,0.406300221651431,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",0.0519397574069451,-0.801299930990646,0.905179445804536,0.999999332237477,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-0.162434436193268,-0.975966558739938,0.651097686353401,0.998004511621579,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",0.336351291963498,-0.477180830583171,1.14988341451017,0.883432701115595,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",0.272545200772368,-0.540986921774302,1.08607732331904,0.958438278977407,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",0.596297186838668,-0.256942501558924,1.44953687523626,0.351968525841477,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",0.381922993238454,-0.431609129308215,1.19545511578512,0.800080311087204,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",0.88070872139522,0.067176598848551,1.69424084394189,0.0258833021487608,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",0.81690263020409,0.00337050765742075,1.63043475275076,0.0484244724701178,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-0.214374193600213,-1.0676138819978,0.638865494797378,0.991788614128084,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",0.284411534556553,-0.568828153841038,1.13765122295414,0.959525862472256,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",0.220605443365423,-0.632634245032168,1.07384513176301,0.990266808858143,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",0.498785728156766,-0.314746394389903,1.31231785070344,0.517282347401485,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",0.434979636965636,-0.378552485581033,1.24851175951231,0.67851039374257,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",-0.0638060911911302,-0.8773382137378,0.749726031355539,0.999996148191764,"M.2.PR-F.2.PR",""
