"","Factor","Sum.Sq","Df","F.value","Pr..F."
"Sex","Sex",0.235878036290668,1,3.09563045708965,0.0865524672523789
"Order","Order",0.0234730473628435,1,0.308057000472837,0.582127629243407
"Diet_Phase","Diet_Phase",1.5711566117302,1,20.6196402879,5.50750504312255e-05
"Sex:Order","Sex:Order",0.00461293343204572,1,0.060539495127774,0.806969475049297
"Sex:Diet_Phase","Sex:Diet_Phase",0.0753319861572632,1,0.988646481922173,0.326363029565901
"Order:Diet_Phase","Order:Diet_Phase",0.399391790963717,1,5.24156217281421,0.027698686439522
"Sex:Order:Diet_Phase","Sex:Order:Diet_Phase",0.000130635151918135,1,0.00171443751781102,0.967189210746953
"Residuals","Residuals",2.89548946597207,38,NA,NA
