"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",6.62639509915372,0.497533958588454,5
"2","F",1,"PR",6.15687486240812,0.692643344495628,5
"3","F",2,"NR",6.08444613286277,0.502633102578294,6
"4","F",2,"PR",5.9207508837816,0.190853847321795,6
"5","M",1,"NR",6.41312882473131,0.430622577395735,6
"6","M",1,"PR",6.57199926315885,0.318843045267876,6
"7","M",2,"NR",6.77120472984552,0.479109305563163,6
"8","M",2,"PR",6.11409079365465,0.241087265054543,6
