"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Order",1,21,197.428262213976,0.0241315879916179,0.000646966724785684,0.878034045532006
"time_phase",4.08736508915723,85.8346668723019,37.4351515922368,15.653607320235,0.245548196290158,8.96892986243141e-10
"Order:time_phase",4.08736508915723,85.8346668723019,37.4351515922368,5.29492445221862,0.099172696313861,0.000673247187400663
