"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",0.060108175798428,-0.323175447426089,0.443391799022945,0.999580815415019,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",0.0361839607746212,-0.347099662449896,0.419467583999138,0.999986237954605,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",0.34468362353981,-0.0385999996847076,0.727967246764327,0.104867063462525,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",-0.0681173311096899,-0.468444019292475,0.332209357073095,0.999285243271756,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",-0.0702089219701902,-0.453492545194707,0.313074701254327,0.998848425208713,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",-0.293057470434122,-0.676341093658639,0.0902261527903949,0.247338761868284,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",-0.171156605309705,-0.554440228534222,0.212127017914812,0.836976103764957,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",-0.0239242150238068,-0.389370810838887,0.341522380791273,0.999998894670246,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",0.284575447741382,-0.0808711480736984,0.650022043556462,0.22792474537178,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",-0.128225506908118,-0.511509130132635,0.255058116316399,0.95874395724898,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",-0.130317097768618,-0.495763693583698,0.235129498046462,0.942646424547244,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",-0.35316564623255,-0.71861224204763,0.0122809495825298,0.0645483963030327,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",-0.231264781108133,-0.596711376923213,0.134181814706947,0.477233909038151,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",0.308499662765188,-0.0569469330498916,0.673946258580269,0.152019164149824,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",-0.104301291884311,-0.487584915108828,0.278982331340206,0.986868409790486,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-0.106392882744811,-0.471839478559892,0.259053713070269,0.980678407949199,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",-0.329241431208743,-0.694688027023824,0.0362051646063367,0.103675771076739,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",-0.207340566084326,-0.572787161899406,0.158106029730754,0.611874101257782,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",-0.4128009546495,-0.796084577874017,-0.0295173314249823,0.0270916028257636,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",-0.41489254551,-0.78033914132508,-0.0494459496949198,0.0166566352990924,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",-0.637741093973932,-1.00318768978901,-0.272294498158852,5.24597926241377e-05,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",-0.515840228849515,-0.881286824664595,-0.150393633034435,0.00136776130810468,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-0.00209159086050037,-0.385375214085018,0.381192032364017,1,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",-0.224940139324432,-0.60822376254895,0.158343483900085,0.571452815364543,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",-0.103039274200015,-0.486322897424532,0.280244349024502,0.987765232199367,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",-0.222848548463932,-0.588295144279012,0.142598047351148,0.524083461983386,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",-0.100947683339515,-0.466394279154595,0.264498912475565,0.985681041212101,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",0.121900865124417,-0.243545730690663,0.487347460939497,0.959374929025514,"M.2.PR-F.2.PR",""
