"","Factor","Sum.Sq","Df","F.value","Pr..F."
"sex","sex",0.183406960315015,1,4.70357939250946,0.0364253951810375
"order","order",0.000113732691741752,1,0.00291674178674746,0.957212633820748
"Diet_Phase","Diet_Phase",0.83376068266778,1,21.3822831944057,4.26392355211562e-05
"sex:order","sex:order",0.0990498578344565,1,2.54019187353055,0.119266325373347
"sex:Diet_Phase","sex:Diet_Phase",0.046450661883777,1,1.19125455015281,0.281948780492735
"order:Diet_Phase","order:Diet_Phase",0.304869100969181,1,7.81854744372059,0.00806746516972551
"sex:order:Diet_Phase","sex:order:Diet_Phase",0.0110536563637298,1,0.28347752012803,0.597530669932976
"Residuals","Residuals",1.48173633532573,38,NA,NA
