"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",0.610506887680364,0.294309039186979,5
"2","F",1,"PR",0.542389556570674,0.288379600064695,5
"3","F",2,"NR",0.646690848454985,0.232102123330498,6
"4","F",2,"PR",0.317449417246242,0.0769138002196433,6
"5","M",1,"NR",0.670615063478792,0.0847027654892069,6
"6","M",1,"PR",0.540297965710174,0.0780810675468616,6
"7","M",2,"NR",0.955190511220174,0.253771996625685,6
"8","M",2,"PR",0.439350282370659,0.151869079998926,6
