"","time_phase","Sex","Order","mean_value","sd_value","n"
"1","NR0","F",1,25.6,11.458621208505,5
"2","NR0","F",2,36.6666666666667,14.389811210251,6
"3","NR0","M",1,23.6666666666667,6.94742158406028,6
"4","NR0","M",2,21.5,12.4378454725889,6
"5","NR1","F",1,26.6,13.7404512298541,5
"6","NR1","F",2,38.6666666666667,13.5302131049983,6
"7","NR1","M",1,26.5,5.46808924579693,6
"8","NR1","M",2,21.3333333333333,9.45868207873944,6
"9","NR2","F",1,34,19.0787840283389,5
"10","NR2","F",2,35.3333333333333,12.1764800606196,6
"11","NR2","M",1,31,5.05964425626941,6
"12","NR2","M",2,22.5,8.26438140455775,6
"13","NR3","F",1,29,16.9115345252878,5
"14","NR3","F",2,31.5,11.9457105272144,6
"15","NR3","M",1,24,5.51361950083609,6
"16","NR3","M",2,20.6666666666667,10.9666160079884,6
"17","NR4","F",1,27.4,18.4200977196105,5
"18","NR4","F",2,26,12.7593103261893,6
"19","NR4","M",1,24.1666666666667,6.99761864255739,6
"20","NR4","M",2,19.3333333333333,8.2138095100061,6
"21","NR5","F",1,28.8,15.5948709516943,5
"22","NR5","F",2,38.3333333333333,13.6626010212795,6
"23","NR5","M",1,22.6666666666667,9.5008771524879,6
"24","NR5","M",2,21.1666666666667,8.72735164105736,6
"25","NR6","F",1,23.2,19.0971202017477,5
"26","NR6","F",2,26.1666666666667,10.8151128827519,6
"27","NR6","M",1,23.6666666666667,7.31209044437134,6
"28","NR6","M",2,16.3333333333333,10.8566415924385,6
"29","PR0","F",1,33.6,13.3529023062404,5
"30","PR0","F",2,29.5,8.64291617453276,6
"31","PR0","M",1,26.8333333333333,7.96031825159438,6
"32","PR0","M",2,37.8333333333333,8.47152091815081,6
"33","PR1","F",1,37.6,22.7222358054836,5
"34","PR1","F",2,38.6666666666667,4.27395211328656,6
"35","PR1","M",1,32.5,15.1756383720752,6
"36","PR1","M",2,38,8.53229160308062,6
"37","PR2","F",1,35.6,22.7771815640127,5
"38","PR2","F",2,54.5,9.35414346693485,6
"39","PR2","M",1,37.3333333333333,11.6733314296591,6
"40","PR2","M",2,47.3333333333333,13.0025638497439,6
"41","PR3","F",1,31,20.6518764280634,5
"42","PR3","F",2,48.8333333333333,9.36838655621482,6
"43","PR3","M",1,33.8333333333333,15.2370163308525,6
"44","PR3","M",2,44.1666666666667,10.3424690798023,6
"45","PR4","F",1,34.2,13.2363136862194,5
"46","PR4","F",2,49.5,13.6051460852135,6
"47","PR4","M",1,30,10.1390334845093,6
"48","PR4","M",2,43.3333333333333,11.5007246148522,6
"49","PR5","F",1,37.8,18.9921036222952,5
"50","PR5","F",2,48.5,11.3446022407134,6
"51","PR5","M",1,29.8333333333333,12.5605201590805,6
"52","PR5","M",2,43.1666666666667,10.4387100097027,6
"53","PR6","F",1,39.6,17.8689675135415,5
"54","PR6","F",2,38.3333333333333,11.8771489283694,6
"55","PR6","M",1,29,10.373041983912,6
"56","PR6","M",2,41.3333333333333,19.0438091427809,6
