"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"NR X0 Order1 - NR X3 Order2",0.103432599590909,0.203033052339154,21,0.509437248759534,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X3 Order2",-0.837241115825757,0.193130086425659,21,-4.3351149027111,0.0415555605229506,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X4 Order2",0.103615421507576,0.166909755968309,21,0.620787088846076,0.999999999864378,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X4 Order2",-0.626561613075758,0.193501674007864,21,-3.23801649927996,0.302701268248797,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X5 Order2",0.188261556340909,0.184191273997232,21,1.02209812796961,0.999994648393032,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X5 Order2",-0.358391578575758,0.199385554818219,21,-1.79748015799091,0.978340519383659,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X6 Order2",0.0991307508409092,0.172846989513558,21,0.57351737001548,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X6 Order2",-0.213478671159091,0.200997460523,21,-1.06209635984263,0.99998913708115,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X1 Order1",-0.00564519200000015,0.176228220182768,21,-0.0320334166352328,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X1 Order1",-0.0926260335454546,0.131554789273058,21,-0.704087126415428,0.999999997587806,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X2 Order1",-0.259819508636364,0.24292436121737,21,-1.06954900420167,0.999987666350572,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X2 Order1",-0.0925901222727273,0.138443775318745,21,-0.668792237567582,0.999999999245125,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X3 Order1",-0.0884890566363635,0.175862644585917,21,-0.503171420199657,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X3 Order1",-0.0930398935454542,0.164686801624691,21,-0.564950515934394,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X4 Order1",0.133901351818182,0.157561773440545,21,0.84983399776665,0.999999859855506,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X4 Order1",-0.0803263616363636,0.170110689569217,21,-0.472200552709411,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X5 Order1",-0.00702827563636393,0.152161444790413,21,-0.0461895958338507,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X5 Order1",-0.0892180339090909,0.152535655393595,21,-0.584899534989883,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X6 Order1",0.0785025806363637,0.187923051133126,21,0.417737899438169,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X6 Order1",-0.096040767,0.175903768702463,21,-0.545984703502577,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X0 Order2",0.0694256125757576,0.216096265579552,21,0.321271690603092,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X0 Order2",-0.508714013840909,0.243600731835226,21,-2.08831069598349,0.91473015455371,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X1 Order2",0.079633429992424,0.22218075031578,21,0.358417324089701,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X1 Order2",-0.771973840340909,0.254864593658135,21,-3.02895678548588,0.407916060212586,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X2 Order2",0.251552248575757,0.277664438996777,21,0.905957743399315,0.99999948353059,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X2 Order2",-0.860919007007576,0.237569210108433,21,-3.62386610038662,0.16084312532848,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X3 Order2",0.109540007409091,0.234553981071705,21,0.467014061789058,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X3 Order2",-0.831133708007576,0.226036235982673,21,-3.67699322364971,0.146425218383855,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X4 Order2",0.109722829325757,0.204088256232035,21,0.537624414807141,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X4 Order2",-0.620454205257576,0.226353810522991,21,-2.74108133556054,0.577138043312377,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X5 Order2",0.19436896415909,0.218448106220117,21,0.889771797624268,0.999999640887315,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X5 Order2",-0.352284170757576,0.231403865924062,21,-1.5223780698339,0.996894070965489,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - NR X6 Order2",0.105238158659091,0.208971843745353,21,0.503599704021998,1,"NANA OrderNA - NANA OrderNA"
"PR X0 Order1 - PR X6 Order2",-0.207371263340909,0.232794176969973,21,-0.890792312935116,0.999999632455594,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X1 Order1",-0.0869808415454545,0.183500445415808,21,-0.474008885092119,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X2 Order1",-0.254174316636364,0.215849304887264,21,-1.17755448306454,0.999933669851836,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X2 Order1",-0.0869449302727272,0.175301280773602,21,-0.495974301437162,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X3 Order1",-0.0828438646363633,0.132057123700855,21,-0.627333553197988,0.999999999826878,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X3 Order1",-0.0873947015454541,0.162977310165835,21,-0.536238458326052,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X4 Order1",0.139546543818182,0.120559341985306,21,1.1574925801701,0.999950438960618,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X4 Order1",-0.0746811696363634,0.15739854934007,21,-0.474471778485136,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X5 Order1",-0.00138308363636378,0.114679553524985,21,-0.0120604204834339,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X5 Order1",-0.0835728419090907,0.142005331020839,21,-0.588519045787279,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X6 Order1",0.0841477726363639,0.134846644160392,21,0.624025708317037,0.999999999846911,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X6 Order1",-0.0903955749999998,0.121686212551615,21,-0.742857987807429,0.999999992080629,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X0 Order2",0.0750708045757577,0.189244715812962,21,0.396686397573992,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X0 Order2",-0.503068821840909,0.220130150175659,21,-2.28532448389951,0.836349107057472,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X1 Order2",0.0852786219924241,0.196163840390077,21,0.434731609163266,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X1 Order2",-0.766328648340909,0.232533712751993,21,-3.2955593374894,0.277181193310655,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X2 Order2",0.257197440575757,0.257319853779485,21,0.999524276102565,0.999996484368457,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X2 Order2",-0.855273815007576,0.213436398154685,21,-4.00716008329436,0.0793558687578294,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X3 Order2",0.115185199409091,0.210075073491088,21,0.548304934492751,1,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X3 Order2",-0.825488516007575,0.2005201896142,21,-4.11673516564995,0.0641598834566877,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X4 Order2",0.115368021325758,0.175408046558683,21,0.65771225202694,0.999999999484583,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X4 Order2",-0.614809013257576,0.200878107328744,21,-3.0606073575326,0.390808502927333,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X5 Order2",0.200014156159091,0.191925875214511,21,1.04214273315435,0.999992325829287,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X5 Order2",-0.346638978757576,0.206551968352523,21,-1.67821677770684,0.989756247516364,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - NR X6 Order2",0.110883350659091,0.181066832810519,21,0.61238907721508,0.999999999901322,"NANA OrderNA - NANA OrderNA"
"NR X1 Order1 - PR X6 Order2",-0.201726071340909,0.208108373922886,21,-0.969331831960104,0.99999804478982,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X2 Order1",-0.167193475090909,0.26314838203848,21,-0.635358172433912,0.999999999767527,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X2 Order1",3.59112727272848e-05,0.114033194120156,21,0.000314919467128538,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X3 Order1",0.00413697690909116,0.16127850678348,21,0.0256511359858083,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X3 Order1",-0.0004138599999996,0.186145380692615,21,-0.00222331598269964,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X4 Order1",0.226527385363636,0.153160081784824,21,1.47902366415478,0.997881863912458,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X4 Order1",0.012299671909091,0.192439966391592,21,0.0639143320367385,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X5 Order1",0.0855977579090907,0.148016800067557,21,0.578297584260857,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X5 Order1",0.00340799963636376,0.186136351905892,21,0.0183091567094148,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X6 Order1",0.171128614181818,0.183038623061647,21,0.934931717248457,0.999999034001305,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X6 Order1",-0.00341473345454538,0.187636150775229,21,-0.0181986970018156,1,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X0 Order2",0.162051646121212,0.229831814114371,21,0.705087965065491,0.999999997509857,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X0 Order2",-0.416087980295455,0.255863993817677,21,-1.6262076351077,0.992916068830445,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X1 Order2",0.172259463537879,0.235561780840096,21,0.731270849301362,0.999999994398232,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X1 Order2",-0.679347806795455,0.266610254645617,21,-2.5480933120838,0.694594007846633,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X2 Order2",0.344178282121212,0.288483288016948,21,1.19306142302771,0.999917416123651,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X2 Order2",-0.768292973462121,0.250128359793965,21,-3.0715948167372,0.384961334669886,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X3 Order2",0.202166040954546,0.247266327708122,21,0.817604413946675,0.999999937563413,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X3 Order2",-0.738507674462121,0.239201686362971,21,-3.08738489970965,0.376643652347629,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X4 Order2",0.202348862871212,0.218579695108002,21,0.925744098834202,0.999999205346755,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X4 Order2",-0.527828171712121,0.239501804418991,21,-2.20385885188875,0.872207467892317,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X5 Order2",0.286994997704545,0.232044482573558,21,1.23681026379745,0.99985087395068,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X5 Order2",-0.259658137212121,0.244280199660709,21,-1.06295204266564,0.999988976706283,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - NR X6 Order2",0.197864192204546,0.223146360624606,21,0.886701408217936,0.999999665188763,"NANA OrderNA - NANA OrderNA"
"PR X1 Order1 - PR X6 Order2",-0.114745229795454,0.24559762949345,21,-0.467208213825675,1,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X2 Order1",0.167229386363636,0.276251201623517,21,0.605352611611593,1,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X3 Order1",0.171330452,0.226984408148678,21,0.754811545856387,0.999999988768287,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X3 Order1",0.16677961509091,0.263202746954986,21,0.63365453826146,0.999999999781534,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X4 Order1",0.393720860454546,0.220441203048703,21,1.78605839112372,0.9797300803501,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X4 Order1",0.179493147,0.274225119128397,21,0.654546700792782,0.999999999538527,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X5 Order1",0.252791233,0.2406116762372,21,1.05061914265039,0.999991093031988,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X5 Order1",0.170601474727273,0.25804984669672,21,0.661118295209751,0.999999999419927,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X6 Order1",0.338322089272728,0.236471791905351,21,1.43070802038047,0.99865768774347,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X6 Order1",0.163778741636364,0.245218108535392,21,0.667890077998566,0.999999999268,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X0 Order2",0.329245121212121,0.257037005748299,21,1.28092497908465,0.999739604822399,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X0 Order2",-0.248894505204545,0.280556131419865,21,-0.887146910477119,0.999999661759723,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X1 Order2",0.339452938628788,0.262173057611772,21,1.29476667709865,0.999692159647093,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X1 Order2",-0.512154331704545,0.290390060827069,21,-1.76367720797972,0.982256305222337,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X2 Order2",0.511371757212121,0.310592928139096,21,1.64643722017749,0.991796342683795,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X2 Order2",-0.601099498371212,0.275335351740686,21,-2.18315408672016,0.880565423680256,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X3 Order2",0.369359516045455,0.272737962820009,21,1.35426514236014,0.999391612015085,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X3 Order2",-0.571314199371212,0.265448311925009,21,-2.15226156545539,0.892442989310123,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X4 Order2",0.369542337962121,0.247027210360428,21,1.49595802593138,0.997533168100827,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X4 Order2",-0.360634696621212,0.265718787188449,21,-1.3572043604333,0.999371758886185,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X5 Order2",0.454188472795454,0.259017376710093,21,1.75350580167372,0.983321602385374,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X5 Order2",-0.092464662121212,0.270033656219412,21,-0.342419028115818,1,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - NR X6 Order2",0.365057667295455,0.251076995770132,21,1.45396700392925,0.998321314598263,"NANA OrderNA - NANA OrderNA"
"NR X2 Order1 - PR X6 Order2",0.0524482452954548,0.271226022272476,21,0.193374680113713,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X3 Order1",0.00410106563636388,0.156263551026545,21,0.0262445439734517,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X3 Order1",-0.000449771272726884,0.139693331138919,21,-0.00321970468496886,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X4 Order1",0.226491474090909,0.139766000601264,21,1.6205047945606,0.993208439554879,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X4 Order1",0.0122637606363638,0.16256991686151,21,0.075436838949798,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X5 Order1",0.0855618466363634,0.143263218620711,21,0.597235267084766,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X5 Order1",0.00337208836363648,0.15712176838965,21,0.0214616243070404,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X6 Order1",0.171092702909091,0.163528549292901,21,1.04625585959698,0.999991748446331,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X6 Order1",-0.00345064472727266,0.164837297053731,21,-0.0209336405591986,1,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X0 Order2",0.162015734848485,0.20864221495233,21,0.776524227781525,0.99999997921758,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X0 Order2",-0.416123891568182,0.23701327898125,21,-1.7556986399952,0.983096195009333,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X1 Order2",0.172223552265151,0.214937813503508,21,0.801271537371158,0.999999959289846,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X1 Order2",-0.679383718068182,0.24857582135701,21,-2.73310458901165,0.582033521358034,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X2 Order2",0.344142370848485,0.271903509624611,21,1.26567829640598,0.999784331230669,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X2 Order2",-0.768328884734849,0.230809677991047,21,-3.32884171678734,0.263129605151066,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X3 Order2",0.202130129681818,0.227704958003491,21,0.887684358979655,0.999999657579733,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X3 Order2",-0.738543585734848,0.21892089402339,21,-3.37356372049139,0.245068567129223,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X4 Order2",0.202312951598485,0.196178475360113,21,1.03126987416489,0.999993679631938,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X4 Order2",-0.527864082984848,0.219248775141536,21,-2.40760333846374,0.774550710567742,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X5 Order2",0.286959086431818,0.211077125653021,21,1.35949874030185,0.999355874904458,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X5 Order2",-0.259694048484848,0.224458742372372,21,-1.15697898749705,0.999950813231815,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - NR X6 Order2",0.197828280931818,0.201254091489137,21,0.982977684915768,0.999997441881026,"NANA OrderNA - NANA OrderNA"
"PR X2 Order1 - PR X6 Order2",-0.114781141068182,0.22589180306933,21,-0.508124418454234,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X3 Order1",-0.00455083690909076,0.142667347499844,21,-0.0318982373250876,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X4 Order1",0.222390408454545,0.105390118401307,21,2.11016375944964,0.907465964164135,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X4 Order1",0.00816269499999987,0.165948585104149,21,0.0491880963906802,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X5 Order1",0.0814607809999995,0.12425145537057,21,0.655612288460115,0.999999999520993,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X5 Order1",-0.000728977272727402,0.140276575444468,21,-0.0051967142084673,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X6 Order1",0.166991637272727,0.142217715447463,21,1.17419715783872,0.999936787641877,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X6 Order1",-0.00755171036363654,0.111987235287098,21,-0.0674336708489717,1,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X0 Order2",0.157914669212121,0.204886797525509,21,0.770741068332917,0.999999982317274,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X0 Order2",-0.420224957204546,0.233714185178154,21,-1.79802931894878,0.978271950086491,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X1 Order2",0.168122486628787,0.211294319880383,21,0.795679158455201,0.999999964936925,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X1 Order2",-0.683484783704546,0.245432200216998,21,-2.78482115671963,0.550372200886931,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X2 Order2",0.340041305212121,0.269032608592761,21,1.26394085457071,0.999788971871062,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X2 Order2",-0.772429950371213,0.227420608992183,21,-3.39648176035692,0.236176433629058,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X3 Order2",0.198029064045454,0.224268976542491,21,0.882998028075162,0.999999692473565,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X3 Order2",-0.742644651371212,0.215344802073431,21,-3.44863049500482,0.21685225576333,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X4 Order2",0.198211885962121,0.192179655881322,21,1.03138849454764,0.999993666118695,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X4 Order2",-0.531965148621212,0.215678119755131,21,-2.46647712445368,0.741984501309321,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X5 Order2",0.282858020795454,0.207365809414151,21,1.36405332004626,0.999323313940438,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X5 Order2",-0.263795114121212,0.220972290044322,21,-1.19379273332553,0.999916568823708,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - NR X6 Order2",0.193727215295454,0.197358139637469,21,0.98160235828791,0.999997509569946,"NANA OrderNA - NANA OrderNA"
"NR X3 Order1 - PR X6 Order2",-0.118882206704546,0.222427814434162,21,-0.53447545221344,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X4 Order1",0.226941245363636,0.107495572838666,21,2.11116829624453,0.907123246917399,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X4 Order1",0.0127135319090906,0.129402462228135,21,0.0982479907273851,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X5 Order1",0.0860116179090903,0.145843455061613,21,0.589753018897927,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X5 Order1",0.00382185963636336,0.11834400047739,21,0.0322944941944357,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X6 Order1",0.171542474181818,0.123777200267621,21,1.38589719117028,0.999146670069953,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X6 Order1",-0.00300087345454578,0.134623665054376,21,-0.022290831655294,1,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X0 Order2",0.162465506121212,0.194161675155337,21,0.836753731091539,0.999999898501049,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X0 Order2",-0.415674120295455,0.224371291952326,21,-1.85261722512957,0.970607481878749,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X1 Order2",0.172673323537878,0.200911537529783,21,0.859449515248875,0.999999823169473,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X1 Order2",-0.678933946795455,0.236552575978839,21,-2.87011859408451,0.498909788242922,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X2 Order2",0.344592142121212,0.260957277700955,21,1.32049255401912,0.99958362763999,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X2 Order2",-0.767879113462122,0.217807919262003,21,-3.52548757668648,0.190632410245631,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X3 Order2",0.202579900954545,0.214515104685624,21,0.944361942490857,0.999998823288134,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X3 Order2",-0.738093814462121,0.205167102818441,21,-3.59752516033374,0.168417504216504,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X4 Order2",0.202762722871212,0.180701899363374,21,1.12208407097855,0.999971033140917,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X4 Order2",-0.527414311712122,0.205516927867211,21,-2.5662816060237,0.68375819210959,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X5 Order2",0.287408857704545,0.196775850176931,21,1.46059009500466,0.998213417537838,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X5 Order2",-0.259244277212122,0.211066125340613,21,-1.22826093857439,0.999866728842373,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - NR X6 Order2",0.198278052204545,0.186199869978554,21,1.06486675972106,0.999988610038203,"NANA OrderNA - NANA OrderNA"
"PR X3 Order1 - PR X6 Order2",-0.114331369795455,0.212589484530222,21,-0.53780350447767,1,"NANA OrderNA - NANA OrderNA"
"NR X4 Order1 - PR X4 Order1",-0.214227713454545,0.139324609758901,21,-1.53761574373159,0.996466766622472,"NANA OrderNA - NANA OrderNA"
