"","diff","lwr","upr","p adj","Group1","Group2"
"2.NR-1.NR",-19.7196969696969,-93.2868241649406,53.8474302255468,0.889775035833858,"2.NR-1.NR",""
"1.PR-1.NR",28.6363636363636,-46.5130333325693,103.785760605297,0.73913363158201,"1.PR-1.NR",""
"2.PR-1.NR",111.613636363636,38.0465091683926,185.18076355888,0.00116473664844274,"2.PR-1.NR",""
"1.PR-2.NR",48.3560606060605,-25.2110665891832,121.923187801304,0.307485735834302,"1.PR-2.NR",""
"2.PR-2.NR",131.333333333333,59.3832635437348,203.283403122932,8.92753635046706e-05,"2.PR-2.NR",""
"2.PR-1.PR",82.9772727272727,9.41014553202896,156.544399922516,0.0216168220380727,"2.PR-1.PR",""
