"","Order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1",1,"NR",108.636363636364,85.6974593873969,11
"2",1,"PR",137.272727272727,90.9550338454018,11
"3",2,"NR",88.9166666666667,21.2494206694648,12
"4",2,"PR",220.25,43.8823323321481,12
