mouse_id,sex,order,hour,PR,NR
FEDXA10,M,1.0,1,1.2857142857142858,1.1428571428571428
FEDXA10,M,1.0,2,1.2857142857142858,0.7142857142857143
FEDXA10,M,1.0,3,1.5714285714285714,1.2857142857142858
FEDXA10,M,1.0,4,0.8571428571428571,0.5714285714285714
FEDXA10,M,1.0,5,1.1428571428571428,0.14285714285714285
FEDXA10,M,1.0,6,0.14285714285714285,0.2857142857142857
FEDXA10,M,1.0,7,0.2857142857142857,0.2857142857142857
FEDXA10,M,1.0,8,0.14285714285714285,1.0
FEDXA10,M,1.0,9,0.42857142857142855,0.7142857142857143
FEDXA10,M,1.0,10,0.42857142857142855,0.2857142857142857
FEDXA10,M,1.0,11,0.8571428571428571,0.8571428571428571
FEDXA10,M,1.0,12,1.5714285714285714,1.8571428571428572
FEDXA10,M,1.0,13,4.0,2.857142857142857
FEDXA10,M,1.0,14,3.857142857142857,2.7142857142857144
FEDXA10,M,1.0,15,2.2857142857142856,3.5714285714285716
FEDXA10,M,1.0,16,3.0,1.7142857142857142
FEDXA10,M,1.0,17,2.142857142857143,2.857142857142857
FEDXA10,M,1.0,18,1.8571428571428572,2.857142857142857
FEDXA10,M,1.0,19,1.4285714285714286,1.7142857142857142
FEDXA10,M,1.0,20,1.0,2.142857142857143
FEDXA10,M,1.0,21,0.5714285714285714,1.1428571428571428
FEDXA10,M,1.0,22,0.7142857142857143,0.2857142857142857
FEDXA10,M,1.0,23,0.7142857142857143,1.4285714285714286
FEDXA11,M,1.0,0,1.2857142857142858,2.2857142857142856
FEDXA11,M,1.0,1,2.0,1.2857142857142858
FEDXA11,M,1.0,2,1.0,0.7142857142857143
FEDXA11,M,1.0,3,2.0,1.5714285714285714
FEDXA11,M,1.0,4,1.2857142857142858,0.2857142857142857
FEDXA11,M,1.0,5,0.5714285714285714,0.7142857142857143
FEDXA11,M,1.0,6,0.42857142857142855,0.2857142857142857
FEDXA11,M,1.0,7,1.4285714285714286,0.14285714285714285
FEDXA11,M,1.0,8,0.14285714285714285,0.7142857142857143
FEDXA11,M,1.0,9,1.0,0.8571428571428571
FEDXA11,M,1.0,10,1.5714285714285714,0.7142857142857143
FEDXA11,M,1.0,11,0.7142857142857143,1.0
FEDXA11,M,1.0,12,1.8571428571428572,2.0
FEDXA11,M,1.0,13,4.0,2.2857142857142856
FEDXA11,M,1.0,14,4.142857142857143,3.2857142857142856
FEDXA11,M,1.0,15,3.857142857142857,3.857142857142857
FEDXA11,M,1.0,16,3.142857142857143,4.142857142857143
FEDXA11,M,1.0,17,1.8571428571428572,1.5714285714285714
FEDXA11,M,1.0,18,1.7142857142857142,1.7142857142857142
FEDXA11,M,1.0,19,1.1428571428571428,1.4285714285714286
FEDXA11,M,1.0,20,1.2857142857142858,0.42857142857142855
FEDXA11,M,1.0,21,1.2857142857142858,0.42857142857142855
FEDXA11,M,1.0,22,1.1428571428571428,0.42857142857142855
FEDXA11,M,1.0,23,1.0,0.8571428571428571
FEDXA12,M,1.0,0,2.142857142857143,2.0
FEDXA12,M,1.0,1,1.2857142857142858,1.8571428571428572
FEDXA12,M,1.0,2,2.142857142857143,1.0
FEDXA12,M,1.0,3,1.8571428571428572,0.8571428571428571
FEDXA12,M,1.0,4,1.0,0.42857142857142855
FEDXA12,M,1.0,5,0.5714285714285714,0.0
FEDXA12,M,1.0,6,0.5714285714285714,0.42857142857142855
FEDXA12,M,1.0,7,0.2857142857142857,0.5714285714285714
FEDXA12,M,1.0,8,0.8571428571428571,0.2857142857142857
FEDXA12,M,1.0,9,1.1428571428571428,0.42857142857142855
FEDXA12,M,1.0,10,1.0,0.42857142857142855
FEDXA12,M,1.0,11,1.1428571428571428,0.8571428571428571
FEDXA12,M,1.0,12,0.8571428571428571,1.7142857142857142
FEDXA12,M,1.0,13,4.571428571428571,3.5714285714285716
FEDXA12,M,1.0,14,5.428571428571429,4.428571428571429
FEDXA12,M,1.0,15,4.428571428571429,4.0
FEDXA12,M,1.0,16,2.2857142857142856,3.2857142857142856
FEDXA12,M,1.0,17,2.857142857142857,2.2857142857142856
FEDXA12,M,1.0,18,1.5714285714285714,3.0
FEDXA12,M,1.0,19,1.8571428571428572,1.4285714285714286
FEDXA12,M,1.0,20,0.8571428571428571,1.1428571428571428
FEDXA12,M,1.0,21,1.2857142857142858,1.0
FEDXA12,M,1.0,22,1.7142857142857142,0.5714285714285714
FEDXA12,M,1.0,23,2.2857142857142856,1.7142857142857142
FEDXB01,F,2.0,0,1.7142857142857142,1.2857142857142858
FEDXB01,F,2.0,1,0.8571428571428571,0.8571428571428571
FEDXB01,F,2.0,2,1.0,1.5714285714285714
FEDXB01,F,2.0,3,1.1428571428571428,1.8571428571428572
FEDXB01,F,2.0,4,1.5714285714285714,1.2857142857142858
FEDXB01,F,2.0,5,1.0,1.0
FEDXB01,F,2.0,6,1.2857142857142858,1.4285714285714286
FEDXB01,F,2.0,7,0.5714285714285714,0.42857142857142855
FEDXB01,F,2.0,8,1.0,1.2857142857142858
FEDXB01,F,2.0,9,1.4285714285714286,1.2857142857142858
FEDXB01,F,2.0,10,0.42857142857142855,0.42857142857142855
FEDXB01,F,2.0,11,1.2857142857142858,0.8571428571428571
FEDXB01,F,2.0,12,3.0,2.2857142857142856
FEDXB01,F,2.0,13,5.571428571428571,4.428571428571429
FEDXB01,F,2.0,14,4.142857142857143,4.571428571428571
FEDXB01,F,2.0,15,5.142857142857143,3.142857142857143
FEDXB01,F,2.0,16,4.428571428571429,3.4285714285714284
FEDXB01,F,2.0,17,3.2857142857142856,3.142857142857143
FEDXB01,F,2.0,18,4.428571428571429,3.0
FEDXB01,F,2.0,19,2.4285714285714284,2.4285714285714284
FEDXB01,F,2.0,20,1.1428571428571428,0.8571428571428571
FEDXB01,F,2.0,21,2.857142857142857,1.0
FEDXB01,F,2.0,22,2.0,3.2857142857142856
FEDXB01,F,2.0,23,3.7142857142857144,3.2857142857142856
FEDXB02,F,2.0,0,2.2857142857142856,1.7142857142857142
FEDXB02,F,2.0,1,0.42857142857142855,0.42857142857142855
FEDXB02,F,2.0,2,3.0,1.4285714285714286
FEDXB02,F,2.0,3,0.8571428571428571,1.2857142857142858
FEDXB02,F,2.0,4,0.5714285714285714,1.2857142857142858
FEDXB02,F,2.0,5,0.42857142857142855,0.5714285714285714
FEDXB02,F,2.0,6,0.42857142857142855,0.7142857142857143
FEDXB02,F,2.0,7,0.0,0.2857142857142857
FEDXB02,F,2.0,8,0.7142857142857143,1.2857142857142858
FEDXB02,F,2.0,9,0.5714285714285714,1.1428571428571428
FEDXB02,F,2.0,10,1.0,0.5714285714285714
FEDXB02,F,2.0,11,1.1428571428571428,1.0
FEDXB02,F,2.0,12,1.7142857142857142,1.8571428571428572
FEDXB02,F,2.0,13,4.285714285714286,4.857142857142857
FEDXB02,F,2.0,14,4.428571428571429,3.2857142857142856
FEDXB02,F,2.0,15,4.142857142857143,2.4285714285714284
FEDXB02,F,2.0,16,3.857142857142857,2.0
FEDXB02,F,2.0,17,3.4285714285714284,2.857142857142857
FEDXB02,F,2.0,18,2.4285714285714284,1.4285714285714286
FEDXB02,F,2.0,19,1.7142857142857142,0.7142857142857143
FEDXB02,F,2.0,20,1.2857142857142858,0.42857142857142855
FEDXB02,F,2.0,21,2.2857142857142856,1.0
FEDXB02,F,2.0,22,2.2857142857142856,0.7142857142857143
FEDXB02,F,2.0,23,2.4285714285714284,1.2857142857142858
FEDXB03,F,2.0,0,2.2857142857142856,2.4285714285714284
FEDXB03,F,2.0,1,0.8571428571428571,0.8571428571428571
FEDXB03,F,2.0,2,2.5714285714285716,1.5714285714285714
FEDXB03,F,2.0,3,1.4285714285714286,1.2857142857142858
FEDXB03,F,2.0,4,1.2857142857142858,1.0
FEDXB03,F,2.0,5,0.42857142857142855,1.7142857142857142
FEDXB03,F,2.0,6,0.5714285714285714,0.5714285714285714
FEDXB03,F,2.0,7,0.7142857142857143,1.0
FEDXB03,F,2.0,8,0.7142857142857143,0.5714285714285714
FEDXB03,F,2.0,9,0.2857142857142857,0.7142857142857143
FEDXB03,F,2.0,10,0.7142857142857143,1.8571428571428572
FEDXB03,F,2.0,11,1.1428571428571428,0.7142857142857143
FEDXB03,F,2.0,12,2.5714285714285716,2.5714285714285716
FEDXB03,F,2.0,13,4.571428571428571,5.428571428571429
FEDXB03,F,2.0,14,4.428571428571429,4.285714285714286
FEDXB03,F,2.0,15,4.714285714285714,5.285714285714286
FEDXB03,F,2.0,16,4.714285714285714,4.142857142857143
FEDXB03,F,2.0,17,4.142857142857143,3.2857142857142856
FEDXB03,F,2.0,18,2.2857142857142856,2.2857142857142856
FEDXB03,F,2.0,19,2.7142857142857144,1.7142857142857142
FEDXB03,F,2.0,20,2.857142857142857,1.5714285714285714
FEDXB03,F,2.0,21,2.5714285714285716,1.1428571428571428
FEDXB03,F,2.0,22,2.0,2.142857142857143
FEDXB03,F,2.0,23,3.4285714285714284,2.857142857142857
FEDXB04,F,2.0,0,1.2857142857142858,0.7142857142857143
FEDXB04,F,2.0,1,0.2857142857142857,0.2857142857142857
FEDXB04,F,2.0,2,1.7142857142857142,0.0
FEDXB04,F,2.0,3,0.8571428571428571,0.14285714285714285
FEDXB04,F,2.0,4,0.14285714285714285,0.2857142857142857
FEDXB04,F,2.0,5,1.0,0.14285714285714285
FEDXB04,F,2.0,6,0.2857142857142857,0.14285714285714285
FEDXB04,F,2.0,7,0.14285714285714285,0.42857142857142855
FEDXB04,F,2.0,8,0.2857142857142857,0.42857142857142855
FEDXB04,F,2.0,9,0.7142857142857143,0.5714285714285714
FEDXB04,F,2.0,10,0.42857142857142855,0.2857142857142857
FEDXB04,F,2.0,11,1.2857142857142858,1.2857142857142858
FEDXB04,F,2.0,12,3.142857142857143,2.2857142857142856
FEDXB04,F,2.0,13,3.5714285714285716,3.7142857142857144
FEDXB04,F,2.0,14,3.5714285714285716,2.142857142857143
FEDXB04,F,2.0,15,4.285714285714286,2.7142857142857144
FEDXB04,F,2.0,16,4.0,1.7142857142857142
FEDXB04,F,2.0,17,1.5714285714285714,2.4285714285714284
FEDXB04,F,2.0,18,3.5714285714285716,0.7142857142857143
FEDXB04,F,2.0,19,1.7142857142857142,0.8571428571428571
FEDXB04,F,2.0,20,1.0,1.4285714285714286
FEDXB04,F,2.0,21,1.7142857142857142,0.2857142857142857
FEDXB04,F,2.0,22,1.7142857142857142,0.8571428571428571
FEDXB04,F,2.0,23,2.857142857142857,1.2857142857142858
FEDXB05,F,2.0,0,1.8571428571428572,1.4285714285714286
FEDXB05,F,2.0,1,0.0,0.14285714285714285
FEDXB05,F,2.0,2,1.0,1.1428571428571428
FEDXB05,F,2.0,3,1.0,1.8571428571428572
FEDXB05,F,2.0,4,1.4285714285714286,1.4285714285714286
FEDXB05,F,2.0,5,0.2857142857142857,2.142857142857143
FEDXB05,F,2.0,6,0.5714285714285714,0.14285714285714285
FEDXB05,F,2.0,7,0.5714285714285714,0.5714285714285714
