"sex","order","diet","term","group1","group2","null.value","estimate","conf.low","conf.high","p.adj","p.adj.signif"
"F","1","NR","hour","5","22",0,0.914285714285715,-1.17735328542987,3.0059247140013,0.993,"ns"
"F","1","NR","hour","5","23",0,0.914285714285715,-1.17735328542987,3.0059247140013,0.993,"ns"
"F","1","NR","hour","6","7",0,-0.399999999999999,-2.49163899971558,1.69163899971559,1,"ns"
"F","1","NR","hour","6","8",0,-0.0857142857142849,-2.17735328542987,2.0059247140013,1,"ns"
"F","1","NR","hour","6","9",0,-0.028571428571428,-2.12021042828701,2.06306757114416,1,"ns"
"F","1","NR","hour","6","10",0,0.0571428571428576,-2.03449614257273,2.14878185685844,1,"ns"
"F","1","NR","hour","6","11",0,0.257142857142858,-1.83449614257273,2.34878185685844,1,"ns"
"F","1","NR","hour","6","12",0,0.685714285714286,-1.4059247140013,2.77735328542987,1,"ns"
"F","1","NR","hour","6","13",0,1.68571428571429,-0.405924714001298,3.77735328542987,0.305,"ns"
"F","1","NR","hour","6","14",0,1.77142857142857,-0.320210428287014,3.86306757114416,0.221,"ns"
"F","1","NR","hour","6","15",0,1.91428571428571,-0.177353285429871,4.0059247140013,0.12,"ns"
"F","1","NR","hour","6","16",0,1.54285714285714,-0.548781856858441,3.63449614257273,0.477,"ns"
"F","1","NR","hour","6","17",0,1.4,-0.691638999715584,3.49163899971559,0.668,"ns"
"F","1","NR","hour","6","18",0,0.542857142857143,-1.54878185685844,2.63449614257273,1,"ns"
"F","1","NR","hour","6","19",0,0.62857142857143,-1.46306757114416,2.72021042828701,1,"ns"
"F","1","NR","hour","6","20",0,0.542857142857144,-1.54878185685844,2.63449614257273,1,"ns"
"F","1","NR","hour","6","21",0,0.285714285714287,-1.8059247140013,2.37735328542987,1,"ns"
"F","1","NR","hour","6","22",0,0.885714285714286,-1.2059247140013,2.97735328542987,0.996,"ns"
"F","1","NR","hour","6","23",0,0.885714285714286,-1.2059247140013,2.97735328542987,0.996,"ns"
"F","1","NR","hour","7","8",0,0.314285714285714,-1.77735328542987,2.4059247140013,1,"ns"
"F","1","NR","hour","7","9",0,0.371428571428571,-1.72021042828701,2.46306757114416,1,"ns"
"F","1","NR","hour","7","10",0,0.457142857142856,-1.63449614257273,2.54878185685844,1,"ns"
"F","1","NR","hour","7","11",0,0.657142857142857,-1.43449614257273,2.74878185685844,1,"ns"
"F","1","NR","hour","7","12",0,1.08571428571428,-1.0059247140013,3.17735328542987,0.953,"ns"
"F","1","NR","hour","7","13",0,2.08571428571429,-0.00592471400129924,4.17735328542987,0.0516,"ns"
"F","1","NR","hour","7","14",0,2.17142857142857,0.0797895717129848,4.26306757114415,0.0325,"*"
"F","1","NR","hour","7","15",0,2.31428571428571,0.222646714570128,4.4059247140013,0.0142,"*"
"F","1","NR","hour","7","16",0,1.94285714285714,-0.148781856858442,4.03449614257273,0.105,"ns"
"F","1","NR","hour","7","17",0,1.8,-0.291638999715585,3.89163899971558,0.197,"ns"
"F","1","NR","hour","7","18",0,0.942857142857142,-1.14878185685844,3.03449614257273,0.99,"ns"
"F","1","NR","hour","7","19",0,1.02857142857143,-1.06306757114416,3.12021042828701,0.973,"ns"
"F","1","NR","hour","7","20",0,0.942857142857143,-1.14878185685844,3.03449614257273,0.99,"ns"
"F","1","NR","hour","7","21",0,0.685714285714285,-1.4059247140013,2.77735328542987,1,"ns"
"F","1","NR","hour","7","22",0,1.28571428571429,-0.8059247140013,3.37735328542987,0.804,"ns"
"F","1","NR","hour","7","23",0,1.28571428571429,-0.8059247140013,3.37735328542987,0.804,"ns"
"F","1","NR","hour","8","9",0,0.0571428571428568,-2.03449614257273,2.14878185685844,1,"ns"
"F","1","NR","hour","8","10",0,0.142857142857142,-1.94878185685844,2.23449614257273,1,"ns"
"F","1","NR","hour","8","11",0,0.342857142857143,-1.74878185685844,2.43449614257273,1,"ns"
"F","1","NR","hour","8","12",0,0.771428571428571,-1.32021042828701,2.86306757114416,0.999,"ns"
"F","1","NR","hour","8","13",0,1.77142857142857,-0.320210428287013,3.86306757114416,0.221,"ns"
"F","1","NR","hour","8","14",0,1.85714285714286,-0.234496142572729,3.94878185685844,0.155,"ns"
"F","1","NR","hour","8","15",0,2,-0.091638999715586,4.09163899971558,0.0798,"ns"
"F","1","NR","hour","8","16",0,1.62857142857143,-0.463067571144157,3.72021042828701,0.37,"ns"
"F","1","NR","hour","8","17",0,1.48571428571429,-0.605924714001299,3.57735328542987,0.554,"ns"
"F","1","NR","hour","8","18",0,0.628571428571428,-1.46306757114416,2.72021042828701,1,"ns"
"F","1","NR","hour","8","19",0,0.714285714285714,-1.37735328542987,2.8059247140013,1,"ns"
"F","1","NR","hour","8","20",0,0.628571428571429,-1.46306757114416,2.72021042828701,1,"ns"
"F","1","NR","hour","8","21",0,0.371428571428571,-1.72021042828701,2.46306757114416,1,"ns"
