"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",125.4,121.902830155825,5
"2","F",1,"PR",154,119.178437647084,5
"3","F",2,"NR",86.1666666666667,27.9314637401384,6
"4","F",2,"PR",220.333333333333,39.2818872594822,6
"5","M",1,"NR",94.6666666666667,47.7981868554307,6
"6","M",1,"PR",123.333333333333,68.3364226943924,6
"7","M",2,"NR",91.6666666666667,13.9666268893626,6
"8","M",2,"PR",220.166666666667,51.8976556952881,6
