mouse_id,sex,order,grain_meals_per_day_day1,grain_meals_per_day_day2,grain_meals_per_day_day3,grain_snacks_per_day_day1,grain_snacks_per_day_day2,grain_snacks_per_day_day3,grain_mega_meals_per_day_day1,grain_mega_meals_per_day_day2,grain_mega_meals_per_day_day3,grain_meal_size_per_day_day1,grain_meal_size_per_day_day2,grain_meal_size_per_day_day3,grain_meal_freq_per_day_day1,grain_meal_freq_per_day_day2,grain_meal_freq_per_day_day3,grain_snack_size_per_day_day1,grain_snack_size_per_day_day2,grain_snack_size_per_day_day3,grain_snack_freq_per_day_day1,grain_snack_freq_per_day_day2,grain_snack_freq_per_day_day3,grain_mega_meal_size_per_day_day1,grain_mega_meal_size_per_day_day2,grain_mega_meal_size_per_day_day3,grain_mega_meal_freq_per_day_day1,grain_mega_meal_freq_per_day_day2,grain_mega_meal_freq_per_day_day3,grain_pellets_per_day_day1,grain_pellets_per_day_day2,grain_pellets_per_day_day3,pr_meals_per_day_day1,pr_meals_per_day_day2,pr_meals_per_day_day3,pr_meals_per_day_day4,pr_meals_per_day_day5,pr_meals_per_day_day6,pr_meals_per_day_day7,pr_snacks_per_day_day1,pr_snacks_per_day_day2,pr_snacks_per_day_day3,pr_snacks_per_day_day4,pr_snacks_per_day_day5,pr_snacks_per_day_day6,pr_snacks_per_day_day7,pr_mega_meals_per_day_day1,pr_mega_meals_per_day_day2,pr_mega_meals_per_day_day3,pr_mega_meals_per_day_day4,pr_mega_meals_per_day_day5,pr_mega_meals_per_day_day6,pr_mega_meals_per_day_day7,pr_meal_size_per_day_day1,pr_meal_size_per_day_day2,pr_meal_size_per_day_day3,pr_meal_size_per_day_day4,pr_meal_size_per_day_day5,pr_meal_size_per_day_day6,pr_meal_size_per_day_day7,pr_meal_freq_per_day_day1,pr_meal_freq_per_day_day2,pr_meal_freq_per_day_day3,pr_meal_freq_per_day_day4,pr_meal_freq_per_day_day5,pr_meal_freq_per_day_day6,pr_meal_freq_per_day_day7,pr_snack_size_per_day_day1,pr_snack_size_per_day_day2,pr_snack_size_per_day_day3,pr_snack_size_per_day_day4,pr_snack_size_per_day_day5,pr_snack_size_per_day_day6,pr_snack_size_per_day_day7,pr_snack_freq_per_day_day1,pr_snack_freq_per_day_day2,pr_snack_freq_per_day_day3,pr_snack_freq_per_day_day4,pr_snack_freq_per_day_day5,pr_snack_freq_per_day_day6,pr_snack_freq_per_day_day7,pr_mega_meal_size_per_day_day1,pr_mega_meal_size_per_day_day2,pr_mega_meal_size_per_day_day3,pr_mega_meal_size_per_day_day4,pr_mega_meal_size_per_day_day5,pr_mega_meal_size_per_day_day6,pr_mega_meal_size_per_day_day7,pr_mega_meal_freq_per_day_day1,pr_mega_meal_freq_per_day_day2,pr_mega_meal_freq_per_day_day3,pr_mega_meal_freq_per_day_day4,pr_mega_meal_freq_per_day_day5,pr_mega_meal_freq_per_day_day6,pr_mega_meal_freq_per_day_day7,pr_pellets_per_day_day1,pr_pellets_per_day_day2,pr_pellets_per_day_day3,pr_pellets_per_day_day4,pr_pellets_per_day_day5,pr_pellets_per_day_day6,pr_pellets_per_day_day7,nr_meals_per_day_day1,nr_meals_per_day_day2,nr_meals_per_day_day3,nr_meals_per_day_day4,nr_meals_per_day_day5,nr_meals_per_day_day6,nr_meals_per_day_day7,nr_snacks_per_day_day1,nr_snacks_per_day_day2,nr_snacks_per_day_day3,nr_snacks_per_day_day4,nr_snacks_per_day_day5,nr_snacks_per_day_day6,nr_snacks_per_day_day7,nr_mega_meals_per_day_day1,nr_mega_meals_per_day_day2,nr_mega_meals_per_day_day3,nr_mega_meals_per_day_day4,nr_mega_meals_per_day_day5,nr_mega_meals_per_day_day6,nr_mega_meals_per_day_day7,nr_meal_size_per_day_day1,nr_meal_size_per_day_day2,nr_meal_size_per_day_day3,nr_meal_size_per_day_day4,nr_meal_size_per_day_day5,nr_meal_size_per_day_day6,nr_meal_size_per_day_day7,nr_meal_freq_per_day_day1,nr_meal_freq_per_day_day2,nr_meal_freq_per_day_day3,nr_meal_freq_per_day_day4,nr_meal_freq_per_day_day5,nr_meal_freq_per_day_day6,nr_meal_freq_per_day_day7,nr_snack_size_per_day_day1,nr_snack_size_per_day_day2,nr_snack_size_per_day_day3,nr_snack_size_per_day_day4,nr_snack_size_per_day_day5,nr_snack_size_per_day_day6,nr_snack_size_per_day_day7,nr_snack_freq_per_day_day1,nr_snack_freq_per_day_day2,nr_snack_freq_per_day_day3,nr_snack_freq_per_day_day4,nr_snack_freq_per_day_day5,nr_snack_freq_per_day_day6,nr_snack_freq_per_day_day7,nr_mega_meal_size_per_day_day1,nr_mega_meal_size_per_day_day2,nr_mega_meal_size_per_day_day3,nr_mega_meal_size_per_day_day4,nr_mega_meal_size_per_day_day5,nr_mega_meal_size_per_day_day6,nr_mega_meal_size_per_day_day7,nr_mega_meal_freq_per_day_day1,nr_mega_meal_freq_per_day_day2,nr_mega_meal_freq_per_day_day3,nr_mega_meal_freq_per_day_day4,nr_mega_meal_freq_per_day_day5,nr_mega_meal_freq_per_day_day6,nr_mega_meal_freq_per_day_day7,nr_pellets_per_day_day1,nr_pellets_per_day_day2,nr_pellets_per_day_day3,nr_pellets_per_day_day4,nr_pellets_per_day_day5,nr_pellets_per_day_day6,nr_pellets_per_day_day7
FEDXA01,M,2.0,47,30,28,30,18,25,21,17,13,3.021276595744681,3.2666666666666666,3.2857142857142856,1.9583333333333333,1.25,1.1666666666666667,1.0,1.0,1.0,1.25,0.75,1.0416666666666667,8.0,9.117647058823529,8.23076923076923,0.875,0.7083333333333334,0.5416666666666666,340,271,224,37,33,36,27,30,34,25,32,44,52,62,28,25,13,4,2,3,6,13,16,17,2.72972972972973,2.9393939393939394,2.9166666666666665,2.7037037037037037,3.2666666666666666,2.9411764705882355,3.88,1.5416666666666667,1.375,1.5,1.125,1.25,1.4166666666666667,1.0416666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,1.8333333333333333,2.1666666666666665,2.5833333333333335,1.1666666666666667,1.0416666666666667,0.5416666666666666,7.0,7.0,6.333333333333333,8.166666666666666,6.846153846153846,6.625,7.647058823529412,0.16666666666666666,0.08333333333333333,0.125,0.25,0.5416666666666666,0.6666666666666666,0.7083333333333334,161,155,176,184,215,231,240,14,24,24,21,20,11,11,13,14,14,19,18,12,13,22,18,17,16,18,20,20,3.857142857142857,3.5833333333333335,3.2916666666666665,3.6666666666666665,3.9,3.727272727272727,3.8181818181818183,0.5833333333333334,1.0,1.0,0.875,0.8333333333333334,0.4583333333333333,0.4583333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.7916666666666666,0.75,0.5,0.5416666666666666,8.136363636363637,7.444444444444445,7.647058823529412,7.125,8.055555555555555,8.5,8.2,0.9166666666666666,0.75,0.7083333333333334,0.6666666666666666,0.75,0.8333333333333334,0.8333333333333334,246,234,222,211,241,223,219
FEDXA02,M,2.0,48,43,30,29,20,9,18,7,10,3.1875,3.2790697674418605,3.6333333333333333,2.0,1.7916666666666667,1.25,1.0,1.0,1.0,1.2083333333333333,0.8333333333333334,0.375,6.777777777777778,7.571428571428571,7.6,0.75,0.2916666666666667,0.4166666666666667,304,214,194,40,42,57,52,50,48,41,10,24,32,32,22,16,17,4,1,3,4,4,6,9,2.95,2.857142857142857,2.7017543859649122,2.9038461538461537,3.08,3.5208333333333335,3.4390243902439024,1.6666666666666667,1.75,2.375,2.1666666666666665,2.0833333333333335,2.0,1.7083333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,1.0,1.3333333333333333,1.3333333333333333,0.9166666666666666,0.6666666666666666,0.7083333333333334,6.5,9.0,6.0,7.0,6.75,6.833333333333333,6.222222222222222,0.16666666666666666,0.041666666666666664,0.125,0.16666666666666666,0.16666666666666666,0.25,0.375,154,153,204,211,203,226,214,22,21,37,33,32,28,19,13,16,16,13,16,12,12,17,12,7,9,7,7,13,3.590909090909091,3.619047619047619,3.4324324324324325,3.0,3.75,3.9642857142857144,3.9473684210526314,0.9166666666666666,0.875,1.5416666666666667,1.375,1.3333333333333333,1.1666666666666667,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.5416666666666666,0.6666666666666666,0.5,0.5,7.823529411764706,6.583333333333333,7.428571428571429,6.666666666666667,6.571428571428571,7.428571428571429,7.230769230769231,0.7083333333333334,0.5,0.2916666666666667,0.375,0.2916666666666667,0.2916666666666667,0.5416666666666666,225,171,195,172,182,175,181
FEDXA03,M,2.0,55,37,34,38,13,15,7,14,12,2.909090909090909,3.2972972972972974,3.264705882352941,2.2916666666666665,1.5416666666666667,1.4166666666666667,1.0,1.0,1.0,1.5833333333333333,0.5416666666666666,0.625,6.571428571428571,7.714285714285714,6.666666666666667,0.2916666666666667,0.5833333333333334,0.5,244,243,206,41,33,44,56,61,59,53,18,42,43,29,25,26,27,2,3,2,5,8,10,17,2.8536585365853657,2.6363636363636362,2.6136363636363638,3.267857142857143,3.3278688524590163,3.23728813559322,3.2830188679245285,1.7083333333333333,1.375,1.8333333333333333,2.3333333333333335,2.5416666666666665,2.4583333333333335,2.2083333333333335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.75,1.7916666666666667,1.2083333333333333,1.0416666666666667,1.0833333333333333,1.125,6.0,6.666666666666667,6.5,7.0,8.125,6.3,6.882352941176471,0.08333333333333333,0.125,0.08333333333333333,0.20833333333333334,0.3333333333333333,0.4166666666666667,0.7083333333333334,147,149,171,247,293,280,318,24,27,27,20,22,30,21,7,10,15,12,12,7,11,32,26,20,25,22,12,17,3.4583333333333335,4.222222222222222,4.074074074074074,3.8,3.8181818181818183,3.966666666666667,4.0476190476190474,1.0,1.125,1.125,0.8333333333333334,0.9166666666666666,1.25,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,0.4166666666666667,0.625,0.5,0.5,0.2916666666666667,0.4583333333333333,8.1875,8.73076923076923,7.7,8.0,7.045454545454546,8.0,7.764705882352941,1.3333333333333333,1.0833333333333333,0.8333333333333334,1.0416666666666667,0.9166666666666666,0.5,0.7083333333333334,352,351,279,288,251,222,228
FEDXA04,M,2.0,61,46,28,57,22,17,8,12,14,2.7868852459016393,3.108695652173913,3.107142857142857,2.5416666666666665,1.9166666666666667,1.1666666666666667,1.0,1.0,1.0,2.375,0.9166666666666666,0.7083333333333334,6.875,8.5,7.357142857142857,0.3333333333333333,0.5,0.5833333333333334,282,267,201,31,37,39,47,46,47,44,27,39,35,27,36,18,18,6,0,3,2,7,12,15,2.838709677419355,2.8378378378378377,2.8974358974358974,2.9148936170212765,3.4782608695652173,3.5106382978723403,3.8181818181818183,1.2916666666666667,1.5416666666666667,1.625,1.9583333333333333,1.9166666666666667,1.9583333333333333,1.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.625,1.4583333333333333,1.125,1.5,0.75,0.75,8.166666666666666,0.0,6.666666666666667,6.0,8.0,7.416666666666667,7.933333333333334,0.25,0.0,0.125,0.08333333333333333,0.2916666666666667,0.5,0.625,164,144,168,176,252,272,305,19,18,24,6,21,29,13,15,17,10,9,10,9,6,28,22,17,24,18,15,21,3.3684210526315788,3.5,4.083333333333333,3.3333333333333335,4.142857142857143,3.689655172413793,4.0,0.7916666666666666,0.75,1.0,0.25,0.875,1.2083333333333333,0.5416666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.625,0.7083333333333334,0.4166666666666667,0.375,0.4166666666666667,0.375,0.25,7.642857142857143,8.5,7.764705882352941,7.541666666666667,7.888888888888889,8.2,7.476190476190476,1.1666666666666667,0.9166666666666666,0.7083333333333334,1.0,0.75,0.625,0.875,293,267,240,210,239,239,215
FEDXA05,M,2.0,25,12,14,13,6,8,15,19,16,3.16,3.8333333333333335,3.7857142857142856,1.0416666666666667,0.5,0.5833333333333334,1.0,1.0,1.0,0.5416666666666666,0.25,0.3333333333333333,9.0,9.68421052631579,10.375,0.625,0.7916666666666666,0.6666666666666666,227,236,227,38,48,54,56,50,64,67,14,25,26,30,37,37,26,3,0,4,3,9,5,8,3.0789473684210527,2.9583333333333335,2.7777777777777777,3.017857142857143,2.96,2.8125,2.970149253731343,1.5833333333333333,2.0,2.25,2.3333333333333335,2.0833333333333335,2.6666666666666665,2.7916666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,1.0416666666666667,1.0833333333333333,1.25,1.5416666666666667,1.5416666666666667,1.0833333333333333,7.666666666666667,0.0,7.0,7.0,7.555555555555555,6.4,6.875,0.125,0.0,0.16666666666666666,0.125,0.375,0.20833333333333334,0.3333333333333333,154,167,204,220,253,249,279,44,40,33,39,38,37,30,13,25,10,13,13,5,8,12,13,17,15,13,14,14,3.409090909090909,3.5,3.696969696969697,3.6153846153846154,3.5526315789473686,3.4324324324324325,3.7666666666666666,1.8333333333333333,1.6666666666666667,1.375,1.625,1.5833333333333333,1.5416666666666667,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,1.0416666666666667,0.4166666666666667,0.5416666666666666,0.5416666666666666,0.20833333333333334,0.3333333333333333,8.666666666666666,7.230769230769231,7.176470588235294,7.533333333333333,6.923076923076923,7.642857142857143,7.0,0.5,0.5416666666666666,0.7083333333333334,0.625,0.5416666666666666,0.5833333333333334,0.5833333333333334,267,259,254,267,238,239,219
FEDXA06,M,2.0,44,33,2,23,19,1,10,24,0,2.6363636363636362,3.1515151515151514,3.0,1.8333333333333333,1.375,0.08333333333333333,1.0,1.0,1.0,0.9583333333333334,0.7916666666666666,0.041666666666666664,8.1,8.916666666666666,0.0,0.4166666666666667,1.0,0.0,220,337,7,57,50,67,55,57,48,70,27,34,39,51,66,45,35,4,3,0,0,1,5,1,2.736842105263158,2.56,2.388059701492537,2.7454545454545456,2.6666666666666665,2.7291666666666665,2.8285714285714287,2.375,2.0833333333333335,2.7916666666666665,2.2916666666666665,2.375,2.0,2.9166666666666665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.4166666666666667,1.625,2.125,2.75,1.875,1.4583333333333333,8.0,6.0,0.0,0.0,6.0,7.8,7.0,0.16666666666666666,0.125,0.0,0.0,0.041666666666666664,0.20833333333333334,0.041666666666666664,215,180,199,202,224,215,240,40,41,44,39,34,30,38,23,16,10,15,13,11,17,11,9,3,9,9,9,8,3.025,3.097560975609756,3.522727272727273,3.230769230769231,3.588235294117647,3.2666666666666666,3.0789473684210527,1.6666666666666667,1.7083333333333333,1.8333333333333333,1.625,1.4166666666666667,1.25,1.5833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,0.6666666666666666,0.4166666666666667,0.625,0.5416666666666666,0.4583333333333333,0.7083333333333334,7.636363636363637,7.555555555555555,6.333333333333333,7.0,6.444444444444445,7.555555555555555,6.625,0.4583333333333333,0.375,0.125,0.375,0.375,0.375,0.3333333333333333,228,211,184,204,193,177,187
FEDXA07,M,1.0,32,20,12,29,11,4,18,23,18,3.40625,3.4,3.4166666666666665,1.3333333333333333,0.8333333333333334,0.5,1.0,1.0,1.0,1.2083333333333333,0.4583333333333333,0.16666666666666666,8.055555555555555,8.26086956521739,8.222222222222221,0.75,0.9583333333333334,0.75,283,269,193,33,43,37,37,34,34,34,4,5,17,10,11,7,6,4,5,6,6,9,10,10,3.4242424242424243,2.9069767441860463,2.945945945945946,3.5135135135135136,3.7058823529411766,3.5294117647058822,3.588235294117647,1.375,1.7916666666666667,1.5416666666666667,1.5416666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.20833333333333334,0.7083333333333334,0.4166666666666667,0.4583333333333333,0.2916666666666667,0.25,6.25,7.4,7.0,8.0,6.777777777777778,7.4,6.8,0.16666666666666666,0.20833333333333334,0.25,0.25,0.375,0.4166666666666667,0.4166666666666667,142,167,168,188,198,201,196,21,27,31,20,34,33,31,7,5,8,4,7,9,3,12,11,9,12,7,9,10,4.0,3.740740740740741,3.5483870967741935,3.6,3.7941176470588234,3.757575757575758,3.838709677419355,0.875,1.125,1.2916666666666667,0.8333333333333334,1.4166666666666667,1.375,1.2916666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,0.20833333333333334,0.3333333333333333,0.16666666666666666,0.2916666666666667,0.375,0.125,7.166666666666667,7.545454545454546,7.0,7.416666666666667,6.571428571428571,8.0,6.7,0.5,0.4583333333333333,0.375,0.5,0.2916666666666667,0.375,0.4166666666666667,177,189,181,165,182,205,189
FEDXA08,M,1.0,30,20,27,16,4,18,23,20,14,3.0,3.5,3.6296296296296298,1.25,0.8333333333333334,1.125,1.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.75,8.652173913043478,7.95,7.642857142857143,0.9583333333333334,0.8333333333333334,0.5833333333333334,305,233,223,18,26,27,13,25,15,15,10,9,11,16,10,14,11,7,7,8,12,11,11,13,3.6666666666666665,3.3846153846153846,3.0,3.6923076923076925,3.32,3.0,3.3333333333333335,0.75,1.0833333333333333,1.125,0.5416666666666666,1.0416666666666667,0.625,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.375,0.4583333333333333,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.4583333333333333,8.142857142857142,7.428571428571429,7.375,7.166666666666667,7.363636363636363,7.818181818181818,8.0,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.5,0.4583333333333333,0.4583333333333333,0.5416666666666666,133,149,151,150,174,145,165,36,42,42,28,18,17,19,13,18,20,6,8,10,10,6,7,8,10,12,11,12,3.1944444444444446,3.119047619047619,3.0952380952380953,3.357142857142857,3.2777777777777777,3.764705882352941,3.473684210526316,1.5,1.75,1.75,1.1666666666666667,0.75,0.7083333333333334,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5416666666666666,0.75,0.8333333333333334,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667,6.666666666666667,8.428571428571429,7.25,7.0,7.916666666666667,9.818181818181818,8.833333333333334,0.25,0.2916666666666667,0.3333333333333333,0.4166666666666667,0.5,0.4583333333333333,0.5,168,208,208,170,162,182,182
FEDXA09,M,1.0,68,46,25,36,10,13,9,5,12,2.9558823529411766,3.260869565217391,3.48,2.8333333333333335,1.9166666666666667,1.0416666666666667,1.0,1.0,1.0,1.5,0.4166666666666667,0.5416666666666666,7.222222222222222,6.4,7.583333333333333,0.375,0.20833333333333334,0.5,302,192,191,41,51,54,45,50,43,34,6,17,19,24,20,18,11,2,2,3,8,10,14,7,3.2195121951219514,3.0392156862745097,2.9814814814814814,2.933333333333333,3.04,3.3255813953488373,3.1176470588235294,1.7083333333333333,2.125,2.25,1.875,2.0833333333333335,1.7916666666666667,1.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.7083333333333334,0.7916666666666666,1.0,0.8333333333333334,0.75,0.4583333333333333,6.5,8.0,7.0,6.875,7.0,6.714285714285714,8.428571428571429,0.08333333333333333,0.08333333333333333,0.125,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.2916666666666667,151,188,201,211,242,255,176,33,33,33,32,38,16,38,9,5,3,8,12,5,18,5,7,7,10,6,15,9,3.484848484848485,3.5454545454545454,3.6666666666666665,3.625,3.8157894736842106,4.0,3.526315789473684,1.375,1.375,1.375,1.3333333333333333,1.5833333333333333,0.6666666666666666,1.5833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.20833333333333334,0.125,0.3333333333333333,0.5,0.20833333333333334,0.75,7.8,6.428571428571429,7.714285714285714,6.8,6.666666666666667,8.266666666666667,6.555555555555555,0.20833333333333334,0.2916666666666667,0.2916666666666667,0.4166666666666667,0.25,0.625,0.375,163,167,178,192,197,193,211
FEDXA10,M,1.0,37,24,20,15,7,5,9,19,19,3.189189189189189,3.8333333333333335,3.6,1.5416666666666667,1.0,0.8333333333333334,1.0,1.0,1.0,0.625,0.2916666666666667,0.20833333333333334,7.333333333333333,8.842105263157896,7.2105263157894735,0.375,0.7916666666666666,0.7916666666666666,199,267,214,31,34,34,30,27,31,38,9,6,10,17,16,11,9,5,4,8,10,11,9,8,3.4193548387096775,3.5,3.588235294117647,3.3333333333333335,3.3703703703703702,3.4193548387096775,3.473684210526316,1.2916666666666667,1.4166666666666667,1.4166666666666667,1.25,1.125,1.2916666666666667,1.5833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.25,0.4166666666666667,0.7083333333333334,0.6666666666666666,0.4583333333333333,0.375,7.6,8.75,7.625,7.0,7.7272727272727275,8.0,7.375,0.20833333333333334,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.4583333333333333,0.375,0.3333333333333333,153,160,193,187,192,189,200,32,36,44,33,25,40,24,23,2,9,12,6,7,8,5,9,9,9,15,7,13,3.46875,3.638888888888889,3.3181818181818183,3.8484848484848486,3.84,3.65,3.6666666666666665,1.3333333333333333,1.5,1.8333333333333333,1.375,1.0416666666666667,1.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,0.08333333333333333,0.375,0.5,0.25,0.2916666666666667,0.3333333333333333,7.4,7.444444444444445,6.555555555555555,7.333333333333333,7.066666666666666,7.714285714285714,7.0,0.20833333333333334,0.375,0.375,0.375,0.625,0.2916666666666667,0.5416666666666666,171,200,214,205,208,207,187
