mouse_id,sex,order,grain_meal_size,grain_snack_size,grain_number_of_meals,grain_meal_frequency,grain_number_of_snacks,grain_snack_frequency,grain_mega_meal_frequency,grain_mega_meal_size,grain_hourly_meals,grain_hourly_snacks,grain_hourly_mega_meals,grain_number_of_mega_meals,pr_meal_size,pr_snack_size,pr_number_of_meals,pr_meal_frequency,pr_number_of_snacks,pr_snack_frequency,pr_mega_meal_frequency,pr_mega_meal_size,pr_hourly_meals,pr_hourly_snacks,pr_hourly_mega_meals,pr_number_of_mega_meals,nr_meal_size,nr_snack_size,nr_number_of_meals,nr_meal_frequency,nr_number_of_snacks,nr_snack_frequency,nr_mega_meal_frequency,nr_mega_meal_size,nr_hourly_meals,nr_hourly_snacks,nr_hourly_mega_meals,nr_number_of_mega_meals,grain_meals_per_day,pr_meals_per_day,nr_meals_per_day,grain_snacks_per_day,pr_snacks_per_day,nr_snacks_per_day,grain_mega_meals_per_day,pr_mega_meals_per_day,nr_mega_meals_per_day,grain_pellets_per_day,pr_pellets_per_day,nr_pellets_per_day,all_pellets_per_day,all_meals_per_day,all_snacks_per_day,all_mega_meals_per_day
FEDXA01,M,2.0,3.149532710280374,1.0,107,1.5340196332211626,75,1.0752474064634316,0.7311682363951336,8.431372549019608,"[[0, 0, 2, 9, 3, 3, 0, 0, 0, 2, 1, 1, 0, 4, 2, 6, 1, 5, 4, 1, 0, 1, 1, 1], [5, 0, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 3, 1, 2, 5, 1, 0, 0, 2, 2], [2, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 2, 2, 2, 2, 1, 2, 3, 0, 0, 2, 1], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 2, 6, 3, 2, 4, 0, 0, 0, 1], [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 2, 1, 1, 2, 2, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 2, 5, 3, 5, 0, 0, 0, 0, 2], [2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 0, 1, 0, 2, 0, 2, 1, 1, 1, 1, 3], [0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 3, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 2, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",51,3.013333333333333,1.0,225,1.3352675480531468,257,1.5251722659984834,0.3738749134548811,7.126984126984127,"[[0, 0, 3, 2, 0, 2, 0, 1, 0, 0, 1, 0, 1, 0, 4, 1, 4, 6, 3, 0, 2, 1, 3, 3], [3, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 2, 1, 2, 2, 4, 2, 3, 0, 3, 1, 2, 2], [2, 1, 0, 0, 3, 0, 1, 0, 0, 0, 1, 1, 2, 3, 1, 2, 1, 2, 4, 1, 4, 1, 3, 3], [1, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 0, 2, 5, 1, 1, 2, 0, 0, 1, 2, 3], [0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 2, 4, 5, 3, 2, 1, 0, 0, 2, 1], [0, 3, 2, 0, 1, 2, 0, 0, 0, 1, 1, 1, 1, 4, 3, 0, 3, 2, 2, 2, 0, 4, 0, 2], [0, 4, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 3, 3, 1, 1, 2, 2, 0, 4, 0, 0, 1]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 5, 2, 4, 2, 1, 1, 1, 3, 3], [0, 0, 2, 0, 3, 0, 0, 0, 0, 2, 0, 0, 2, 7, 5, 6, 4, 3, 5, 0, 1, 3, 0, 1], [2, 4, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 5, 7, 10, 8, 2, 4, 4, 0, 0, 0, 3], [1, 3, 0, 3, 0, 2, 1, 1, 0, 5, 0, 2, 3, 7, 7, 4, 6, 3, 9, 0, 0, 1, 3, 1], [2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 5, 3, 2, 0, 1, 4, 0, 1, 1, 2, 3], [0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 4, 4, 3, 3, 2, 0, 2, 0, 1, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 3, 1, 0, 1, 0, 0, 1]]","[[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0], [1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 2, 3, 1, 2, 0, 0, 1, 1], [1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 3, 2, 1, 0, 1, 0, 0, 1, 1]]",63,3.656,1.0,125,0.7494990847783397,104,0.6235832385355786,0.7914710335259267,7.916666666666667,"[[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 2, 1, 0, 0, 1], [2, 0, 2, 0, 2, 0, 0, 1, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 1, 0, 1, 0, 0, 1], [3, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 4, 2, 0, 1, 2, 3, 0, 2, 0, 0, 2], [0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 3, 4, 2, 1, 3, 1, 1, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 3, 1, 3, 0, 0, 1, 0, 1, 2, 2, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 1, 0, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 3, 1, 1, 0, 0, 1, 0, 0, 1], [2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 3, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 3, 6, 3, 2, 0, 0, 0, 0, 0], [1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 3, 3, 2, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 4, 2, 0, 0, 0, 0, 0, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 1, 1, 0, 0, 1, 0, 0, 0]]","[[0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 2, 3, 2, 1, 0, 0, 1, 1, 1], [0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 1, 2, 0, 0, 0], [0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 2, 2, 0, 1, 1, 1, 0], [1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 3, 1, 0, 1, 0, 0, 1], [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 2, 2, 1, 1, 1, 2, 1, 0, 2], [1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, 2]]",132,"[47, 30, 28]","[37, 33, 36, 27, 30, 34, 25]","[14, 24, 24, 21, 20, 11, 11]","[30, 18, 25]","[32, 44, 52, 62, 28, 25, 13]","[13, 14, 14, 19, 18, 12, 13]","[21, 17, 13]","[4, 2, 3, 6, 13, 16, 17]","[22, 18, 17, 16, 18, 20, 20]","[340, 271, 224]","[161, 155, 176, 184, 215, 231, 240]","[246, 234, 222, 211, 241, 223, 219]","[340, 271, 224, 161, 155, 176, 184, 215, 231, 240, 246, 234, 222, 211, 241, 223, 219]","[47, 30, 28, 37, 33, 36, 27, 30, 34, 25, 14, 24, 24, 21, 20, 11, 11]","[30, 18, 25, 32, 44, 52, 62, 28, 25, 13, 13, 14, 14, 19, 18, 12, 13]","[21, 17, 13, 4, 2, 3, 6, 13, 16, 17, 22, 18, 17, 16, 18, 20, 20]"
FEDXA02,M,2.0,3.3442622950819674,1.0,122,1.718424151841085,58,0.8169557443178929,0.5070759792317956,7.111111111111111,"[[0, 0, 2, 7, 2, 1, 1, 1, 0, 2, 0, 3, 1, 4, 3, 2, 6, 5, 0, 2, 2, 1, 1, 2], [3, 0, 1, 2, 2, 0, 0, 0, 1, 1, 1, 1, 2, 5, 3, 4, 4, 1, 4, 3, 0, 3, 2, 0], [2, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 2, 4, 3, 3, 3, 1, 0, 0, 2, 1, 3, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 4, 4, 2, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 1, 2, 1, 2, 3], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 4, 6, 2, 2, 0, 1, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 1, 0, 1, 1, 1, 2, 1, 0, 1, 2], [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 1], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]",36,3.0542168674698793,1.0,332,1.9810382549890604,154,0.918915335145528,0.196910428959756,6.606060606060606,"[[0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 1, 2, 4, 4, 2, 5, 2, 3, 2, 2, 0, 3, 4], [0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 0, 0, 4, 6, 2, 3, 5, 0, 0, 6, 1, 3, 1, 2], [1, 7, 2, 1, 2, 1, 0, 1, 0, 0, 2, 0, 3, 4, 5, 4, 5, 3, 2, 3, 2, 3, 3, 3], [3, 3, 1, 0, 0, 2, 0, 3, 0, 3, 1, 3, 2, 5, 5, 3, 3, 3, 1, 2, 1, 2, 3, 3], [2, 2, 4, 2, 0, 0, 0, 0, 1, 0, 2, 1, 3, 5, 4, 4, 5, 4, 3, 0, 2, 1, 2, 3], [3, 5, 0, 2, 1, 1, 0, 0, 0, 1, 0, 1, 2, 5, 4, 5, 5, 4, 1, 2, 1, 2, 0, 3], [1, 3, 1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 2, 4, 4, 2, 4, 2, 1, 2, 3, 2, 2, 3]]","[[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 0, 1, 0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 3, 3, 1, 3, 2, 0, 2, 0, 1, 1, 2], [1, 0, 4, 3, 1, 0, 0, 1, 0, 0, 0, 0, 2, 6, 5, 3, 3, 1, 0, 1, 0, 1, 0, 0], [3, 3, 0, 0, 0, 1, 0, 3, 0, 3, 0, 2, 0, 3, 2, 1, 2, 3, 0, 4, 0, 0, 0, 2], [1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 3, 5, 1, 0, 1, 2, 0, 3, 0, 0, 0], [1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 1, 3, 1, 1, 1, 0, 0, 0, 0, 1, 1], [1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 3, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0]]","[[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0], [1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 0]]",33,3.563451776649746,1.0,197,1.189244480963201,99,0.5976406274891213,0.4346477290829973,7.166666666666667,"[[0, 0, 1, 3, 0, 1, 0, 0, 0, 1, 1, 0, 4, 1, 2, 1, 1, 2, 0, 1, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 2, 2, 2, 2, 0, 1, 0, 1, 2], [2, 1, 3, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 6, 3, 2, 3, 1, 2, 2, 2, 1, 1, 1], [2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 5, 1, 5, 1, 2, 1, 0, 0, 3], [0, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 5, 4, 2, 0, 1, 2, 3, 2, 1, 1, 3], [2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3, 5, 3, 1, 3, 2, 0, 1, 1, 0, 2], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 2, 2, 1, 2, 2, 2, 0, 1, 0]]","[[0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2], [1, 0, 0, 2, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 0, 1, 1, 0, 0], [0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 2, 1, 0, 0, 0, 0, 1], [0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3], [0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 0, 1, 1, 1], [2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 2, 3, 0, 0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 1, 1, 0, 0], [0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0], [0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0], [0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0], [0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 1, 1, 0, 0, 0, 1, 1]]",72,"[48, 43, 30]","[40, 42, 57, 52, 50, 48, 41]","[22, 21, 37, 33, 32, 28, 19]","[29, 20, 9]","[10, 24, 32, 32, 22, 16, 17]","[13, 16, 16, 13, 16, 12, 12]","[18, 7, 10]","[4, 1, 3, 4, 4, 6, 9]","[17, 12, 7, 9, 7, 7, 13]","[304, 214, 194]","[154, 153, 204, 211, 203, 226, 214]","[225, 171, 195, 172, 182, 175, 181]","[304, 214, 194, 154, 153, 204, 211, 203, 226, 214, 225, 171, 195, 172, 182, 175, 181]","[48, 43, 30, 40, 42, 57, 52, 50, 48, 41, 22, 21, 37, 33, 32, 28, 19]","[29, 20, 9, 10, 24, 32, 32, 22, 16, 17, 13, 16, 16, 13, 16, 12, 12]","[18, 7, 10, 4, 1, 3, 4, 4, 6, 9, 17, 12, 7, 9, 7, 7, 13]"
