mouse_id,sex,order,grain_meals_per_day_day1,grain_meals_per_day_day2,grain_meals_per_day_day3,grain_snacks_per_day_day1,grain_snacks_per_day_day2,grain_snacks_per_day_day3,grain_mega_meals_per_day_day1,grain_mega_meals_per_day_day2,grain_mega_meals_per_day_day3,grain_meal_size_per_day_day1,grain_meal_size_per_day_day2,grain_meal_size_per_day_day3,grain_meal_freq_per_day_day1,grain_meal_freq_per_day_day2,grain_meal_freq_per_day_day3,grain_snack_size_per_day_day1,grain_snack_size_per_day_day2,grain_snack_size_per_day_day3,grain_snack_freq_per_day_day1,grain_snack_freq_per_day_day2,grain_snack_freq_per_day_day3,grain_mega_meal_size_per_day_day1,grain_mega_meal_size_per_day_day2,grain_mega_meal_size_per_day_day3,grain_mega_meal_freq_per_day_day1,grain_mega_meal_freq_per_day_day2,grain_mega_meal_freq_per_day_day3,grain_pellets_per_day_day1,grain_pellets_per_day_day2,grain_pellets_per_day_day3,pr_meals_per_day_day1,pr_meals_per_day_day2,pr_meals_per_day_day3,pr_meals_per_day_day4,pr_meals_per_day_day5,pr_meals_per_day_day6,pr_meals_per_day_day7,pr_snacks_per_day_day1,pr_snacks_per_day_day2,pr_snacks_per_day_day3,pr_snacks_per_day_day4,pr_snacks_per_day_day5,pr_snacks_per_day_day6,pr_snacks_per_day_day7,pr_mega_meals_per_day_day1,pr_mega_meals_per_day_day2,pr_mega_meals_per_day_day3,pr_mega_meals_per_day_day4,pr_mega_meals_per_day_day5,pr_mega_meals_per_day_day6,pr_mega_meals_per_day_day7,pr_meal_size_per_day_day1,pr_meal_size_per_day_day2,pr_meal_size_per_day_day3,pr_meal_size_per_day_day4,pr_meal_size_per_day_day5,pr_meal_size_per_day_day6,pr_meal_size_per_day_day7,pr_meal_freq_per_day_day1,pr_meal_freq_per_day_day2,pr_meal_freq_per_day_day3,pr_meal_freq_per_day_day4,pr_meal_freq_per_day_day5,pr_meal_freq_per_day_day6,pr_meal_freq_per_day_day7,pr_snack_size_per_day_day1,pr_snack_size_per_day_day2,pr_snack_size_per_day_day3,pr_snack_size_per_day_day4,pr_snack_size_per_day_day5,pr_snack_size_per_day_day6,pr_snack_size_per_day_day7,pr_snack_freq_per_day_day1,pr_snack_freq_per_day_day2,pr_snack_freq_per_day_day3,pr_snack_freq_per_day_day4,pr_snack_freq_per_day_day5,pr_snack_freq_per_day_day6,pr_snack_freq_per_day_day7,pr_mega_meal_size_per_day_day1,pr_mega_meal_size_per_day_day2,pr_mega_meal_size_per_day_day3,pr_mega_meal_size_per_day_day4,pr_mega_meal_size_per_day_day5,pr_mega_meal_size_per_day_day6,pr_mega_meal_size_per_day_day7,pr_mega_meal_freq_per_day_day1,pr_mega_meal_freq_per_day_day2,pr_mega_meal_freq_per_day_day3,pr_mega_meal_freq_per_day_day4,pr_mega_meal_freq_per_day_day5,pr_mega_meal_freq_per_day_day6,pr_mega_meal_freq_per_day_day7,pr_pellets_per_day_day1,pr_pellets_per_day_day2,pr_pellets_per_day_day3,pr_pellets_per_day_day4,pr_pellets_per_day_day5,pr_pellets_per_day_day6,pr_pellets_per_day_day7,nr_meals_per_day_day1,nr_meals_per_day_day2,nr_meals_per_day_day3,nr_meals_per_day_day4,nr_meals_per_day_day5,nr_meals_per_day_day6,nr_meals_per_day_day7,nr_snacks_per_day_day1,nr_snacks_per_day_day2,nr_snacks_per_day_day3,nr_snacks_per_day_day4,nr_snacks_per_day_day5,nr_snacks_per_day_day6,nr_snacks_per_day_day7,nr_mega_meals_per_day_day1,nr_mega_meals_per_day_day2,nr_mega_meals_per_day_day3,nr_mega_meals_per_day_day4,nr_mega_meals_per_day_day5,nr_mega_meals_per_day_day6,nr_mega_meals_per_day_day7,nr_meal_size_per_day_day1,nr_meal_size_per_day_day2,nr_meal_size_per_day_day3,nr_meal_size_per_day_day4,nr_meal_size_per_day_day5,nr_meal_size_per_day_day6,nr_meal_size_per_day_day7,nr_meal_freq_per_day_day1,nr_meal_freq_per_day_day2,nr_meal_freq_per_day_day3,nr_meal_freq_per_day_day4,nr_meal_freq_per_day_day5,nr_meal_freq_per_day_day6,nr_meal_freq_per_day_day7,nr_snack_size_per_day_day1,nr_snack_size_per_day_day2,nr_snack_size_per_day_day3,nr_snack_size_per_day_day4,nr_snack_size_per_day_day5,nr_snack_size_per_day_day6,nr_snack_size_per_day_day7,nr_snack_freq_per_day_day1,nr_snack_freq_per_day_day2,nr_snack_freq_per_day_day3,nr_snack_freq_per_day_day4,nr_snack_freq_per_day_day5,nr_snack_freq_per_day_day6,nr_snack_freq_per_day_day7,nr_mega_meal_size_per_day_day1,nr_mega_meal_size_per_day_day2,nr_mega_meal_size_per_day_day3,nr_mega_meal_size_per_day_day4,nr_mega_meal_size_per_day_day5,nr_mega_meal_size_per_day_day6,nr_mega_meal_size_per_day_day7,nr_mega_meal_freq_per_day_day1,nr_mega_meal_freq_per_day_day2,nr_mega_meal_freq_per_day_day3,nr_mega_meal_freq_per_day_day4,nr_mega_meal_freq_per_day_day5,nr_mega_meal_freq_per_day_day6,nr_mega_meal_freq_per_day_day7,nr_pellets_per_day_day1,nr_pellets_per_day_day2,nr_pellets_per_day_day3,nr_pellets_per_day_day4,nr_pellets_per_day_day5,nr_pellets_per_day_day6,nr_pellets_per_day_day7
FEDXA11,M,1.0,48,33,15,33,17,8,15,13,19,3.1875,3.3333333333333335,3.4,2.424106391336064,1.5123739688359306,0.7653712050344416,1.0,1.0,1.0,1.9685496031417258,1.17930436458233,0.4492629280087358,8.066666666666666,9.384615384615385,8.789473684210526,0.8329220138203357,0.5646650016288414,0.8129791406667853,307,249,226,27,12,40,51,48,54,47,26,25,35,37,46,38,37,5,3,5,7,5,9,7,3.0,2.5,2.875,2.8627450980392157,3.0416666666666665,2.7962962962962963,3.0851063829787235,1.6410602735100455,0.6248734342002489,1.809090680670368,2.294225698826646,2.097621966763374,2.3260544421178575,1.9842154022961556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3826722800797695,1.4792899408284026,1.6137915135058984,1.637127897544308,1.9228759536001672,1.7602099899637145,1.756120713522921,8.4,9.666666666666666,12.2,7.285714285714286,6.6,6.888888888888889,7.0,0.42229729729729737,1.124999999999998,0.35129491207868996,0.3955112610845171,0.3418608626289101,0.4102668000455851,0.42702455391185035,149,84,211,234,225,251,231,28,31,37,38,38,31,28,8,19,18,29,29,29,28,11,7,8,7,8,7,10,3.607142857142857,3.225806451612903,3.2432432432432434,3.0789473684210527,2.9473684210526314,3.064516129032258,3.1785714285714284,1.3694535771540366,1.3589868485143692,1.5559293523969726,1.6452788434940533,1.656595502488526,1.3912262986648716,1.2750294091604792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6912774230713841,0.8170188368231824,1.0696246409824697,1.505125210847282,1.2556679455877222,1.3023789623382949,1.5530390570834294,8.636363636363637,6.428571428571429,7.375,8.857142857142858,6.75,8.428571428571429,7.1,0.5361785095320625,0.3650428056147059,0.36854565231300795,0.4391468005018821,0.35149813876853603,0.2997288167848138,0.42874496820141433,204,164,197,208,195,183,188
FEDXA12,M,1.0,38,29,33,17,24,13,13,12,13,2.973684210526316,3.310344827586207,3.303030303030303,1.9253775457066051,1.2612656148065817,1.3904657123795923,1.0,1.0,1.0,0.8709016393442623,1.0304483165766218,0.5486968449931412,8.23076923076923,6.75,7.846153846153846,0.6544173168890007,0.5638140979626997,0.6815897936297569,237,201,224,38,55,58,55,30,32,40,13,21,31,27,21,15,14,4,7,6,9,16,11,11,3.3421052631578947,3.018181818181818,3.0517241379310347,2.9272727272727272,3.2333333333333334,3.6875,3.175,1.9693937779825232,2.328918581947352,2.4337933606863107,2.2966906775237494,1.2598572161821662,1.4154594714143527,1.7177211565989126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6807074703281358,0.9233249468721755,1.2950842501044422,1.1379467787442783,0.9142249041635935,0.6596628389934032,0.6263904251749292,7.25,7.571428571428571,8.0,8.222222222222221,7.875,7.636363636363637,8.363636363636363,0.3122018905558928,0.4507243784653907,0.37322459135363045,0.41903776513191937,0.8215426745778188,0.5142923934077068,0.5708766416307466,169,239,257,261,244,217,233,32,31,39,33,39,41,46,19,22,21,17,19,22,23,7,13,6,8,7,7,4,3.625,3.032258064516129,3.282051282051282,3.3636363636363638,3.3076923076923075,3.4390243902439024,3.4782608695652173,1.5498244339508414,1.3396876463032543,1.6579674547129262,1.4124696818376368,1.6754776423976985,1.7678763923823204,1.935008938899989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9244117686808212,0.9398920073577405,0.9098896337573869,0.7705285422909374,0.7993082010891162,1.2579415501905968,1.1396481955570235,8.857142857142858,6.3076923076923075,7.0,7.5,6.285714285714286,7.428571428571429,8.5,0.391620563187667,0.61597588743962,0.36805425392335595,0.36569571069405993,0.3010141309411469,0.37885621504600414,0.22319006804197208,197,198,191,188,192,215,217
FEDXB01,F,2.0,32,27,18,12,14,5,11,21,23,3.03125,3.111111111111111,3.611111111111111,4.0534834623504565,1.3696506827116832,0.7580809321587761,1.0,1.0,1.0,1.2933357283994968,0.721814848762603,0.29994001199760045,8.818181818181818,8.761904761904763,7.869565217391305,1.5744274809160301,1.0049583261329045,0.9887157442235356,206,282,251,20,38,64,65,71,72,58,16,23,32,35,32,38,24,4,2,1,3,2,1,0,2.75,2.973684210526316,2.828125,2.6769230769230767,2.816901408450704,2.888888888888889,2.7758620689655173,1.1604106564378616,1.64823248752982,2.686253934942288,2.7185278126306986,3.1985583962157893,3.026481715006306,2.4328008668600787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8737191373084805,1.0891297485004734,1.5011141081271253,1.7298900284196217,1.4152855756354654,1.6233727705324619,1.175222394515628,6.75,9.0,6.0,7.666666666666667,6.0,9.0,0.0,0.5217013259908702,3.6199095022624306,37.113402061863326,0.15446666094567923,0.13934584865492552,37.89473684212612,0.0,98,154,219,232,244,255,185,62,45,43,43,35,61,50,13,18,7,10,14,16,11,6,6,4,3,2,3,6,3.096774193548387,3.4444444444444446,3.046511627906977,3.0232558139534884,3.3142857142857145,2.9508196721311477,3.36,3.1274520793633,1.8793939534559967,1.8494844621799542,1.8083478382766953,1.6542162822145496,2.5968497232865038,2.1534449136827507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6601125576540615,0.7793988525516894,0.33136094674556216,0.7385524372230425,0.7222389407162201,0.6883611984177258,0.6079960695203592,6.833333333333333,6.666666666666667,7.5,6.0,9.0,6.333333333333333,7.0,0.6796299792335285,0.626650033363312,0.6012275061584069,3.5999999999999592,0.6919085143186601,0.8638617821148649,0.37658873372038276,245,214,168,158,148,215,221
FEDXB02,F,2.0,56,47,30,25,30,6,7,7,11,2.875,3.234042553191489,3.2666666666666666,6.321929191884349,2.01490937671184,1.403417581703593,1.0,1.0,1.0,3.0560271646859083,1.3488703211060737,0.2653921291575028,6.571428571428571,7.285714285714286,7.363636363636363,0.7885843034171987,0.41126742174494896,0.9653592062602077,232,233,185,30,49,71,37,49,54,30,36,59,68,22,27,21,16,8,6,3,2,1,1,8,3.1666666666666665,2.795918367346939,2.6056338028169015,2.918918918918919,3.0408163265306123,3.0185185185185186,3.3333333333333335,1.4540362970542302,2.0535984539803023,2.994587248400777,1.7078893718505976,2.0549381421681683,2.3157192547767678,1.2627000736575051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.025791324736225,2.6976224344645394,2.840764035555968,1.242294480259752,1.2745368002832302,0.9404505703658554,0.7768561602265831,10.25,6.0,6.333333333333333,11.5,6.0,8.0,6.375,0.4848076761215386,0.3857418387027645,0.29016657710908117,0.14224751066856328,34.615384615370694,31.858407079665376,0.6928073129660799,213,232,272,150,185,192,167,37,38,30,34,23,45,35,12,7,9,1,3,8,5,7,8,7,7,5,7,9,3.4594594594594597,3.6052631578947367,3.4,3.0294117647058822,3.4782608695652173,3.066666666666667,3.8,1.904652958503732,1.7857609064564135,1.2875843486969172,1.4599236641221371,1.0041841004184107,1.935460747183425,1.6398563173512415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7314966896388235,0.4209330683014014,0.4093596805983728,100.0,0.6470165348670016,0.9216589861751144,0.3540937168037137,6.285714285714286,6.875,6.0,6.285714285714286,7.0,6.571428571428571,6.666666666666667,0.4939336325682589,0.37913693688949746,0.3427918491715863,0.3583210101239906,0.6878893262506208,0.552268244575937,0.3842322470471038,184,199,153,148,118,192,198
FEDXB03,F,2.0,20,42,30,17,30,4,2,10,13,2.85,3.238095238095238,3.533333333333333,1.0210738293104917,1.9037785976001307,1.2651703294128676,1.0,1.0,1.0,0.8854294766996051,1.4854549205694245,0.31348644824208116,6.0,6.9,6.769230769230769,0.12264295569523224,0.4800832144238335,0.6227627779478103,86,235,198,34,43,55,59,64,70,53,21,29,43,48,32,28,29,2,0,3,0,4,4,3,2.735294117647059,2.697674418604651,2.8727272727272726,2.9152542372881354,2.9375,3.242857142857143,3.0,1.630239341511168,1.8166029056258364,2.3466666666666667,2.5170051904344315,2.6898918906297435,2.923196492164211,2.2835531512554756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9937692247022636,1.402471789360559,1.8794619008304605,2.0599630446444546,1.48131003356093,1.1819333051920635,1.4078998826750093,8.5,0.0,6.333333333333333,0.0,8.5,7.25,6.333333333333333,14.035087719298238,0.0,0.16492830200204628,0.0,0.4992372763833034,0.46648741455829484,0.2542971509300684,131,145,220,220,254,284,207,60,63,59,49,48,42,36,22,19,19,19,24,11,6,4,2,4,3,2,2,5,3.1666666666666665,3.2698412698412698,3.152542372881356,3.0408163265306123,3.0208333333333335,3.4523809523809526,3.7222222222222223,3.038402025601351,2.6329231483631297,2.5204101006265427,2.067098679353622,2.0459631300394268,1.7769838285069575,1.5198958589874396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1632176480091647,0.8507039450773594,0.8291210589475981,0.803165694022052,1.0306695773538992,0.6101694915254234,1.5617092039621172,7.0,7.0,6.75,6.666666666666667,6.5,6.0,6.6,0.2938655565078977,0.35735556879094693,0.23059923774140864,1.9142148174406348,0.282330797584503,0.15540686380315136,0.31583380123526106,240,239,232,188,182,168,173
FEDXB04,F,2.0,35,21,33,15,5,14,5,14,11,3.1714285714285713,3.5714285714285716,2.8484848484848486,1.9003091772867808,1.018469870266338,1.5913413882712246,1.0,1.0,1.0,0.7978369753113779,0.5314437555358722,1.3408177924392777,6.2,7.285714285714286,7.818181818181818,0.3295496155254486,0.7280501545662035,0.7994186046511629,157,182,194,22,40,52,48,34,43,49,35,49,48,44,42,31,17,0,1,3,4,7,7,7,2.8181818181818183,2.525,2.519230769230769,2.625,2.9411764705882355,2.9302325581395348,3.163265306122449,1.733800350262697,1.6884167575363183,2.364054252014245,2.0337068072686186,1.4942135846476878,1.964317437758548,2.0930232558139523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6226505422225923,2.0828413545553297,2.135257701385199,1.9001919385796548,1.775606548136318,1.5622156585522904,0.7643312101910825,0.0,6.0,7.0,6.75,7.0,7.0,6.285714285714286,0.0,33.02752293577756,0.24440471610581815,0.21856264703650294,0.3009134873723804,0.376878785612802,0.5981485877047232,97,156,200,197,191,206,216,45,25,28,20,13,23,22,12,12,11,5,6,6,8,9,18,13,14,14,15,12,3.488888888888889,3.32,3.6785714285714284,3.6,4.0,3.5652173913043477,3.5454545454545454,2.344631950675891,1.1528558802054643,1.2437381240283296,0.8766696294853222,0.5910359546872436,0.9827193315609574,1.2246223308026525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6350139644274585,0.6708074534161492,0.4773097089133972,0.329863656355373,0.4093157226506982,0.3221236298560884,0.341949348752716,7.333333333333333,8.222222222222221,7.076923076923077,8.071428571428571,7.571428571428571,7.4,7.666666666666667,0.7253514820453122,0.7621736062103036,0.5563480741797432,0.6590130495044326,0.7488077020220779,0.673140449508233,0.6537134556019616,233,245,206,190,164,199,178
FEDXB05,F,2.0,39,35,33,25,23,8,19,9,6,3.1794871794871793,3.4857142857142858,3.727272727272727,1.8603665081026646,1.4749607847727857,1.4227715301979669,1.0,1.0,1.0,1.1879776660198789,1.0951946351335262,0.3796467176377536,8.0,7.222222222222222,7.5,0.912961652941098,0.6180611193773606,1.116221383907809,301,210,176,40,41,46,50,47,48,42,29,52,28,35,26,18,23,2,1,6,2,3,10,7,2.8,2.4390243902439024,2.782608695652174,3.1,3.234042553191489,3.4375,3.6666666666666665,1.908928216345198,1.9777834353937476,1.9272621472214144,2.096143096702069,1.9844713940559688,2.0197061608050784,1.8178320669423864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.361520103287732,2.173610143514003,1.1861893666596062,1.5460122699386505,1.1822212117767417,0.9583247064391137,0.9917474158272345,7.0,6.0,7.833333333333333,6.5,8.333333333333334,6.7,6.428571428571429,0.8288246805571539,41.86046511628809,0.6366047745358092,1.545396007726977,0.5898094041832775,0.4337140378776925,1.2393645797472053,155,158,203,203,203,250,222,40,43,50,33,32,50,42,5,9,7,9,14,28,23,12,9,5,8,6,3,9,3.85,3.5348837209302326,3.38,3.878787878787879,3.34375,3.1,3.1904761904761907,2.2573717295543263,2.150985868523073,2.148099528611493,1.4030612244897953,1.3421098619444285,2.1347248576850086,1.8031555221637874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3374894534545796,0.4671953857245854,0.33188900156725354,0.43209794220023195,1.1776526392036828,1.200485910963961,0.9805314764814547,6.5,6.333333333333333,6.8,6.25,6.166666666666667,8.333333333333334,7.333333333333333,0.796195952670574,0.9212134997583238,0.264096130991681,0.340780007572889,0.9338925158891446,0.17591868647380757,0.4552160168598529,237,218,210,187,158,208,223
FEDXB06,F,2.0,40,24,24,13,4,2,22,13,17,3.775,3.625,3.875,1.8416441789975828,1.010881010881011,1.0176438717580267,1.0,1.0,1.0,0.8812065751567532,0.4117697520802951,0.09158790530828236,7.7727272727272725,8.23076923076923,7.705882352941177,1.0453927482477792,0.9655855409754891,0.746523542327397,335,198,226,42,35,56,54,58,51,35,21,15,25,35,24,13,21,0,3,5,2,4,5,4,2.6904761904761907,3.0,2.8035714285714284,2.9814814814814814,2.896551724137931,3.0588235294117645,3.2857142857142856,1.964325152975719,1.4945378201098367,2.367614417080647,2.3239411363880893,2.450790520792985,2.353574587547592,1.8253991249674015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0472219528750122,0.7316379205224436,1.0518073556394407,1.5412278448497307,1.0130262988193088,0.7023968542226358,1.2320730117340282,0.0,6.0,6.0,6.0,6.0,6.8,8.0,0.0,0.8085647974844654,0.46474400351139894,0.9544008483563126,0.4491438195938991,0.6249132064990982,0.9488041114844825,134,138,212,208,216,203,168,26,63,46,48,34,42,25,17,22,17,11,11,16,8,3,11,8,7,17,23,27,3.269230769230769,3.253968253968254,3.5217391304347827,3.6875,3.323529411764706,3.4047619047619047,3.84,1.4058909232918275,2.803599683544304,2.087903774869506,2.018361482935034,1.4540961794335685,1.8962338688438247,1.0551986118276038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0391903823948923,0.9862153984086071,0.9974899762036704,0.588550026752274,0.5311728726258185,0.7558658338144981,0.6063413196345108,12.0,7.818181818181818,7.25,7.285714285714286,7.117647058823529,7.6521739130434785,7.444444444444445,0.174669664084359,0.7724719101123596,0.494964424431994,0.511789435203802,0.8052525624662836,1.1371908090810454,1.1577079288700431,138,313,237,239,245,335,305
FEDXB07,F,1.0,37,23,27,33,6,11,21,18,19,2.891891891891892,3.217391304347826,3.740740740740741,2.093878705945232,1.1209032205661373,1.1772400261608897,1.0,1.0,1.0,1.5236434058816741,0.3475630360274833,0.5233733793267515,7.619047619047619,7.0,7.631578947368421,1.090562880470846,0.7644845038519166,0.7999625748502995,300,206,257,42,40,61,55,59,69,70,9,21,18,17,21,29,15,1,10,5,8,10,5,6,3.142857142857143,3.325,3.4918032786885247,3.381818181818182,3.3728813559322033,3.246376811594203,3.4,2.2246744647980576,1.703073811692075,2.544493882091212,2.5350489725369703,2.472556255311223,2.891936572985309,2.963694739441837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4946942514695778,0.9080099448708248,0.8554003748976952,0.7159737008353027,0.9295462928808557,1.2634024735581,0.7565886259509893,6.0,6.5,6.8,6.5,6.8,6.4,6.333333333333333,41.379310344828724,0.42569796729220616,0.5100884153253228,0.8507118804277193,0.5161216326647645,0.45981709497777506,0.5959278265187886,147,219,265,255,288,285,291,26,29,32,36,42,34,26,8,2,16,12,6,19,11,14,14,11,9,11,10,12,3.4615384615384617,3.3448275862068964,3.625,3.388888888888889,3.4285714285714284,3.3823529411764706,3.3461538461538463,1.369101600210631,1.2541143117987652,1.361863104385861,1.5209303963103349,1.7632036196984353,1.4437537597754164,1.091978160436791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43793622553715617,1.2193056731583418,0.6908628589248448,0.6673669900512886,0.3596583245916378,0.7999719308094448,0.5514475498182733,7.785714285714286,6.5,7.636363636363637,6.888888888888889,6.7272727272727275,7.6,7.666666666666667,0.7520031035048717,0.8936170212765959,0.513126182393034,1.0573722341883685,0.47968602369358254,1.1204830526938254,0.7802340702210665,207,190,216,196,224,210,190
FEDXB08,F,1.0,23,12,4,21,6,2,10,21,18,3.130434782608696,3.8333333333333335,4.5,2.8286417053839843,0.5183087776551327,0.27159562429271966,1.0,1.0,1.0,3.8536038332143954,0.30787650731206706,0.17657878602084603,6.8,9.428571428571429,8.61111111111111,1.417992752481487,0.917464593876288,0.7716122886401523,161,250,175,31,33,27,17,24,36,36,15,11,3,6,4,9,8,5,10,10,13,15,9,8,3.193548387096774,3.727272727272727,3.814814814814815,4.117647058823529,3.125,3.8055555555555554,3.5277777777777777,1.7088258712562012,1.4314115308151094,1.1612070819296108,0.7135445207475891,1.0566610001589882,1.7381741124716685,1.7177849057604122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.927181882179221,0.6778500513522765,0.1930570948482356,0.2625118494932062,0.359514655215459,0.48070503404994036,0.3825412427277313,7.0,7.7,7.0,7.615384615384615,6.866666666666666,8.11111111111111,6.625,0.5997201306057173,0.5862905721218833,0.7875221490604424,0.6431486800335317,0.6484461309380853,0.4133654839820876,0.4718526771085916,149,210,176,175,182,219,188,19,17,26,21,14,23,10,1,3,2,5,7,7,2,14,14,12,11,14,16,18,3.6315789473684212,3.9411764705882355,3.576923076923077,3.9523809523809526,4.142857142857143,3.739130434782609,3.8,0.989068193649141,0.7553037876263468,1.1000893234920783,0.8970844754547715,0.7929141167031136,0.9848232551501025,0.4412521756183662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.6196568936829425,3.7815126050419847,0.6471328419917308,0.45966947575790723,0.35969169283471314,26.56826568265424,7.714285714285714,8.071428571428571,8.083333333333334,7.7272727272727275,7.642857142857143,7.375,7.833333333333333,0.7735281478298237,0.6639878795863249,0.614011399007917,0.7341626652329485,0.7133959913939529,0.6916260416416516,0.8759242487733009,178,183,192,173,172,211,181
FEDXB10,F,1.0,48,37,43,29,24,17,10,11,8,3.1458333333333335,3.081081081081081,3.3488372093023258,2.200096763515062,1.5814030796993908,2.02941870526233,1.0,1.0,1.0,1.3440790998274839,1.0813787579163434,0.8019288222653177,7.4,6.636363636363637,7.0,0.4936104864805572,0.5051471432398301,0.3393185352749893,254,211,217,57,83,69,57,43,59,63,24,25,31,34,29,33,46,4,1,3,1,3,4,4,2.8421052631578947,2.8674698795180724,2.739130434782609,2.6666666666666665,2.86046511627907,2.694915254237288,2.6507936507936507,2.910266774454325,3.4865404137641334,2.9129287598944593,2.4066711234650433,1.8174346932785437,2.4688488004463456,2.6592252133946173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3507175687083766,1.049501486793773,1.294438322797657,1.4715960324616768,1.231378932097236,1.9294171146444064,1.9755678564611578,6.5,7.0,7.0,6.0,6.666666666666667,7.25,7.25,0.3318278182320951,33.962264150944236,0.33838826920666765,33.962264150936036,0.35853002688975233,0.36190907034607617,0.42926131282418195,212,270,241,192,172,221,242,40,43,63,52,54,54,48,13,30,31,38,32,41,19,4,3,4,2,5,6,9,2.975,2.744186046511628,2.6984126984126986,3.0,3.0,2.8333333333333335,2.8541666666666665,1.938610662358643,1.7977632480518426,2.6878725749297816,2.389553362862358,2.3270011132258412,2.2952135823750255,2.038240602035882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.754072474743406,1.303969863807592,1.3263135376680173,1.7660956118720876,1.375161151697465,1.7428267800212536,0.8911471565370337,8.0,9.666666666666666,6.25,9.0,8.2,6.833333333333333,7.666666666666667,0.6035205364626991,0.5549845837615619,0.47410529088335046,0.1939655172413792,0.37225462216155875,0.27003037841757205,0.4296797294609112,164,177,226,212,235,235,225
FEDXB11,F,1.0,32,49,43,8,9,8,19,7,14,3.34375,3.36734693877551,3.2325581395348837,1.761494824079879,2.3366404832236105,1.999302568871324,1.0,1.0,1.0,0.424979341282021,0.6884827879303017,0.9336402243329984,8.263157894736842,7.857142857142857,7.0,1.0869565217391304,0.37082818294190356,0.6249302533199421,272,229,245,35,40,36,39,34,42,44,41,65,36,40,38,40,51,3,4,1,0,2,4,1,2.3714285714285714,2.425,2.388888888888889,2.4871794871794872,2.6176470588235294,2.642857142857143,2.8636363636363638,1.8704630138206437,1.698353540595367,1.6213376035229057,1.6480033805197545,1.4580107206670638,1.774939544056534,1.9641882843112946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.162669050095972,2.7740895295902885,2.0797894534133583,1.6742239274502966,1.5965454863745119,1.726473797163307,2.2368693575701464,6.333333333333333,6.25,7.0,0.0,6.5,6.5,6.0,0.653673889359642,0.23634065879958646,40.449438202245226,0.0,0.37729916679767356,0.44662241796414603,29.2682926829291,143,187,129,137,140,177,183,42,44,47,44,43,40,45,33,53,51,50,36,39,31,2,1,2,3,6,6,3,2.7142857142857144,2.409090909090909,2.4468085106382977,2.6136363636363638,2.9302325581395348,2.775,2.6,2.402745995423341,1.9099294628323387,2.058895108298857,1.8734476641040803,1.8222912840796726,1.7351069982648923,1.9090041361756291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7895069817886031,2.361766125738052,2.1632831002344743,2.435130820639088,1.5290050848857368,1.842834079304868,1.3363829048366054,6.5,6.0,6.0,6.666666666666667,6.5,6.666666666666667,7.666666666666667,0.6593406593406593,41.86046511628809,0.2863164592197875,0.19418872266973533,0.4570074475287748,0.26681819304790383,0.4033312170892941,160,165,178,185,201,190,171
