"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"NR X0 Order1 - PR X0 Order1",-7.25606060575756,2.95717534437066,21,-2.45371334492233,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X1 Order1",-5.99545454545454,2.1293975751302,21,-2.81556371411193,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X1 Order1",-5.22121212121211,3.34544608353995,21,-1.56069235337589,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X2 Order1",-7.05757575757575,2.53704809332128,21,-2.78180605884242,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X2 Order1",-4.08030303030302,2.54358337424003,21,-1.60415540989378,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X3 Order1",-8.18333333333333,2.80822476714258,21,-2.91405924094175,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X3 Order1",-4.18939393909091,2.80375498607376,21,-1.49420828849154,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X4 Order1",-11.4590909090909,2.90375919336118,21,-3.94629518015462,0.2629535887832,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X4 Order1",-8.15454545454545,2.93861824856177,21,-2.77495910145406,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X5 Order1",-12.3484848481818,2.53008540598553,21,-4.88065929275291,0.0294894944778361,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X5 Order1",-7.28939393939392,3.015054727401,21,-2.41766554787463,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X6 Order1",-11.8545454545454,2.91766658428266,21,-4.06302266283795,0.201752348077869,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X6 Order1",-5.60454545454543,2.8539783142125,21,-1.96376595667718,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X0 Order2",-4.60820707070708,2.32227063804984,21,-1.98435401765958,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X0 Order2",-18.7637626262626,2.71955931819104,21,-6.89955997677728,0.000306302687227986,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X1 Order2",-6.94154040404041,3.03101340266196,21,-2.29017146474643,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X1 Order2",-15.9318181815404,3.08865169791724,21,-5.15817895306346,0.0154441341447787,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X2 Order2",-9.43042929292928,2.87763410070128,21,-3.2771467681145,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X2 Order2",-11.5554292929293,2.27607514745059,21,-5.07691027067906,0.0186479332109644,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X3 Order2",-10.5304292929293,2.66427885805071,21,-3.95245012026773,0.259845343426462,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X3 Order2",-10.0748737373737,2.69913472835831,21,-3.73263091742795,0.431383583201682,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X4 Order2",-12.3970959595959,2.76686898358141,21,-4.48055041028696,0.0751773799967118,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X4 Order2",-8.08598484848486,3.1239045644422,21,-2.58842249552802,1,"NANA OrderNA - NANA OrderNA"
