"contrast","estimate","SE","df","t.ratio","p.value"
"NR0 Order2 - PR0 Order1",-2.64785353505048,2.75283479849026,21,-0.961864306751226,0.726053005553066
"NR1 Order2 - PR1 Order1",1.7203282828283,3.70281717633116,21,0.464599844092989,0.726053005553066
"NR2 Order2 - PR2 Order1",5.35012626262626,2.83708371585768,21,1.88578371259265,0.292934461905991
"NR3 Order2 - PR3 Order1",6.34103535383839,3.02701245685928,21,2.09481640535355,0.242464605279226
"NR4 Order2 - PR4 Order1",4.2425505050505,3.52396044545036,21,1.20391547258366,0.726053005553066
"NR5 Order2 - PR5 Order1",8.20075757575758,3.13121702768576,21,2.61903199402906,0.0961968213287563
"NR6 Order2 - PR6 Order1",10.2411616161616,3.24194194550752,21,3.15895897838429,0.0331299089351863
