"contrast","estimate","SE","df","t.ratio","p.value"
"NR0 Order2 - PR0 Order1",-0.0694256125757576,0.216096265579552,21,-0.321271690603092,1
"NR1 Order2 - PR1 Order1",-0.172259463537879,0.235561780840096,21,-0.731270849301362,1
"NR2 Order2 - PR2 Order1",-0.344142370848485,0.271903509624611,21,-1.26567829640598,1
"NR3 Order2 - PR3 Order1",-0.202579900954545,0.214515104685624,21,-0.944361942490857,1
"NR4 Order2 - PR4 Order1",-0.190049190962121,0.181135045427338,21,-1.0492127048841,1
"NR5 Order2 - PR5 Order1",-0.283586998068181,0.203468227939676,21,-1.39376550796058,1
"NR6 Order2 - PR6 Order1",-0.201278925659091,0.195071850079374,21,-1.03181943256903,1
