"","num Df","den Df","MSE","F","ges","Pr(>F)"
"Order",1,21,0.98930507902661,0.263464327729919,0.00747925394230319,0.6131080298523
"time_phase",8.09918729255411,170.082933143636,0.081214641467729,22.1854499276629,0.296716197639002,4.11912682015412e-23
"Order:time_phase",8.09918729255411,170.082933143636,0.081214641467729,5.77919119504099,0.0990203472331793,1.43884228063705e-06
