"Factor","Sum.Sq","Df","F.value","Pr..F."
"Sex",2.34415584415582,1,2.62431273921009,0.113508583648237
"Order",0.278587662337664,1,0.311882485578844,0.579803381105628
"Diet_Phase",5.22282608695649,1,5.84702125025081,0.0205053276529931
"Sex:Order",0.274571428571427,1,0.307386260013186,0.582537102558587
"Sex:Diet_Phase",1.54,1,1.72404988706668,0.197046801171823
"Order:Diet_Phase",14.9298863636364,1,16.7142005838608,0.00021711070200707
"Sex:Order:Diet_Phase",1.694,1,1.89645487577334,0.176534380387013
"Residuals",33.9433333333333,38,NA,NA
