"contrast","estimate","SE","df","t.ratio","p.value"
"PR0 Order2 - NR0 Order1",-0.554098697045743,0.120947373671712,21,-4.5813206208986,0.00113360827993751
"PR1 Order2 - NR1 Order1",-0.537137851528377,0.146662780600975,21,-3.66240057175627,0.0072604950662129
"PR2 Order2 - NR2 Order1",-0.534811218480977,0.138204817206143,21,-3.86970027016689,0.00532054473129745
"PR3 Order2 - NR3 Order1",-0.513348589355461,0.15501270697161,21,-3.31165489194044,0.013273051992219
"PR4 Order2 - NR4 Order1",-0.412893289099881,0.134849442581753,21,-3.06188354356423,0.0177600160501035
"PR5 Order2 - NR5 Order1",-0.341758714500527,0.154095124283079,21,-2.21784249236012,0.0754539651299012
"PR6 Order2 - NR6 Order1",-0.145974910958409,0.151405606876156,21,-0.964131474191781,0.345952049800731
