Mouse_ID,Order,Sex,Diet_Phase,Current_Size,Next_Size,Time_Gap
FEDXA07,1,M,GRAIN,1,5,5.533333333
FEDXA07,1,M,GRAIN,5,2,10.699999999999818
FEDXA07,1,M,GRAIN,2,1,2.2833333333335304
FEDXA07,1,M,GRAIN,1,4,2.7999999999999545
FEDXA07,1,M,GRAIN,4,3,7.316666666666606
FEDXA07,1,M,GRAIN,3,1,6.716666666666697
FEDXA07,1,M,GRAIN,1,5,1.316666666666606
FEDXA07,1,M,GRAIN,1,5,8.583333333333485
FEDXA07,1,M,GRAIN,5,3,7.666666666666515
FEDXA07,1,M,GRAIN,3,3,163.2833333333333
FEDXA07,1,M,GRAIN,3,1,6.6666666666667425
FEDXA07,1,M,GRAIN,1,2,3.6666666666667425
FEDXA07,1,M,GRAIN,2,4,4.666666666666515
FEDXA07,1,M,GRAIN,1,1,12.516666666666879
FEDXA07,1,M,GRAIN,1,1,9.699999999999818
FEDXA07,1,M,GRAIN,1,2,1.7666666666668789
FEDXA07,1,M,GRAIN,2,6,12.266666666666424
FEDXA07,1,M,GRAIN,6,5,18.716666666666697
FEDXA07,1,M,GRAIN,5,6,19.333333333333485
FEDXA07,1,M,GRAIN,6,1,7.466666666666697
FEDXA07,1,M,GRAIN,1,7,7.916666666666515
FEDXA07,1,M,GRAIN,6,7,17.75
FEDXA07,1,M,GRAIN,7,1,8.083333333333485
FEDXA07,1,M,GRAIN,6,2,11.083333333333485
FEDXA07,1,M,GRAIN,2,7,14.549999999999727
FEDXA07,1,M,GRAIN,7,2,7.683333333333394
FEDXA07,1,M,GRAIN,1,6,12.316666666666606
FEDXA07,1,M,GRAIN,7,5,17.116666666666333
FEDXA07,1,M,GRAIN,5,5,12.25
FEDXA07,1,M,GRAIN,5,1,2.366666666666788
FEDXA07,1,M,GRAIN,3,7,5.200000000000273
FEDXA07,1,M,GRAIN,7,2,55.88333333333321
FEDXA07,1,M,GRAIN,2,3,1.9500000000002728
FEDXA07,1,M,GRAIN,3,2,30.566666666666606
FEDXA07,1,M,GRAIN,3,4,2.5
FEDXA07,1,M,GRAIN,4,1,1.949999999999818
FEDXA07,1,M,GRAIN,1,4,2.433333333333394
FEDXA07,1,M,GRAIN,4,3,134.33333333333348
FEDXA07,1,M,GRAIN,3,3,2.833333333333485
FEDXA07,1,M,GRAIN,3,7,131.8166666666666
FEDXA07,1,M,GRAIN,1,6,13.683333333333394
FEDXA07,1,M,GRAIN,6,7,39.78333333
FEDXA07,1,M,GRAIN,7,4,36.683333333333394
FEDXA07,1,M,GRAIN,4,6,15.550000000000182
FEDXA07,1,M,GRAIN,6,7,17.783333333333303
FEDXA07,1,M,GRAIN,6,1,12.466666666666697
FEDXA07,1,M,GRAIN,7,4,20.866666666666788
FEDXA07,1,M,GRAIN,4,5,110.25
FEDXA07,1,M,GRAIN,5,5,13.91666666666697
FEDXA07,1,M,GRAIN,5,1,74.44999999999982
FEDXA07,1,M,GRAIN,2,2,8.216666666666242
FEDXA07,1,M,PR,1,1,1.8000000000000114
FEDXA07,1,M,PR,1,2,5.049999999999983
FEDXA07,1,M,PR,2,3,17.116666666666703
FEDXA07,1,M,PR,3,2,90.04999999999995
FEDXA07,1,M,PR,2,2,5.4833333333333485
FEDXA07,1,M,PR,2,3,136.93333333333334
FEDXA07,1,M,PR,3,6,106.75000000000006
FEDXA07,1,M,PR,6,2,37.08333333333326
FEDXA07,1,M,PR,2,6,65.41666666666674
FEDXA07,1,M,PR,6,3,42.53333333
FEDXA07,1,M,PR,3,5,18.98333333333335
FEDXA07,1,M,PR,5,4,33.08333333333326
FEDXA07,1,M,PR,4,2,21.133333333333326
FEDXA07,1,M,PR,2,4,14.366666666666674
FEDXA07,1,M,PR,4,3,19.283333333333417
FEDXA07,1,M,PR,3,2,6.433333333
FEDXA07,1,M,PR,2,4,17.149999999999977
FEDXA07,1,M,PR,4,5,13.950000000000045
FEDXA07,1,M,PR,5,5,12.366666666666674
FEDXA07,1,M,PR,5,1,14.783333333333303
FEDXA07,1,M,PR,1,4,12.633333333333326
FEDXA07,1,M,PR,4,4,52.58333333333337
FEDXA07,1,M,PR,4,4,26.75
FEDXA07,1,M,PR,4,6,13.800000000000068
FEDXA07,1,M,PR,6,4,10.75
FEDXA07,1,M,PR,4,4,7.0499999999999545
FEDXA07,1,M,PR,4,3,16.783333333333303
FEDXA07,1,M,PR,3,4,27.216666666666697
FEDXA07,1,M,PR,4,4,10.200000000000045
FEDXA07,1,M,PR,4,4,25.066666666666606
FEDXA07,1,M,PR,4,3,10.033333333333303
FEDXA07,1,M,PR,3,4,82.73333333333335
FEDXA07,1,M,PR,4,1,14.733333333333348
FEDXA07,1,M,PR,1,4,9.950000000000045
FEDXA07,1,M,PR,4,2,10.099999999999909
FEDXA07,1,M,PR,2,5,80.38333333333344
FEDXA07,1,M,PR,5,2,21.333333333333258
FEDXA07,1,M,PR,2,3,37.40000000000009
FEDXA07,1,M,PR,3,4,25.11666666666656
FEDXA07,1,M,PR,4,7,17.583333333333258
FEDXA07,1,M,PR,5,1,33.066666666666606
FEDXA07,1,M,PR,1,1,36.23333333333335
FEDXA07,1,M,PR,1,3,8.350000000000136
FEDXA07,1,M,PR,3,2,9.366666667
FEDXA07,1,M,PR,2,1,95.40000000000009
FEDXA07,1,M,PR,1,2,5.75
FEDXA07,1,M,PR,2,3,13.666666666666515
FEDXA07,1,M,PR,3,2,6.4166666666667425
FEDXA07,1,M,PR,2,2,27.316666666666606
FEDXA07,1,M,PR,2,4,158.76666666666665
FEDXA07,1,M,PR,4,7,85.65000000000009
FEDXA07,1,M,PR,7,4,92.35000000000014
FEDXA07,1,M,PR,4,4,46.44999999999982
FEDXA07,1,M,PR,4,3,9.866666666666788
FEDXA07,1,M,PR,3,7,58.04999999999973
FEDXA07,1,M,PR,7,3,44.86666666666679
FEDXA07,1,M,PR,3,3,20.333333333333485
FEDXA07,1,M,PR,3,4,16.383333333333212
FEDXA07,1,M,PR,4,2,17.183333333333394
FEDXA07,1,M,PR,2,3,13.283333333333303
FEDXA07,1,M,PR,3,5,16.916666666666515
FEDXA07,1,M,PR,5,3,11.783333333333303
FEDXA07,1,M,PR,3,4,20.01666666666688
FEDXA07,1,M,PR,4,2,9.900000000000091
FEDXA07,1,M,PR,2,2,7.433333333333394
FEDXA07,1,M,PR,2,3,8.633333333333212
FEDXA07,1,M,PR,3,2,12.383333333333212
FEDXA07,1,M,PR,2,2,15.983333333333576
FEDXA07,1,M,PR,2,3,1.216666666666697
FEDXA07,1,M,PR,3,4,13.716666666666242
FEDXA07,1,M,PR,4,4,27.483333333333576
FEDXA07,1,M,PR,4,7,70.84999999999991
FEDXA07,1,M,PR,7,2,16.550000000000182
FEDXA07,1,M,PR,2,2,2.616666666666333
FEDXA07,1,M,PR,2,1,9.616666666666788
FEDXA07,1,M,PR,1,2,6.066666666666606
FEDXA07,1,M,PR,2,2,1.550000000000182
FEDXA07,1,M,PR,2,4,17.25
FEDXA07,1,M,PR,4,2,14.216666666666697
FEDXA07,1,M,PR,2,1,16.299999999999727
FEDXA07,1,M,PR,1,2,10.583333333333485
FEDXA07,1,M,PR,2,4,9.550000000000182
FEDXA07,1,M,PR,4,6,61.69999999999982
FEDXA07,1,M,PR,6,2,24.433333333333394
FEDXA07,1,M,PR,2,2,10.599999999999909
FEDXA07,1,M,PR,2,3,9.050000000000182
FEDXA07,1,M,PR,3,4,47.94999999999982
FEDXA07,1,M,PR,4,3,22.583333333333485
FEDXA07,1,M,PR,3,3,21
FEDXA07,1,M,PR,3,3,13.433333333333394
FEDXA07,1,M,PR,3,2,21.866666666666333
FEDXA07,1,M,PR,2,5,44.66666666666697
FEDXA07,1,M,PR,5,1,6.883333333333212
FEDXA07,1,M,PR,1,2,8
FEDXA07,1,M,PR,2,6,68.51666666666688
FEDXA07,1,M,PR,6,5,39.19999999999982
FEDXA07,1,M,PR,5,1,18.566666666666606
FEDXA07,1,M,PR,1,3,6.283333333333303
FEDXA07,1,M,PR,3,4,51.90000000000009
FEDXA07,1,M,PR,4,5,120.7833333333333
FEDXA07,1,M,PR,5,1,17.283333333333303
FEDXA07,1,M,PR,1,2,9.366666666666788
FEDXA07,1,M,PR,2,3,99.16666666666652
FEDXA07,1,M,PR,3,7,104.11666666666679
FEDXA07,1,M,PR,7,3,68.08333333333348
FEDXA07,1,M,PR,3,1,15.316666666666606
FEDXA07,1,M,PR,1,6,43.94999999999982
FEDXA07,1,M,PR,6,7,41.416666666666515
FEDXA07,1,M,PR,7,4,40.55000000000018
FEDXA07,1,M,PR,4,1,17.59999999999991
FEDXA07,1,M,PR,1,2,9.75
FEDXA07,1,M,PR,2,1,14.316666666666606
FEDXA07,1,M,PR,1,3,3.666666667
FEDXA07,1,M,PR,3,1,14.466666666666697
FEDXA07,1,M,PR,1,2,4.133333333333212
FEDXA07,1,M,PR,2,1,8.016666666666424
FEDXA07,1,M,PR,1,3,4.933333333333394
FEDXA07,1,M,PR,3,4,20.033333333333303
FEDXA07,1,M,PR,4,1,13.450000000000273
FEDXA07,1,M,PR,1,3,8.133333333333212
FEDXA07,1,M,PR,3,2,12.316666666666606
FEDXA07,1,M,PR,2,3,7.333333333333485
FEDXA07,1,M,PR,3,1,5.349999999999909
FEDXA07,1,M,PR,1,3,4.949999999999818
FEDXA07,1,M,PR,3,4,14.783333333333758
FEDXA07,1,M,PR,4,2,5.116666666666333
FEDXA07,1,M,PR,2,2,1.25
FEDXA07,1,M,PR,2,3,12.849999999999909
FEDXA07,1,M,PR,3,2,12.466666666666697
FEDXA07,1,M,PR,2,2,5.983333333333576
FEDXA07,1,M,PR,2,5,11.5
FEDXA07,1,M,PR,5,1,6.449999999999818
FEDXA07,1,M,PR,1,1,16.233333333333576
FEDXA07,1,M,PR,1,4,5.716666666666697
FEDXA07,1,M,PR,4,3,14.166666666666515
FEDXA07,1,M,PR,3,3,10.199999999999818
FEDXA07,1,M,PR,3,2,10.266666666666879
FEDXA07,1,M,PR,2,2,8.416666666666515
FEDXA07,1,M,PR,2,1,9.683333333333394
FEDXA07,1,M,PR,1,2,5.400000000000091
FEDXA07,1,M,PR,2,2,19.683333333333394
FEDXA07,1,M,PR,2,1,2.299999999999727
FEDXA07,1,M,PR,1,1,5.916666667
FEDXA07,1,M,PR,1,3,14
FEDXA07,1,M,PR,3,3,12.33333333333303
FEDXA07,1,M,PR,3,1,21.466666666666697
FEDXA07,1,M,PR,1,2,8.366666666666788
FEDXA07,1,M,PR,2,7,66.29999999999973
FEDXA07,1,M,PR,7,2,85.63333333333321
FEDXA07,1,M,PR,2,1,109.15000000000055
FEDXA07,1,M,PR,3,5,6.5666666666675155
FEDXA07,1,M,PR,5,1,15.616666666665878
FEDXA07,1,M,PR,1,4,40.45000000000073
FEDXA07,1,M,PR,4,3,11.149999999999636
FEDXA07,1,M,PR,3,3,30.566666666666606
FEDXA07,1,M,PR,3,3,17.433333333333394
FEDXA07,1,M,PR,3,3,65.81666667
FEDXA07,1,M,PR,3,1,9.433333333333394
FEDXA07,1,M,PR,1,4,13.266666666666424
FEDXA07,1,M,PR,4,1,78.26666666666733
FEDXA07,1,M,PR,1,1,77.56666667
FEDXA07,1,M,PR,1,4,8.866666666665878
FEDXA07,1,M,PR,4,3,70.68333333
FEDXA07,1,M,PR,3,7,69.16666666666697
FEDXA07,1,M,PR,7,3,75.01666666666642
FEDXA07,1,M,PR,3,1,8.483333333333576
FEDXA07,1,M,PR,1,5,37.55000000000018
FEDXA07,1,M,PR,5,6,38.599999999999454
FEDXA07,1,M,PR,6,3,22.766666666667334
FEDXA07,1,M,PR,3,1,13
FEDXA07,1,M,PR,1,1,7.399999999999636
FEDXA07,1,M,PR,1,2,5.400000000000546
FEDXA07,1,M,PR,2,2,5.5
FEDXA07,1,M,PR,2,2,11.383333333333212
FEDXA07,1,M,PR,2,2,10.133333333333212
FEDXA07,1,M,PR,2,1,13.550000000000182
FEDXA07,1,M,PR,1,2,2.3499999999994543
FEDXA07,1,M,PR,2,4,7.816666666666606
FEDXA07,1,M,PR,4,5,10.550000000000182
FEDXA07,1,M,PR,5,4,18.149999999999636
FEDXA07,1,M,PR,4,3,20.600000000000364
FEDXA07,1,M,PR,3,5,15.716666666667152
FEDXA07,1,M,PR,5,3,7.649999999999636
FEDXA07,1,M,PR,3,5,14.16666666666697
FEDXA07,1,M,PR,5,6,19.61666666666588
FEDXA07,1,M,PR,6,3,27.88333333333412
FEDXA07,1,M,PR,3,1,16.25
FEDXA07,1,M,PR,1,4,6.016666666666424
FEDXA07,1,M,PR,4,4,14.366666666666788
FEDXA07,1,M,PR,4,4,23.866666666666788
FEDXA07,1,M,PR,4,4,15.049999999999272
FEDXA07,1,M,PR,4,1,16.650000000000546
FEDXA07,1,M,PR,1,5,13.58333333333303
FEDXA07,1,M,PR,5,3,12.033333333333758
FEDXA07,1,M,PR,3,4,10.099999999999454
FEDXA07,1,M,PR,4,4,17.449999999999818
FEDXA07,1,M,PR,4,3,18.783333333333758
FEDXA07,1,M,PR,3,4,55.100000000000364
FEDXA07,1,M,PR,4,6,34.46666666666624
FEDXA07,1,M,PR,6,6,55.80000000000018
FEDXA07,1,M,PR,6,2,19.899999999999636
FEDXA07,1,M,PR,2,3,9.533333333333758
FEDXA07,1,M,PR,3,5,47.566666666666606
FEDXA07,1,M,PR,5,4,25.58333333333303
FEDXA07,1,M,PR,4,1,25.5
FEDXA07,1,M,PR,1,1,6.783333333333758
FEDXA07,1,M,PR,1,3,13.550000000000182
FEDXA07,1,M,PR,3,4,81.56666667
FEDXA07,1,M,PR,4,6,21.75
FEDXA07,1,M,PR,6,2,46.28333333333285
FEDXA07,1,M,PR,2,1,13.516666666666424
FEDXA07,1,M,PR,1,1,3.0166666666673336
FEDXA07,1,M,PR,1,2,6.25
FEDXA07,1,M,PR,2,5,89.86666666666679
FEDXA07,1,M,PR,5,7,70.64999999999964
FEDXA07,1,M,PR,7,1,74.76666666666642
FEDXA07,1,M,PR,1,6,28.600000000000364
FEDXA07,1,M,PR,6,4,52.933333333333394
FEDXA07,1,M,PR,4,2,16.349999999999454
FEDXA07,1,M,PR,2,3,21.700000000000728
FEDXA07,1,M,PR,3,1,20.216666666666242
FEDXA07,1,M,PR,1,3,1.3999999999996362
FEDXA07,1,M,PR,3,4,18.066666666666606
FEDXA07,1,M,PR,4,1,11.966666666667152
FEDXA07,1,M,PR,1,4,5.25
FEDXA07,1,M,PR,4,4,19.066666666666606
FEDXA07,1,M,PR,4,4,11.516666666666424
FEDXA07,1,M,PR,4,1,15.483333333333576
FEDXA07,1,M,PR,1,5,3.949999999999818
FEDXA07,1,M,PR,5,5,16.783333333333758
FEDXA07,1,M,PR,5,3,16.83333333333303
FEDXA07,1,M,PR,3,4,6.783333333333758
FEDXA07,1,M,PR,4,3,19.75
FEDXA07,1,M,PR,3,2,1.683333333333394
FEDXA07,1,M,PR,2,2,14.83333333333303
FEDXA07,1,M,PR,2,4,17.816666666666606
FEDXA07,1,M,PR,4,6,12.75
FEDXA07,1,M,PR,6,4,19.300000000000182
FEDXA07,1,M,PR,4,7,15.933333333333394
FEDXA07,1,M,PR,7,5,22.25
FEDXA07,1,M,PR,5,1,21.983333333332666
FEDXA07,1,M,PR,1,4,7.916666667
FEDXA07,1,M,PR,4,4,14.5
FEDXA07,1,M,PR,4,5,15.883333333333212
FEDXA07,1,M,PR,4,5,26.766666666666424
FEDXA07,1,M,PR,5,7,125.61666666666679
FEDXA07,1,M,PR,7,1,43.91666666666697
FEDXA07,1,M,PR,1,1,1.3999999999996362
FEDXA07,1,M,PR,1,5,22.483333333333576
FEDXA07,1,M,PR,5,4,14.649999999999636
FEDXA07,1,M,PR,4,7,61.63333333333412
FEDXA07,1,M,PR,7,1,6.349999999999454
FEDXA07,1,M,PR,1,4,24.933333333333394
FEDXA07,1,M,PR,4,3,2.383333333333212
FEDXA07,1,M,PR,3,3,21.466666666666242
FEDXA07,1,M,PR,3,2,37.183333333333394
FEDXA07,1,M,PR,2,4,19.150000000000546
FEDXA07,1,M,PR,4,6,96.94999999999982
FEDXA07,1,M,PR,6,5,80.48333333333358
FEDXA07,1,M,PR,5,4,60.399999999999636
FEDXA07,1,M,PR,4,5,31.199999999999818
FEDXA07,1,M,PR,4,2,20.399999999999636
FEDXA07,1,M,PR,2,1,26.700000000000728
FEDXA07,1,M,PR,1,3,14.41666666666606
FEDXA07,1,M,PR,3,3,16.46666666666715
FEDXA07,1,M,PR,3,3,15.099999999999454
FEDXA07,1,M,PR,3,4,18.41666666666697
FEDXA07,1,M,PR,4,4,16.83333333333303
FEDXA07,1,M,PR,4,1,17.183333333333394
FEDXA07,1,M,PR,1,3,2.25
FEDXA07,1,M,PR,3,2,12.616666666666788
FEDXA07,1,M,PR,2,6,6.949999999999818
FEDXA07,1,M,PR,6,2,17.58333333333394
FEDXA07,1,M,PR,2,5,11.66666666666606
FEDXA07,1,M,PR,5,5,19.83333333333394
FEDXA07,1,M,PR,5,1,4.25
FEDXA07,1,M,PR,1,7,16.5
FEDXA07,1,M,PR,7,3,29.949999999999818
FEDXA07,1,M,PR,3,5,14.91666666666697
FEDXA07,1,M,PR,5,5,20.49999999999909
FEDXA07,1,M,PR,5,3,5.166666666667879
FEDXA07,1,M,PR,3,1,13.75
FEDXA07,1,M,PR,1,2,9.083333333
FEDXA07,1,M,PR,2,4,9.75
FEDXA07,1,M,PR,4,6,16.116666666666788
FEDXA07,1,M,PR,6,3,14.66666666666788
FEDXA07,1,M,PR,3,4,48.28333333333285
FEDXA07,1,M,PR,4,3,11.816666666665697
FEDXA07,1,M,PR,3,5,16.150000000001455
FEDXA07,1,M,PR,5,3,22.399999999999636
FEDXA07,1,M,PR,2,1,1.5166666666664241
FEDXA07,1,M,PR,1,4,10.83333333333212
FEDXA07,1,M,PR,4,6,128.01666666666824
FEDXA07,1,M,PR,6,5,30.08333333333212
FEDXA07,1,M,PR,5,5,27.016666666666424
FEDXA07,1,M,PR,5,7,55.33333333333394
FEDXA07,1,M,PR,7,3,17.649999999999636
FEDXA07,1,M,PR,3,1,17.816666666667516
FEDXA07,1,M,PR,1,6,17
FEDXA07,1,M,PR,6,1,12.116666666666788
FEDXA07,1,M,PR,1,4,12.866666666666788
FEDXA07,1,M,PR,4,2,17
FEDXA07,1,M,PR,2,2,50.79999999999927
FEDXA07,1,M,PR,6,2,57.066666666667516
FEDXA07,1,M,PR,2,7,90.46666666666715
FEDXA07,1,M,PR,7,7,94.63333333333321
FEDXA07,1,M,PR,7,4,40.766666666666424
FEDXA07,1,M,PR,4,5,21.75
FEDXA07,1,M,PR,5,3,29.433333333332484
FEDXA07,1,M,PR,3,4,16.41666666666788
FEDXA07,1,M,PR,4,3,19.33333333333212
FEDXA07,1,M,PR,3,1,10.816666666667516
FEDXA07,1,M,PR,1,3,3.7999999999992724
FEDXA07,1,M,PR,3,1,9.033333333334667
FEDXA07,1,M,PR,1,6,5.0666666666656965
FEDXA07,1,M,PR,6,3,14.966666666667152
FEDXA07,1,M,PR,3,2,18.316666666665697
FEDXA07,1,M,PR,2,1,7.583333333
FEDXA07,1,M,PR,1,5,5
FEDXA07,1,M,PR,5,3,17.366666666666788
FEDXA07,1,M,PR,3,2,14.616666666666788
FEDXA07,1,M,PR,2,4,10.683333333332484
FEDXA07,1,M,PR,4,4,7.700000000000728
FEDXA07,1,M,PR,4,4,12.549999999999272
FEDXA07,1,M,PR,4,2,11.350000000000364
FEDXA07,1,M,PR,2,5,18.116666666666788
FEDXA07,1,M,PR,5,5,25.33333333333394
FEDXA07,1,M,PR,5,4,17.08333333333212
FEDXA07,1,M,PR,4,3,12.133333333335031
FEDXA07,1,M,PR,3,2,9.266666666666424
FEDXA07,1,M,PR,2,4,13.283333333332848
FEDXA07,1,M,PR,4,1,11.700000000000728
FEDXA07,1,M,PR,1,6,1.2999999999992724
FEDXA07,1,M,PR,6,2,19.766666666666424
FEDXA07,1,M,PR,5,6,31
FEDXA07,1,M,PR,6,5,102.71666666666715
FEDXA07,1,M,PR,5,4,11.366666666664969
FEDXA07,1,M,PR,4,4,56.78333333333467
FEDXA07,1,M,PR,4,5,11.933333333332484
FEDXA07,1,M,PR,5,7,40.03333333333285
FEDXA07,1,M,PR,7,5,24.516666666668243
FEDXA07,1,M,PR,5,5,67.33333333333212
FEDXA07,1,M,PR,5,1,13.033333333334667
FEDXA07,1,M,NR,1,1,3.2666666666666515
FEDXA07,1,M,NR,1,1,2.516666667
FEDXA07,1,M,NR,1,6,75.46666666666667
FEDXA07,1,M,NR,6,7,79.26666666666668
FEDXA07,1,M,NR,7,7,78.48333333333329
FEDXA07,1,M,NR,7,4,13.5
FEDXA07,1,M,NR,1,7,105.13333333333333
FEDXA07,1,M,NR,7,3,3.550000000000068
FEDXA07,1,M,NR,3,6,38.366666666666674
FEDXA07,1,M,NR,6,2,37.816666666666606
FEDXA07,1,M,NR,2,6,18.01666666666665
FEDXA07,1,M,NR,6,2,20.916666666666742
FEDXA07,1,M,NR,2,4,12.766666666666652
FEDXA07,1,M,NR,4,7,16.866666666666674
FEDXA07,1,M,NR,7,5,15
FEDXA07,1,M,NR,5,5,7.166666666666629
FEDXA07,1,M,NR,5,1,3.150000000000091
FEDXA07,1,M,NR,1,7,15.966666666666583
FEDXA07,1,M,NR,7,4,25.316666666666606
FEDXA07,1,M,NR,4,1,10.100000000000136
FEDXA07,1,M,NR,1,3,1.3999999999998636
FEDXA07,1,M,NR,3,4,6.350000000000136
FEDXA07,1,M,NR,4,4,9.266666666666652
FEDXA07,1,M,NR,4,4,17.799999999999955
FEDXA07,1,M,NR,4,3,2.966666666666697
FEDXA07,1,M,NR,3,5,25.5
FEDXA07,1,M,NR,5,5,23.799999999999955
FEDXA07,1,M,NR,5,4,86.20000000000005
FEDXA07,1,M,NR,4,5,14.400000000000091
FEDXA07,1,M,NR,5,6,12.816666666666606
FEDXA07,1,M,NR,6,1,9.333333333333258
FEDXA07,1,M,NR,1,5,75.98333333333335
FEDXA07,1,M,NR,5,5,52.98333333333335
FEDXA07,1,M,NR,5,3,19.683333333333394
FEDXA07,1,M,NR,3,4,99.14999999999986
FEDXA07,1,M,NR,4,4,12.850000000000136
FEDXA07,1,M,NR,4,4,9.666666666666515
FEDXA07,1,M,NR,4,3,76.75
FEDXA07,1,M,NR,3,3,2.3166666666668334
FEDXA07,1,M,NR,6,6,9.033333333333303
FEDXA07,1,M,NR,2,4,22.916666666666515
FEDXA07,1,M,NR,4,1,4.050000000000182
FEDXA07,1,M,NR,1,3,39.29999999999973
FEDXA07,1,M,NR,3,3,19.883333333333667
FEDXA07,1,M,NR,3,1,15.149999999999636
FEDXA07,1,M,NR,1,5,10.383333333333667
FEDXA07,1,M,NR,5,2,21.566666666666606
FEDXA07,1,M,NR,2,4,14.349999999999909
FEDXA07,1,M,NR,4,6,24.566666666666606
FEDXA07,1,M,NR,6,4,28.733333333333576
FEDXA07,1,M,NR,4,5,11.599999999999909
FEDXA07,1,M,NR,5,5,81.93333333
FEDXA07,1,M,NR,5,6,17
FEDXA07,1,M,NR,6,1,6.516666666666424
FEDXA07,1,M,NR,1,5,7.433333333333394
FEDXA07,1,M,NR,5,6,20.666666666666515
FEDXA07,1,M,NR,6,5,8.200000000000273
FEDXA07,1,M,NR,5,3,16.133333333333212
FEDXA07,1,M,NR,3,3,7.616666666666788
FEDXA07,1,M,NR,3,7,12.199999999999818
FEDXA07,1,M,NR,7,3,17.316666666666606
FEDXA07,1,M,NR,3,6,72.73333333333358
FEDXA07,1,M,NR,6,5,10.166666666666515
FEDXA07,1,M,NR,5,2,12.533333333333303
FEDXA07,1,M,NR,2,1,2.383333333333212
FEDXA07,1,M,NR,1,5,92.96666667
FEDXA07,1,M,NR,5,1,2.833333333333485
FEDXA07,1,M,NR,1,3,27.866666666666788
FEDXA07,1,M,NR,3,5,43.683333333333394
FEDXA07,1,M,NR,5,4,13.816666666666606
FEDXA07,1,M,NR,4,3,11.683333333333394
FEDXA07,1,M,NR,3,3,10.816666666666606
FEDXA07,1,M,NR,3,1,9.516666666666424
FEDXA07,1,M,NR,1,2,26.25
FEDXA07,1,M,NR,2,3,60.90000000000009
FEDXA07,1,M,NR,3,4,6.449999999999818
FEDXA07,1,M,NR,4,7,96.73333333333358
FEDXA07,1,M,NR,7,3,10.416666666666515
FEDXA07,1,M,NR,3,4,38.61666666666679
FEDXA07,1,M,NR,4,2,15.366666666666788
FEDXA07,1,M,NR,2,2,17.09999999999991
FEDXA07,1,M,NR,2,4,106.34999999999991
FEDXA07,1,M,NR,4,7,135.75
FEDXA07,1,M,NR,7,4,47.26666666666688
FEDXA07,1,M,NR,4,4,24.566666666666606
FEDXA07,1,M,NR,4,4,30.916666666666515
FEDXA07,1,M,NR,4,4,27.133333333333212
FEDXA07,1,M,NR,4,2,24.90000000000009
FEDXA07,1,M,NR,2,4,18.966666666666697
FEDXA07,1,M,NR,4,6,33.583333333333485
FEDXA07,1,M,NR,6,4,13.516666666666424
FEDXA07,1,M,NR,4,5,11.933333333333394
FEDXA07,1,M,NR,5,5,54.933333333333394
FEDXA07,1,M,NR,5,3,4.150000000000091
FEDXA07,1,M,NR,3,4,14.266666666666424
FEDXA07,1,M,NR,4,6,15.133333333333667
FEDXA07,1,M,NR,6,5,20.133333333333212
FEDXA07,1,M,NR,5,5,12.016666666666879
FEDXA07,1,M,NR,5,7,17.34999999999991
FEDXA07,1,M,NR,7,6,39.29999999999973
FEDXA07,1,M,NR,6,4,16.100000000000364
FEDXA07,1,M,NR,4,1,15.43333333333294
FEDXA07,1,M,NR,1,2,2.433333333333394
FEDXA07,1,M,NR,2,3,24.633333333333667
FEDXA07,1,M,NR,3,1,6.566666666666606
FEDXA07,1,M,NR,1,1,1.3999999999996362
FEDXA07,1,M,NR,1,7,81.76666666666688
FEDXA07,1,M,NR,7,1,3.699999999999818
FEDXA07,1,M,NR,1,3,3.0333333333337578
FEDXA07,1,M,NR,3,5,62.03333333333285
FEDXA07,1,M,NR,5,1,14.550000000000182
FEDXA07,1,M,NR,1,3,1.4166666666669698
FEDXA07,1,M,NR,3,3,44.599999999999454
FEDXA07,1,M,NR,3,1,18.983333333333576
FEDXA07,1,M,NR,1,1,5.033333333333758
FEDXA07,1,M,NR,1,4,3.5333333333328483
FEDXA07,1,M,NR,4,3,26.75
FEDXA07,1,M,NR,1,7,126.28333333333285
FEDXA07,1,M,NR,7,4,5.233333333333576
FEDXA07,1,M,NR,4,1,53.88333333333321
FEDXA07,1,M,NR,1,2,11.050000000000182
FEDXA07,1,M,NR,3,4,78.46666666666624
FEDXA07,1,M,NR,4,5,68.43333333
FEDXA07,1,M,NR,5,3,26.050000000000182
FEDXA07,1,M,NR,3,4,20.983333333333576
FEDXA07,1,M,NR,4,4,22.83333333333303
FEDXA07,1,M,NR,4,5,12.683333333333394
FEDXA07,1,M,NR,5,4,50.16666666666697
FEDXA07,1,M,NR,4,5,14.316666666666606
FEDXA07,1,M,NR,5,7,24.766666666666424
FEDXA07,1,M,NR,7,7,23.53333333333285
FEDXA07,1,M,NR,7,6,19.25
FEDXA07,1,M,NR,7,6,20.400000000000546
FEDXA07,1,M,NR,5,2,77.63333333333321
FEDXA07,1,M,NR,2,2,2.366666666666788
FEDXA07,1,M,NR,2,3,13.75
FEDXA07,1,M,NR,3,3,14.683333333332484
FEDXA07,1,M,NR,3,1,18.366666666666788
FEDXA07,1,M,NR,1,6,89.76666666666733
FEDXA07,1,M,NR,6,1,101.34999999999945
FEDXA07,1,M,NR,1,3,13.616666666666788
FEDXA07,1,M,NR,3,3,4.616666666666788
FEDXA07,1,M,NR,3,4,7.916666667
FEDXA07,1,M,NR,4,6,87.51666666666642
FEDXA07,1,M,NR,6,1,3.066666666666606
