"Factor","Sum.Sq","Df","F.value","Pr..F."
"Sex",0.00416510100553641,1,0.631666201031727,0.431680905082114
"Order",0.0264224507612568,1,4.00714630260484,0.0524843422103112
"Diet_Phase",3.46789990205858,1,525.930860687381,7.34777412968951e-24
"Sex:Order",0.0138645198373826,1,2.10264974682904,0.155248377651009
"Sex:Diet_Phase",0.00183048870763025,1,0.277606196450779,0.601336989713489
"Order:Diet_Phase",0.0156054425449834,1,2.36667264364193,0.132237286737144
"Sex:Order:Diet_Phase",0.00778767202397157,1,1.18105399982483,0.283987239907593
"Residuals",0.250565627782313,38,NA,NA
