"contrast","estimate","SE","df","t.ratio","p.value","Sex"
"NR0 Order1 SexM - PR0 Order1 SexM",0.649999999999991,0.364527251325691,19,1.78313143293433,0.375515430336116,"M"
"NR0 Order1 SexM - PR1 Order1 SexM",0.950000000000003,0.27702471019474,19,3.42929697257758,0.0309290281176342,"M"
"NR0 Order1 SexM - PR2 Order1 SexM",1.31666666666666,0.284049662077454,19,4.63533966925698,0.00216533821666041,"M"
"NR0 Order1 SexM - PR3 Order1 SexM",0.900000000000003,0.283049393329728,19,3.17965705353617,0.045932460365144,"M"
"NR0 Order1 SexM - PR4 Order1 SexM",0.81666666666666,0.343979123533537,19,2.37417509027125,0.197969938721054,"M"
"NR0 Order1 SexM - PR5 Order1 SexM",0.666666666666665,0.372132309992496,19,1.79147751690819,0.375515430336116,"M"
"NR0 Order1 SexM - PR6 Order1 SexM",0.783333333333327,0.335645489671531,19,2.33381158823231,0.197969938721054,"M"
"NR0 Order1 SexM - NR1 Order1 SexM",0.866666666666665,0.135551720777894,19,6.39362349436146,5.11210475613733e-05,"M"
"NR0 Order1 SexM - NR2 Order1 SexM",0.516666666666662,0.183046026870883,19,2.82260519662143,0.0869936794849655,"M"
"NR0 Order1 SexM - NR3 Order1 SexM",0.800000000000004,0.24909778722891,19,3.21159015059751,0.045932460365144,"M"
"NR0 Order1 SexM - NR4 Order1 SexM",0.783333333333341,0.416002980196253,19,1.88299933083123,0.375515430336116,"M"
"NR0 Order1 SexM - NR5 Order1 SexM",0.649999999999996,0.431934313827911,19,1.50485844534909,0.375515430336116,"M"
"NR0 Order1 SexM - NR6 Order1 SexM",0.666666666666664,0.407911525781629,19,1.63434133269271,0.375515430336116,"M"
