"contrast","estimate","SE","df","t.ratio","p.value","Sex"
"NR0 Order2 SexM - NR1 Order2 SexM",-0.900000000000009,0.135551720777893,19,-6.63953209029853,1.4231639388678e-05,"M"
"NR0 Order2 SexM - NR2 Order2 SexM",-0.950000000000014,0.183046026870883,19,-5.18995149056212,0.000260528581425109,"M"
"NR0 Order2 SexM - NR3 Order2 SexM",-0.416666666666661,0.24909778722891,19,-1.67270320343617,0.110771959741015,"M"
"NR0 Order2 SexM - NR4 Order2 SexM",-1.01666666666666,0.416002980196253,19,-2.4438927485256,0.0733785097856848,"M"
"NR0 Order2 SexM - NR5 Order2 SexM",-1.21666666666668,0.431934313827911,19,-2.81678632078168,0.0440527029520995,"M"
"NR0 Order2 SexM - NR6 Order2 SexM",-0.850000000000009,0.407911525781629,19,-2.08378519918323,0.101842559879366,"M"
