"contrast","estimate","SE","df","t.ratio","p.value","Sex"
"PR0 Order2 SexM - NR0 Order1 SexM",-0.333333333333317,0.752759057620969,19,-0.442815440025111,1,"M"
"PR1 Order2 SexM - NR1 Order1 SexM",-0.33333333333334,0.722973068986344,19,-0.461059128800876,1,"M"
"PR2 Order2 SexM - NR2 Order1 SexM",-1.04999999999999,0.711157938882137,19,-1.47646527246884,0.579526473229653,"M"
"PR3 Order2 SexM - NR3 Order1 SexM",-1.16666666666667,0.708166647054208,19,-1.64744650361564,0.579526473229653,"M"
"PR4 Order2 SexM - NR4 Order1 SexM",-1.44999999999998,0.728914116665114,19,-1.98926041744662,0.428857846808853,"M"
"PR5 Order2 SexM - NR5 Order1 SexM",-1.51666666666667,0.80077265319519,19,-1.89400407295999,0.441310225065155,"M"
"PR6 Order2 SexM - NR6 Order1 SexM",-1.29999999999999,0.794113945894623,19,-1.6370446668525,0.579526473229653,"M"
