"","sex","order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",197,113.068563270257,5
"2","F",1,"PR",253.4,124.375640701867,5
"3","F",2,"NR",235,68.5448758113982,6
"4","F",2,"PR",311.166666666667,39.6303755554583,6
"5","M",1,"NR",180,23.3323809329438,6
"6","M",1,"PR",221.666666666667,62.8670554954395,6
"7","M",2,"NR",144.5,61.6433289172478,6
"8","M",2,"PR",298,72.9081614087202,6
