"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"NR X0 Order1 F - PR X0 Order1 F",-0.200000000000008,0.399319596752872,19,-0.500851953238305,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order1 F",0.519999999999998,0.148489470357388,19,3.50193181205677,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order1 F",0.0600000000000024,0.303465365519981,19,0.197716137712104,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order1 F",0.479999999999996,0.200516875957759,19,2.39381347683231,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order1 F",0.0799999999999922,0.311160814743082,19,0.257101782131681,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order1 F",0.460000000000003,0.272872954179793,19,1.68576618882102,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order1 F",-0.0999999999999973,0.310065075229689,19,-0.322512943213355,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X4 Order1 F",0.540000000000007,0.455708432485725,19,1.1849681978771,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X4 Order1 F",-0.440000000000007,0.376810250540349,19,-1.16769647155045,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X5 Order1 F",0.159999999999994,0.473160334088125,19,0.33815176056198,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X5 Order1 F",-0.140000000000003,0.40765052111879,19,-0.343431426545894,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X6 Order1 F",0.339999999999998,0.446844688273897,19,0.760890772392022,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X6 Order1 F",-0.320000000000009,0.36768121203593,19,-0.870319150190188,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X0 Order2 F",1.33,0.822785526970311,19,1.61646013013546,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X0 Order2 F",0.896666666666658,0.792584048340749,19,1.1313206069991,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X1 Order2 F",1.06333333333333,0.800982218666484,19,1.3275367524433,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X1 Order2 F",2.11333333333334,0.787170148128893,19,2.68472240513279,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X2 Order2 F",0.813333333333329,0.811335625420223,19,1.00246224601819,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X2 Order2 F",2.14666666666666,0.765505986393757,19,2.8042454335066,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X3 Order2 F",0.563333333333335,0.787290861489447,19,0.715533941633192,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - PR X3 Order2 F",1.93,0.787522950561327,19,2.450722227999,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
"NR X0 Order1 F - NR X4 Order2 F",0.630000000000008,0.807508260417981,19,0.780177777591908,1,"NANA OrderNA SexNA - NANA OrderNA SexNA"
