"Factor","Sum.Sq","Df","F.value","Pr..F."
"sex",189.389598414709,1,0.108331645169797,0.743858840259725
"order",11659.643578844,1,6.66936506314238,0.0137852135210163
"Diet_Phase",0.00241545893368311,1,1.38165264785551e-06,0.999068286207317
"sex:order",1359.42078395063,1,0.777594393969361,0.383421895141309
"sex:Diet_Phase",1006.1932580267,1,0.575546766629211,0.452743235644127
"order:Diet_Phase",2476.6829455267,1,1.41667303958995,0.24133472286699
"sex:order:Diet_Phase",325.384198412692,1,0.186121127144039,0.668602562665201
"Residuals",66433.0789814815,38,NA,NA
