"","F.1.NR","M.1.NR","F.2.NR","M.2.NR","F.1.PR","M.1.PR","F.2.PR","Comparison"
"M.1.NR",1,NA,NA,NA,NA,NA,NA,"M.1.NR"
"F.2.NR",1,1,NA,NA,NA,NA,NA,"F.2.NR"
"M.2.NR",0.715817235458861,1,1,NA,NA,NA,NA,"M.2.NR"
"F.1.PR",1,1,1,0.21454243124413,NA,NA,NA,"F.1.PR"
"M.1.PR",1,1,1,0.29695622065893,1,NA,NA,"M.1.PR"
"F.2.PR",0.888870368837122,0.0403110185781517,0.152478419203016,0.00211079707127432,1,1,NA,"F.2.PR"
"M.2.PR",1,0.146800536807542,0.452204769508736,0.00892195277619662,1,1,1,"M.2.PR"
