"","Sex","Order","Diet_Phase","mean_total_parameters","sd_total_parameters","count"
"1","F",1,"NR",3.25998456494024,0.48269301523095,5
"2","F",1,"PR",3.16596542407981,0.477238566759683,5
"3","F",2,"NR",3.37685541747942,0.151435174982491,6
"4","F",2,"PR",2.91646307068429,0.108531872582632,6
"5","M",1,"NR",3.45999259058774,0.225583975123213,6
"6","M",1,"PR",3.21086476590429,0.197537462165024,6
"7","M",2,"NR",3.62380644350508,0.225480057259346,6
"8","M",2,"PR",2.99478175906538,0.187179917055788,6
