"","diff","lwr","upr","p adj","Group1","Group2"
"2.NR-1.NR",0.131251078835189,-0.177507662843189,0.440009820513567,0.668979554353643,"2.NR-1.NR",""
"1.PR-1.NR",-0.178623877491168,-0.494023351830255,0.136775596847919,0.437855293305919,"1.PR-1.NR",""
"2.PR-1.NR",-0.413457436782227,-0.722216178460604,-0.104698695103849,0.00469600122800073,"2.PR-1.NR",""
"1.PR-2.NR",-0.309874956326357,-0.618633698004735,-0.00111621464797956,0.0488795681055195,"1.PR-2.NR",""
"2.PR-2.NR",-0.544708515617416,-0.846680522121757,-0.242736509113074,0.000107296429944781,"2.PR-2.NR",""
"2.PR-1.PR",-0.234833559291058,-0.543592300969436,0.0739251823873194,0.191841709149513,"2.PR-1.PR",""
