MM:DD:YYYY hh:mm:ss,Temp,Humidity,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/21/2023 11:41:16,22.12,65.71,1.16.3,ClosedEcon_PR1,4,4.09,nan,1,Right,Left,0,1,0,0,nan,nan,17.14
4/21/2023 11:43:43,22.27,64.75,1.16.3,ClosedEcon_PR1,4,4.09,nan,1,Left,Left,1,1,0,0,nan,nan,0.17
4/21/2023 11:44:24,22.29,64.73,1.16.3,ClosedEcon_PR1,4,4.10,nan,1,RightWithPellet,Left,1,2,0,1,nan,nan,0.24
4/21/2023 11:59:01,22.36,64.68,1.16.3,ClosedEcon_PR1,4,4.09,2,1,Pellet,Left,1,2,1,1,Timed_out,nan,nan
4/21/2023 11:59:16,22.35,64.70,1.16.3,ClosedEcon_PR1,4,4.09,nan,3,Left,Left,2,2,1,1,nan,nan,0.22
4/21/2023 12:14:04,22.37,64.76,1.16.3,ClosedEcon_PR1,4,4.09,nan,3,Left,Left,3,2,1,1,nan,nan,0.03
4/21/2023 12:20:15,22.38,64.95,1.16.3,ClosedEcon_PR1,4,4.09,nan,3,Right,Left,3,3,1,1,nan,nan,0.17
4/21/2023 12:28:58,22.35,64.59,1.16.3,ClosedEcon_PR1,4,4.09,nan,3,Left,Left,4,3,1,1,nan,nan,0.25
4/21/2023 12:28:59,22.35,64.57,1.16.3,ClosedEcon_PR1,4,4.09,2,3,Pellet,Left,4,3,2,2,0.33,1798,nan
4/21/2023 12:32:49,22.36,64.34,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Right,Left,4,4,2,2,nan,nan,0.06
4/21/2023 12:34:22,22.35,64.38,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Left,Left,5,4,2,2,nan,nan,0.15
4/21/2023 12:44:13,22.35,64.53,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Left,Left,6,4,2,2,nan,nan,0.06
4/21/2023 12:44:22,22.35,64.55,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Left,Left,7,4,2,2,nan,nan,0.03
4/21/2023 12:44:26,22.35,64.53,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Left,Left,8,4,2,2,nan,nan,0.11
4/21/2023 12:44:27,22.36,64.52,1.16.3,ClosedEcon_PR1,4,4.09,nan,5,Left,Left,9,4,2,2,nan,nan,0.02
4/21/2023 12:44:28,22.35,64.54,1.16.3,ClosedEcon_PR1,4,4.09,1,5,Pellet,Left,9,4,3,3,0.59,929,nan
4/21/2023 17:04:51,21.96,64.82,1.16.3,ClosedEcon_PR1,4,4.08,nan,1,Left,Left,10,4,3,0,nan,nan,0.12
4/21/2023 17:04:52,21.97,64.83,1.16.3,ClosedEcon_PR1,4,4.09,2,1,Pellet,Left,10,4,4,1,0.06,15624,nan
4/21/2023 17:08:49,21.97,64.88,1.16.3,ClosedEcon_PR1,4,4.08,nan,3,Right,Left,10,5,4,1,nan,nan,0.16
4/21/2023 17:12:12,21.96,65.05,1.16.3,ClosedEcon_PR1,4,4.08,nan,3,Left,Left,11,5,4,1,nan,nan,0.05
4/21/2023 17:12:14,21.95,65.04,1.16.3,ClosedEcon_PR1,4,4.08,nan,3,Left,Left,12,5,4,1,nan,nan,0.07
4/21/2023 17:12:17,21.97,65.02,1.16.3,ClosedEcon_PR1,4,4.09,nan,3,Left,Left,13,5,4,1,nan,nan,0.06
4/21/2023 17:12:18,21.96,65.06,1.16.3,ClosedEcon_PR1,4,4.08,1,3,Pellet,Left,13,5,5,2,0.26,446,nan
4/21/2023 18:29:32,21.94,65.14,1.16.3,ClosedEcon_PR1,4,4.07,nan,1,Left,Left,14,5,5,0,nan,nan,0.17
4/21/2023 18:29:33,21.93,65.18,1.16.3,ClosedEcon_PR1,4,4.07,1,1,Pellet,Left,14,5,6,1,0.26,4635,nan
4/21/2023 18:42:10,21.95,65.02,1.16.3,ClosedEcon_PR1,4,4.07,nan,3,Left,Left,15,5,6,1,nan,nan,0.00
4/21/2023 18:48:18,21.96,64.96,1.16.3,ClosedEcon_PR1,4,4.07,nan,3,Left,Left,16,5,6,1,nan,nan,0.04
4/21/2023 18:48:32,21.94,65.00,1.16.3,ClosedEcon_PR1,4,4.08,nan,3,Right,Left,16,6,6,1,nan,nan,0.13
4/21/2023 18:48:33,21.94,64.94,1.16.3,ClosedEcon_PR1,4,4.07,nan,3,Left,Left,17,6,6,1,nan,nan,0.07
