"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",-30.7333333333334,-163.236774512422,101.770107845755,0.994931505926475,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",-39.2333333333333,-171.736774512422,93.270107845755,0.978753367802725,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",-33.7333333333333,-166.236774512422,98.7701078457549,0.991118051727174,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",28.6,-109.795330679116,166.995330679116,0.997521265118868,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",-2.06666666666669,-134.570107845755,130.436774512422,0.999999999950111,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",94.9333333333334,-37.5701078457549,227.436774512422,0.321750956071765,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",94.7666666666667,-37.7367745124216,227.270107845755,0.323859682249765,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",-8.49999999999996,-134.837074110565,117.837074110565,0.999998664361174,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",-2.99999999999997,-129.337074110565,123.337074110565,0.999999999056333,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",59.3333333333334,-73.1701078457549,191.836774512422,0.835083494088867,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",28.6666666666667,-97.6704074438979,155.003740777231,0.995569182528839,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",125.666666666667,-0.670407443897815,252.003740777231,0.0520843632067396,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",125.5,-0.837074110564473,251.837074110565,0.0526143502745688,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",5.49999999999999,-120.837074110565,131.837074110565,0.999999935077576,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",67.8333333333333,-64.670107845755,200.336774512422,0.723150560843455,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",37.1666666666666,-89.1704074438979,163.503740777231,0.979509098362399,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",134.166666666667,7.82959255610213,260.503740777231,0.0306212911627478,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",134,7.6629258894355,260.337074110565,0.0309501332336959,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",62.3333333333333,-70.170107845755,194.836774512422,0.79844767791674,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",31.6666666666667,-94.6704074438979,158.003740777231,0.991903935902196,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",128.666666666667,2.32959255610216,255.003740777231,0.0433218879202372,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",128.5,2.1629258894355,254.837074110565,0.0437717282641713,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-30.6666666666667,-163.170107845755,101.836774512422,0.994998281328642,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",66.3333333333334,-66.1701078457549,198.836774512422,0.744584177966998,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",66.1666666666667,-66.3367745124216,198.670107845755,0.746928154980375,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",97.0000000000001,-29.3370741105645,223.337074110565,0.242852518281614,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",96.8333333333334,-29.5037407772312,223.170407443898,0.244700755122351,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",-0.166666666666657,-126.503740777231,126.170407443898,1,"M.2.PR-F.2.PR",""
