"contrast","estimate","SE","df","t.ratio","p.value"
"PR0 Order2 - NR0 Order1",0.275369744352921,0.231065261563422,21,1.19174012783111,0.246657736592903
"PR1 Order2 - NR1 Order1",0.374917079195858,0.226867581115198,21,1.65258111076471,0.226580508405501
"PR2 Order2 - NR2 Order1",0.67782992426656,0.223584741567618,21,3.03164661199193,0.0190357693483096
"PR3 Order2 - NR3 Order1",0.768744058081374,0.223454775796188,21,3.44026685194924,0.012272370398211
"PR4 Order2 - NR4 Order1",0.757591517186028,0.199715812438076,21,3.79334769709798,0.00638220519026199
"PR5 Order2 - NR5 Order1",0.931976852508556,0.226579743387282,21,4.11323995064984,0.00346949370701944
"PR6 Order2 - NR6 Order1",0.781803963295133,0.236687278463795,21,3.30310935327571,0.0135406538087757
