mouse_id,sex,order,hour,pr_hourly_pellet_intake,nr_hourly_pellet_intake
FEDXA04,M,2,5,5.0,7.571428571428571
FEDXA04,M,2,6,3.2857142857142856,0.5714285714285714
FEDXA04,M,2,7,3.2857142857142856,5.285714285714286
FEDXA04,M,2,8,3.2857142857142856,4.285714285714286
FEDXA04,M,2,9,8.428571428571429,3.2857142857142856
FEDXA04,M,2,10,3.2857142857142856,3.857142857142857
FEDXA04,M,2,11,6.285714285714286,8.0
FEDXA04,M,2,12,11.285714285714286,12.428571428571429
FEDXA04,M,2,13,13.142857142857142,17.714285714285715
FEDXA04,M,2,14,17.571428571428573,25.285714285714285
FEDXA04,M,2,15,19.571428571428573,26.571428571428573
FEDXA04,M,2,16,15.857142857142858,23.285714285714285
FEDXA04,M,2,17,17.571428571428573,14.142857142857142
FEDXA04,M,2,18,16.285714285714285,13.142857142857142
FEDXA04,M,2,19,11.142857142857142,9.0
FEDXA04,M,2,20,4.571428571428571,6.0
FEDXA04,M,2,21,7.0,6.714285714285714
FEDXA04,M,2,22,5.714285714285714,9.0
FEDXA04,M,2,23,9.857142857142858,14.428571428571429
FEDXA05,M,2,0,8.571428571428571,11.857142857142858
FEDXA05,M,2,1,5.0,5.857142857142857
FEDXA05,M,2,2,8.714285714285714,6.428571428571429
FEDXA05,M,2,3,4.142857142857143,5.714285714285714
FEDXA05,M,2,4,6.142857142857143,5.428571428571429
FEDXA05,M,2,5,7.857142857142857,7.142857142857143
FEDXA05,M,2,6,1.8571428571428572,1.0
FEDXA05,M,2,7,2.4285714285714284,4.857142857142857
FEDXA05,M,2,8,4.857142857142857,5.857142857142857
FEDXA05,M,2,9,4.0,2.857142857142857
FEDXA05,M,2,10,6.428571428571429,5.571428571428571
FEDXA05,M,2,11,6.285714285714286,9.0
FEDXA05,M,2,12,10.714285714285714,12.428571428571429
FEDXA05,M,2,13,13.142857142857142,18.428571428571427
FEDXA05,M,2,14,17.428571428571427,25.428571428571427
FEDXA05,M,2,15,15.857142857142858,18.0
FEDXA05,M,2,16,20.857142857142858,18.714285714285715
FEDXA05,M,2,17,13.285714285714286,20.285714285714285
FEDXA05,M,2,18,17.714285714285715,17.142857142857142
FEDXA05,M,2,19,15.0,9.142857142857142
FEDXA05,M,2,20,7.142857142857143,12.428571428571429
FEDXA05,M,2,21,7.714285714285714,8.714285714285714
FEDXA05,M,2,22,5.571428571428571,8.0
FEDXA05,M,2,23,7.285714285714286,8.714285714285714
FEDXA06,M,2,0,6.285714285714286,4.857142857142857
FEDXA06,M,2,1,4.142857142857143,2.5714285714285716
FEDXA06,M,2,2,3.857142857142857,4.142857142857143
FEDXA06,M,2,3,6.428571428571429,5.0
FEDXA06,M,2,4,5.428571428571429,5.0
FEDXA06,M,2,5,4.0,5.428571428571429
FEDXA06,M,2,6,2.0,1.2857142857142858
FEDXA06,M,2,7,2.4285714285714284,2.2857142857142856
FEDXA06,M,2,8,4.142857142857143,2.857142857142857
FEDXA06,M,2,9,2.0,1.4285714285714286
FEDXA06,M,2,10,4.285714285714286,3.142857142857143
FEDXA06,M,2,11,2.4285714285714284,4.428571428571429
FEDXA06,M,2,12,9.142857142857142,5.857142857142857
FEDXA06,M,2,13,18.857142857142858,18.857142857142858
FEDXA06,M,2,14,16.714285714285715,18.571428571428573
FEDXA06,M,2,15,17.285714285714285,17.428571428571427
FEDXA06,M,2,16,14.142857142857142,13.857142857142858
FEDXA06,M,2,17,17.142857142857142,17.285714285714285
FEDXA06,M,2,18,13.142857142857142,14.0
FEDXA06,M,2,19,11.142857142857142,9.142857142857142
FEDXA06,M,2,20,8.142857142857142,8.285714285714286
FEDXA06,M,2,21,13.0,11.714285714285714
FEDXA06,M,2,22,12.428571428571429,11.714285714285714
FEDXA06,M,2,23,12.142857142857142,8.571428571428571
FEDXA07,M,1,0,6.0,4.142857142857143
FEDXA07,M,1,1,8.142857142857142,6.714285714285714
FEDXA07,M,1,2,8.0,3.0
FEDXA07,M,1,3,4.0,7.285714285714286
FEDXA07,M,1,4,3.857142857142857,5.285714285714286
FEDXA07,M,1,5,5.428571428571429,3.857142857142857
FEDXA07,M,1,6,1.7142857142857142,4.714285714285714
FEDXA07,M,1,7,3.2857142857142856,4.285714285714286
FEDXA07,M,1,8,2.7142857142857144,5.285714285714286
FEDXA07,M,1,9,4.571428571428571,5.571428571428571
FEDXA07,M,1,10,5.571428571428571,6.714285714285714
FEDXA07,M,1,11,5.714285714285714,5.142857142857143
FEDXA07,M,1,12,8.571428571428571,9.285714285714286
FEDXA07,M,1,13,10.571428571428571,9.571428571428571
FEDXA07,M,1,14,15.571428571428571,15.0
FEDXA07,M,1,15,14.857142857142858,11.857142857142858
FEDXA07,M,1,16,12.857142857142858,14.0
FEDXA07,M,1,17,13.714285714285714,15.285714285714286
FEDXA07,M,1,18,12.428571428571429,11.571428571428571
FEDXA07,M,1,19,5.142857142857143,6.857142857142857
FEDXA07,M,1,20,10.142857142857142,8.428571428571429
FEDXA07,M,1,21,2.7142857142857144,4.428571428571429
FEDXA07,M,1,22,6.285714285714286,6.857142857142857
FEDXA07,M,1,23,8.142857142857142,8.857142857142858
FEDXA08,M,1,0,6.857142857142857,6.857142857142857
FEDXA08,M,1,1,5.285714285714286,6.142857142857143
FEDXA08,M,1,2,5.0,4.285714285714286
FEDXA08,M,1,3,4.857142857142857,6.714285714285714
FEDXA08,M,1,4,3.0,5.285714285714286
FEDXA08,M,1,5,2.5714285714285716,2.857142857142857
FEDXA08,M,1,6,1.7142857142857142,3.142857142857143
FEDXA08,M,1,7,1.4285714285714286,2.0
FEDXA08,M,1,8,1.7142857142857142,4.0
FEDXA08,M,1,9,4.0,4.857142857142857
FEDXA08,M,1,10,3.857142857142857,4.857142857142857
FEDXA08,M,1,11,8.285714285714286,5.571428571428571
FEDXA08,M,1,12,7.571428571428571,9.285714285714286
FEDXA08,M,1,13,13.857142857142858,11.285714285714286
FEDXA08,M,1,14,12.285714285714286,15.285714285714286
FEDXA08,M,1,15,9.714285714285714,14.571428571428571
FEDXA08,M,1,16,11.428571428571429,14.571428571428571
FEDXA08,M,1,17,11.285714285714286,10.714285714285714
FEDXA08,M,1,18,7.285714285714286,13.857142857142858
FEDXA08,M,1,19,8.857142857142858,10.857142857142858
FEDXA08,M,1,20,6.571428571428571,6.285714285714286
FEDXA08,M,1,21,5.428571428571429,7.571428571428571
FEDXA08,M,1,22,4.857142857142857,3.0
FEDXA08,M,1,23,4.714285714285714,9.0
FEDXA09,M,1,0,5.428571428571429,3.2857142857142856
FEDXA09,M,1,1,5.142857142857143,7.428571428571429
FEDXA09,M,1,2,5.428571428571429,4.0
FEDXA09,M,1,3,4.285714285714286,5.714285714285714
FEDXA09,M,1,4,3.7142857142857144,4.285714285714286
FEDXA09,M,1,5,4.428571428571429,1.5714285714285714
FEDXA09,M,1,6,3.4285714285714284,4.428571428571429
FEDXA09,M,1,7,4.142857142857143,3.0
FEDXA09,M,1,8,4.857142857142857,3.857142857142857
FEDXA09,M,1,9,2.7142857142857144,3.2857142857142856
FEDXA09,M,1,10,4.0,3.857142857142857
FEDXA09,M,1,11,5.857142857142857,6.714285714285714
FEDXA09,M,1,12,8.428571428571429,9.571428571428571
FEDXA09,M,1,13,16.0,10.857142857142858
FEDXA09,M,1,14,20.857142857142858,17.428571428571427
FEDXA09,M,1,15,18.428571428571427,19.285714285714285
FEDXA09,M,1,16,16.0,13.0
FEDXA09,M,1,17,12.857142857142858,14.142857142857142
FEDXA09,M,1,18,13.142857142857142,10.285714285714286
FEDXA09,M,1,19,6.0,9.571428571428571
FEDXA09,M,1,20,11.0,3.142857142857143
FEDXA09,M,1,21,8.0,8.428571428571429
FEDXA09,M,1,22,7.714285714285714,4.428571428571429
FEDXA09,M,1,23,11.571428571428571,14.285714285714286
FEDXA10,M,1,0,4.428571428571429,5.0
FEDXA10,M,1,1,5.0,4.428571428571429
FEDXA10,M,1,2,4.714285714285714,4.571428571428571
FEDXA10,M,1,3,5.142857142857143,5.857142857142857
FEDXA10,M,1,4,3.142857142857143,4.142857142857143
FEDXA10,M,1,5,4.714285714285714,2.7142857142857144
FEDXA10,M,1,6,1.0,2.5714285714285716
FEDXA10,M,1,7,1.4285714285714286,1.0
FEDXA10,M,1,8,2.5714285714285716,5.428571428571429
FEDXA10,M,1,9,2.4285714285714284,3.142857142857143
FEDXA10,M,1,10,3.857142857142857,3.7142857142857144
FEDXA10,M,1,11,6.142857142857143,8.857142857142858
FEDXA10,M,1,12,8.857142857142858,8.857142857142858
FEDXA10,M,1,13,15.857142857142858,14.285714285714286
FEDXA10,M,1,14,16.571428571428573,17.428571428571427
FEDXA10,M,1,15,12.714285714285714,19.0
FEDXA10,M,1,16,17.0,14.142857142857142
FEDXA10,M,1,17,10.571428571428571,17.285714285714285
FEDXA10,M,1,18,14.857142857142858,15.285714285714286
FEDXA10,M,1,19,9.0,8.428571428571429
FEDXA10,M,1,20,10.714285714285714,9.857142857142858
FEDXA10,M,1,21,8.428571428571429,8.714285714285714
FEDXA10,M,1,22,7.571428571428571,4.0
FEDXA10,M,1,23,5.285714285714286,10.142857142857142
FEDXA11,M,1,0,5.142857142857143,11.285714285714286
FEDXA11,M,1,1,11.571428571428571,5.571428571428571
FEDXA11,M,1,2,5.714285714285714,3.142857142857143
FEDXA11,M,1,3,6.142857142857143,10.714285714285714
FEDXA11,M,1,4,6.0,2.2857142857142856
FEDXA11,M,1,5,5.714285714285714,5.571428571428571
FEDXA11,M,1,6,4.285714285714286,2.7142857142857144
FEDXA11,M,1,7,6.285714285714286,0.42857142857142855
FEDXA11,M,1,8,3.4285714285714284,3.2857142857142856
FEDXA11,M,1,9,6.428571428571429,4.428571428571429
FEDXA11,M,1,10,7.428571428571429,6.285714285714286
FEDXA11,M,1,11,7.571428571428571,6.428571428571429
FEDXA11,M,1,12,12.0,11.714285714285714
FEDXA11,M,1,13,14.857142857142858,10.142857142857142
FEDXA11,M,1,14,15.428571428571429,14.714285714285714
FEDXA11,M,1,15,14.857142857142858,17.428571428571427
FEDXA11,M,1,16,12.142857142857142,16.285714285714285
FEDXA11,M,1,17,10.571428571428571,10.428571428571429
FEDXA11,M,1,18,9.0,10.857142857142858
FEDXA11,M,1,19,9.0,6.142857142857143
FEDXA11,M,1,20,6.857142857142857,7.571428571428571
FEDXA11,M,1,21,5.142857142857143,8.0
FEDXA11,M,1,22,6.142857142857143,4.857142857142857
FEDXA11,M,1,23,6.142857142857143,11.0
FEDXA12,M,1,0,8.428571428571429,9.0
FEDXA12,M,1,1,6.285714285714286,6.857142857142857
FEDXA12,M,1,2,9.142857142857142,5.428571428571429
FEDXA12,M,1,3,6.571428571428571,7.142857142857143
FEDXA12,M,1,4,7.428571428571429,6.714285714285714
FEDXA12,M,1,5,7.285714285714286,5.571428571428571
FEDXA12,M,1,6,7.714285714285714,1.7142857142857142
FEDXA12,M,1,7,3.142857142857143,2.4285714285714284
FEDXA12,M,1,8,5.0,4.142857142857143
FEDXA12,M,1,9,6.142857142857143,1.8571428571428572
FEDXA12,M,1,10,4.714285714285714,5.857142857142857
FEDXA12,M,1,11,7.142857142857143,6.428571428571429
FEDXA12,M,1,12,10.714285714285714,9.285714285714286
FEDXA12,M,1,13,16.142857142857142,14.428571428571429
FEDXA12,M,1,14,17.285714285714285,16.714285714285715
FEDXA12,M,1,15,18.428571428571427,19.142857142857142
FEDXA12,M,1,16,14.0,15.857142857142858
FEDXA12,M,1,17,13.428571428571429,10.285714285714286
FEDXA12,M,1,18,12.857142857142858,12.0
FEDXA12,M,1,19,11.428571428571429,7.0
FEDXA12,M,1,20,9.428571428571429,8.285714285714286
FEDXA12,M,1,21,9.0,6.285714285714286
FEDXA12,M,1,22,9.285714285714286,6.571428571428571
FEDXA12,M,1,23,10.571428571428571,10.714285714285714
FEDXB01,F,2,0,6.285714285714286,4.571428571428571
FEDXB01,F,2,1,2.7142857142857144,2.7142857142857144
FEDXB01,F,2,2,4.142857142857143,5.0
FEDXB01,F,2,3,4.428571428571429,5.571428571428571
FEDXB01,F,2,4,6.142857142857143,4.857142857142857
FEDXB01,F,2,5,3.142857142857143,2.5714285714285716
FEDXB01,F,2,6,4.857142857142857,5.142857142857143
FEDXB01,F,2,7,1.4285714285714286,2.0
FEDXB01,F,2,8,3.2857142857142856,5.0
FEDXB01,F,2,9,3.857142857142857,4.0
FEDXB01,F,2,10,1.4285714285714286,1.2857142857142858
FEDXB01,F,2,11,3.5714285714285716,3.0
FEDXB01,F,2,12,11.142857142857142,8.571428571428571
FEDXB01,F,2,13,18.714285714285715,13.857142857142858
FEDXB01,F,2,14,16.0,16.428571428571427
FEDXB01,F,2,15,17.428571428571427,14.714285714285714
FEDXB01,F,2,16,14.857142857142858,20.142857142857142
FEDXB01,F,2,17,11.142857142857142,12.857142857142858
FEDXB01,F,2,18,17.285714285714285,13.571428571428571
FEDXB01,F,2,19,8.285714285714286,12.428571428571429
FEDXB01,F,2,20,6.428571428571429,3.0
FEDXB01,F,2,21,11.285714285714286,8.428571428571429
FEDXB01,F,2,22,7.428571428571429,11.714285714285714
FEDXB01,F,2,23,12.857142857142858,14.142857142857142
FEDXB02,F,2,0,8.428571428571429,10.285714285714286
FEDXB02,F,2,1,1.1428571428571428,2.7142857142857144
FEDXB02,F,2,2,10.428571428571429,6.428571428571429
FEDXB02,F,2,3,3.2857142857142856,5.571428571428571
FEDXB02,F,2,4,2.4285714285714284,4.571428571428571
FEDXB02,F,2,5,2.5714285714285716,1.8571428571428572
FEDXB02,F,2,6,4.714285714285714,3.5714285714285716
FEDXB02,F,2,7,0.8571428571428571,0.8571428571428571
FEDXB02,F,2,8,2.4285714285714284,3.857142857142857
FEDXB02,F,2,9,1.8571428571428572,4.714285714285714
FEDXB02,F,2,10,4.0,2.0
FEDXB02,F,2,11,5.714285714285714,5.142857142857143
FEDXB02,F,2,12,7.142857142857143,10.714285714285714
FEDXB02,F,2,13,17.428571428571427,21.428571428571427
FEDXB02,F,2,14,19.571428571428573,16.857142857142858
FEDXB02,F,2,15,18.0,13.428571428571429
FEDXB02,F,2,16,18.0,11.428571428571429
FEDXB02,F,2,17,18.714285714285715,14.142857142857142
FEDXB02,F,2,18,11.857142857142858,7.857142857142857
FEDXB02,F,2,19,7.285714285714286,3.2857142857142856
FEDXB02,F,2,20,5.428571428571429,2.2857142857142856
FEDXB02,F,2,21,10.0,6.285714285714286
FEDXB02,F,2,22,9.571428571428571,3.857142857142857
FEDXB02,F,2,23,10.714285714285714,7.142857142857143
FEDXB03,F,2,0,9.142857142857142,9.0
FEDXB03,F,2,1,3.5714285714285716,4.142857142857143
FEDXB03,F,2,2,9.0,4.857142857142857
FEDXB03,F,2,3,7.142857142857143,4.428571428571429
FEDXB03,F,2,4,4.142857142857143,3.857142857142857
FEDXB03,F,2,5,4.285714285714286,7.0
FEDXB03,F,2,6,3.142857142857143,2.7142857142857144
FEDXB03,F,2,7,2.0,3.5714285714285716
FEDXB03,F,2,8,3.7142857142857144,3.5714285714285716
FEDXB03,F,2,9,1.7142857142857142,2.5714285714285716
FEDXB03,F,2,10,2.5714285714285716,6.571428571428571
FEDXB03,F,2,11,6.0,2.857142857142857
FEDXB03,F,2,12,11.285714285714286,11.428571428571429
FEDXB03,F,2,13,16.714285714285715,17.571428571428573
FEDXB03,F,2,14,15.428571428571429,15.857142857142858
FEDXB03,F,2,15,16.714285714285715,21.428571428571427
FEDXB03,F,2,16,17.571428571428573,16.571428571428573
FEDXB03,F,2,17,14.285714285714286,13.428571428571429
FEDXB03,F,2,18,11.142857142857142,10.857142857142858
FEDXB03,F,2,19,9.714285714285714,9.285714285714286
FEDXB03,F,2,20,11.0,7.285714285714286
FEDXB03,F,2,21,7.571428571428571,4.142857142857143
FEDXB03,F,2,22,8.0,9.142857142857142
FEDXB03,F,2,23,12.857142857142858,11.0
FEDXB04,F,2,0,7.285714285714286,8.571428571428571
FEDXB04,F,2,1,1.2857142857142858,2.4285714285714284
FEDXB04,F,2,2,7.428571428571429,3.142857142857143
FEDXB04,F,2,3,2.4285714285714284,3.142857142857143
FEDXB04,F,2,4,3.857142857142857,3.857142857142857
FEDXB04,F,2,5,3.5714285714285716,1.8571428571428572
FEDXB04,F,2,6,1.2857142857142858,0.5714285714285714
FEDXB04,F,2,7,2.5714285714285716,3.142857142857143
FEDXB04,F,2,8,2.2857142857142856,2.4285714285714284
FEDXB04,F,2,9,3.7142857142857144,3.2857142857142856
FEDXB04,F,2,10,2.857142857142857,1.1428571428571428
FEDXB04,F,2,11,4.285714285714286,5.857142857142857
FEDXB04,F,2,12,10.285714285714286,9.857142857142858
FEDXB04,F,2,13,13.142857142857142,18.857142857142858
FEDXB04,F,2,14,15.428571428571429,17.142857142857142
FEDXB04,F,2,15,16.0,20.428571428571427
FEDXB04,F,2,16,16.142857142857142,17.571428571428573
FEDXB04,F,2,17,10.0,22.142857142857142
FEDXB04,F,2,18,14.714285714285714,12.428571428571429
FEDXB04,F,2,19,9.571428571428571,7.285714285714286
FEDXB04,F,2,20,3.5714285714285716,8.142857142857142
FEDXB04,F,2,21,7.142857142857143,2.7142857142857144
FEDXB04,F,2,22,9.571428571428571,10.285714285714286
FEDXB04,F,2,23,12.0,15.857142857142858
FEDXB05,F,2,0,8.285714285714286,7.714285714285714
FEDXB05,F,2,1,0.0,0.5714285714285714
FEDXB05,F,2,2,5.0,5.714285714285714
FEDXB05,F,2,3,3.5714285714285716,7.428571428571429
FEDXB05,F,2,4,7.142857142857143,5.428571428571429
FEDXB05,F,2,5,1.0,7.857142857142857
FEDXB05,F,2,6,2.2857142857142856,1.4285714285714286
FEDXB05,F,2,7,2.2857142857142856,3.2857142857142856
FEDXB05,F,2,8,0.8571428571428571,1.5714285714285714
FEDXB05,F,2,9,4.857142857142857,4.0
FEDXB05,F,2,10,2.5714285714285716,5.0
FEDXB05,F,2,11,4.714285714285714,4.857142857142857
FEDXB05,F,2,12,8.0,6.571428571428571
FEDXB05,F,2,13,15.857142857142858,16.571428571428573
FEDXB05,F,2,14,18.714285714285715,18.571428571428573
FEDXB05,F,2,15,15.857142857142858,13.571428571428571
FEDXB05,F,2,16,15.857142857142858,20.285714285714285
FEDXB05,F,2,17,17.857142857142858,14.714285714285714
FEDXB05,F,2,18,16.142857142857142,15.142857142857142
FEDXB05,F,2,19,14.142857142857142,14.142857142857142
FEDXB05,F,2,20,9.571428571428571,6.0
FEDXB05,F,2,21,5.428571428571429,8.142857142857142
FEDXB05,F,2,22,7.285714285714286,8.571428571428571
FEDXB05,F,2,23,11.857142857142858,8.714285714285714
FEDXB06,F,2,0,5.428571428571429,8.142857142857142
FEDXB06,F,2,1,3.142857142857143,4.714285714285714
FEDXB06,F,2,2,6.0,9.285714285714286
FEDXB06,F,2,3,6.857142857142857,12.285714285714286
FEDXB06,F,2,4,3.4285714285714284,10.571428571428571
FEDXB06,F,2,5,3.2857142857142856,7.142857142857143
FEDXB06,F,2,6,0.7142857142857143,6.857142857142857
FEDXB06,F,2,7,2.142857142857143,2.7142857142857144
FEDXB06,F,2,8,1.8571428571428572,7.428571428571429
FEDXB06,F,2,9,5.0,4.142857142857143
FEDXB06,F,2,10,4.428571428571429,6.571428571428571
FEDXB06,F,2,11,5.857142857142857,12.571428571428571
FEDXB06,F,2,12,13.428571428571429,19.0
FEDXB06,F,2,13,14.142857142857142,19.428571428571427
FEDXB06,F,2,14,15.428571428571429,18.714285714285715
FEDXB06,F,2,15,16.142857142857142,21.428571428571427
FEDXB06,F,2,16,16.285714285714285,17.142857142857142
FEDXB06,F,2,17,11.571428571428571,11.857142857142858
FEDXB06,F,2,18,12.714285714285714,16.857142857142858
FEDXB06,F,2,19,11.285714285714286,7.428571428571429
FEDXB06,F,2,20,7.285714285714286,5.857142857142857
FEDXB06,F,2,21,3.5714285714285716,7.142857142857143
FEDXB06,F,2,22,3.142857142857143,9.571428571428571
FEDXB06,F,2,23,9.571428571428571,12.0
FEDXB07,F,1,0,14.857142857142858,8.714285714285714
FEDXB07,F,1,1,2.142857142857143,0.2857142857142857
FEDXB07,F,1,2,7.285714285714286,3.857142857142857
FEDXB07,F,1,3,7.285714285714286,3.857142857142857
FEDXB07,F,1,4,2.142857142857143,1.1428571428571428
FEDXB07,F,1,5,2.5714285714285716,4.285714285714286
FEDXB07,F,1,6,4.0,5.857142857142857
FEDXB07,F,1,7,0.5714285714285714,1.7142857142857142
FEDXB07,F,1,8,2.857142857142857,0.8571428571428571
FEDXB07,F,1,9,2.4285714285714284,3.857142857142857
FEDXB07,F,1,10,3.857142857142857,5.428571428571429
FEDXB07,F,1,11,4.428571428571429,7.571428571428571
FEDXB07,F,1,12,13.142857142857142,10.0
FEDXB07,F,1,13,18.571428571428573,16.0
FEDXB07,F,1,14,19.714285714285715,19.0
FEDXB07,F,1,15,20.428571428571427,15.428571428571429
FEDXB07,F,1,16,20.285714285714285,15.714285714285714
FEDXB07,F,1,17,19.571428571428573,16.571428571428573
FEDXB07,F,1,18,18.571428571428573,14.857142857142858
FEDXB07,F,1,19,14.0,10.428571428571429
FEDXB07,F,1,20,14.571428571428571,8.285714285714286
FEDXB07,F,1,21,12.142857142857142,7.285714285714286
FEDXB07,F,1,22,7.428571428571429,11.142857142857142
FEDXB07,F,1,23,17.142857142857142,12.571428571428571
FEDXB08,F,1,0,9.714285714285714,8.285714285714286
FEDXB08,F,1,1,3.2857142857142856,1.7142857142857142
FEDXB08,F,1,2,3.142857142857143,3.7142857142857144
FEDXB08,F,1,3,5.571428571428571,4.0
FEDXB08,F,1,4,3.0,4.428571428571429
FEDXB08,F,1,5,3.5714285714285716,4.571428571428571
FEDXB08,F,1,6,4.0,2.7142857142857144
FEDXB08,F,1,7,2.142857142857143,3.0
FEDXB08,F,1,8,3.142857142857143,6.0
FEDXB08,F,1,9,3.142857142857143,4.428571428571429
FEDXB08,F,1,10,4.714285714285714,6.857142857142857
FEDXB08,F,1,11,7.428571428571429,5.714285714285714
FEDXB08,F,1,12,9.428571428571429,9.285714285714286
FEDXB08,F,1,13,13.428571428571429,12.428571428571429
FEDXB08,F,1,14,15.428571428571429,17.857142857142858
FEDXB08,F,1,15,17.714285714285715,14.285714285714286
FEDXB08,F,1,16,13.142857142857142,18.571428571428573
FEDXB08,F,1,17,13.571428571428571,8.142857142857142
FEDXB08,F,1,18,16.571428571428573,6.285714285714286
FEDXB08,F,1,19,7.857142857142857,10.857142857142858
FEDXB08,F,1,20,6.857142857142857,11.142857142857142
FEDXB08,F,1,21,6.142857142857143,4.571428571428571
FEDXB08,F,1,22,6.142857142857143,6.285714285714286
FEDXB08,F,1,23,6.571428571428571,9.142857142857142
FEDXB10,F,1,0,14.428571428571429,9.142857142857142
FEDXB10,F,1,1,5.285714285714286,3.0
FEDXB10,F,1,2,8.0,8.714285714285714
FEDXB10,F,1,3,7.428571428571429,5.0
FEDXB10,F,1,4,3.142857142857143,6.571428571428571
FEDXB10,F,1,5,4.857142857142857,4.428571428571429
FEDXB10,F,1,6,4.714285714285714,5.428571428571429
FEDXB10,F,1,7,2.142857142857143,2.857142857142857
FEDXB10,F,1,8,4.0,5.0
FEDXB10,F,1,9,6.142857142857143,4.714285714285714
FEDXB10,F,1,10,6.571428571428571,10.0
FEDXB10,F,1,11,5.714285714285714,8.428571428571429
FEDXB10,F,1,12,12.428571428571429,13.285714285714286
FEDXB10,F,1,13,14.857142857142858,12.571428571428571
