mouse_id,sex,order,hour,pr_hourly_pellet_intake,nr_hourly_pellet_intake
FEDXB10,F,1,14,17.571428571428573,13.142857142857142
FEDXB10,F,1,15,17.142857142857142,14.0
FEDXB10,F,1,16,16.428571428571427,15.428571428571429
FEDXB10,F,1,17,13.0,14.428571428571429
FEDXB10,F,1,18,8.714285714285714,7.571428571428571
FEDXB10,F,1,19,9.285714285714286,6.857142857142857
FEDXB10,F,1,20,11.142857142857142,8.285714285714286
FEDXB10,F,1,21,6.285714285714286,7.714285714285714
FEDXB10,F,1,22,8.571428571428571,11.857142857142858
FEDXB10,F,1,23,13.571428571428571,12.142857142857142
FEDXB11,F,1,0,4.571428571428571,5.571428571428571
FEDXB11,F,1,1,2.857142857142857,3.0
FEDXB11,F,1,2,6.285714285714286,5.0
FEDXB11,F,1,3,6.714285714285714,5.0
FEDXB11,F,1,4,2.857142857142857,9.142857142857142
FEDXB11,F,1,5,2.857142857142857,0.8571428571428571
FEDXB11,F,1,6,3.7142857142857144,7.0
FEDXB11,F,1,7,0.42857142857142855,2.142857142857143
FEDXB11,F,1,8,2.0,3.857142857142857
FEDXB11,F,1,9,3.4285714285714284,3.7142857142857144
FEDXB11,F,1,10,3.5714285714285716,3.5714285714285716
FEDXB11,F,1,11,6.285714285714286,6.0
FEDXB11,F,1,12,6.428571428571429,10.714285714285714
FEDXB11,F,1,13,12.285714285714286,13.428571428571429
FEDXB11,F,1,14,13.285714285714286,16.428571428571427
FEDXB11,F,1,15,13.428571428571429,14.0
FEDXB11,F,1,16,11.714285714285714,11.428571428571429
FEDXB11,F,1,17,10.714285714285714,13.714285714285714
FEDXB11,F,1,18,11.285714285714286,10.714285714285714
FEDXB11,F,1,19,9.285714285714286,9.285714285714286
FEDXB11,F,1,20,7.285714285714286,3.7142857142857144
FEDXB11,F,1,21,3.142857142857143,4.142857142857143
FEDXB11,F,1,22,4.285714285714286,7.857142857142857
FEDXB11,F,1,23,7.857142857142857,8.285714285714286
FEDXB12,F,1,0,8.0,4.142857142857143
FEDXB12,F,1,1,0.8571428571428571,3.5714285714285716
FEDXB12,F,1,2,6.142857142857143,6.714285714285714
FEDXB12,F,1,3,4.714285714285714,4.857142857142857
FEDXB12,F,1,4,3.857142857142857,6.142857142857143
FEDXB12,F,1,5,7.857142857142857,3.7142857142857144
FEDXB12,F,1,6,1.2857142857142858,1.7142857142857142
FEDXB12,F,1,7,2.142857142857143,4.285714285714286
FEDXB12,F,1,8,2.142857142857143,2.857142857142857
FEDXB12,F,1,9,4.285714285714286,3.0
FEDXB12,F,1,10,1.7142857142857142,2.2857142857142856
FEDXB12,F,1,11,5.714285714285714,8.571428571428571
FEDXB12,F,1,12,7.571428571428571,10.0
FEDXB12,F,1,13,9.285714285714286,10.142857142857142
FEDXB12,F,1,14,13.285714285714286,16.857142857142858
FEDXB12,F,1,15,20.142857142857142,16.571428571428573
FEDXB12,F,1,16,14.285714285714286,15.571428571428571
FEDXB12,F,1,17,9.142857142857142,15.571428571428571
FEDXB12,F,1,18,16.142857142857142,14.142857142857142
FEDXB12,F,1,19,13.0,8.857142857142858
FEDXB12,F,1,20,9.142857142857142,5.142857142857143
FEDXB12,F,1,21,8.428571428571429,6.142857142857143
FEDXB12,F,1,22,7.142857142857143,11.142857142857142
FEDXB12,F,1,23,10.714285714285714,5.571428571428571
