MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/26/2022 9:46:51,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,1,0,0,0,nan,nan,0.38
4/26/2022 9:47:33,1.12.0,Free_feed,8,4.16,4,0,Pellet,Left,1,0,1,0,Timed_out,nan,nan
4/26/2022 9:47:35,1.12.0,Free_feed,8,4.17,1,0,Pellet,Left,1,0,2,0,0.06,2,nan
4/26/2022 9:48:09,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,1,1,2,0,nan,nan,0.80
4/26/2022 9:53:00,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,1,2,2,0,nan,nan,0.05
4/26/2022 9:54:29,1.12.0,Free_feed,8,4.16,2,0,Pellet,Left,1,2,3,0,Timed_out,414,nan
4/26/2022 9:54:42,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,2,2,3,0,nan,nan,0.23
4/26/2022 9:54:42,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,3,2,3,0,nan,nan,0.22
4/26/2022 10:00:33,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,3,2,4,0,Timed_out,364,nan
4/26/2022 10:00:55,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,4,2,4,0,nan,nan,0.24
4/26/2022 10:00:56,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,5,2,4,0,nan,nan,0.13
4/26/2022 10:01:15,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,5,3,4,0,nan,nan,0.64
4/26/2022 10:03:36,1.12.0,Free_feed,8,4.16,2,0,Pellet,Left,5,3,5,0,Timed_out,183,nan
4/26/2022 10:07:41,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,6,3,5,0,nan,nan,0.09
4/26/2022 10:43:10,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,6,4,5,0,nan,nan,0.67
4/26/2022 10:44:21,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,7,4,5,0,nan,nan,0.08
4/26/2022 10:44:26,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,5,5,0,nan,nan,0.03
4/26/2022 10:44:42,1.12.0,Free_feed,8,4.15,1,0,Pellet,Left,7,5,6,0,Timed_out,2466,nan
4/26/2022 10:44:47,1.12.0,Free_feed,8,4.16,3,0,Pellet,Left,7,5,7,0,0.40,5,nan
4/26/2022 10:44:55,1.12.0,Free_feed,8,4.16,2,0,Pellet,Left,7,5,8,0,0.81,8,nan
4/26/2022 10:47:02,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,6,8,0,nan,nan,0.02
4/26/2022 10:48:20,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,7,8,0,nan,nan,0.19
4/26/2022 10:48:22,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,8,8,0,nan,nan,0.12
4/26/2022 10:48:25,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,9,8,0,nan,nan,0.74
4/26/2022 10:48:26,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,7,10,8,0,nan,nan,0.24
4/26/2022 10:48:29,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,7,10,9,0,Timed_out,214,nan
4/26/2022 10:48:40,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,8,10,9,0,nan,nan,0.03
4/26/2022 10:48:40,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,9,10,9,0,nan,nan,0.07
4/26/2022 10:51:59,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,10,10,9,0,nan,nan,0.05
4/26/2022 10:52:12,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,10,10,10,0,Timed_out,223,nan
4/26/2022 10:52:20,1.12.0,Free_feed,8,4.16,2,0,Pellet,Left,10,10,11,0,1.15,8,nan
4/26/2022 10:52:26,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,10,11,11,0,nan,nan,0.00
4/26/2022 10:52:27,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,10,12,11,0,nan,nan,0.12
4/26/2022 10:52:57,1.12.0,Free_feed,8,4.16,nan,0,LeftWithPellet,Left,11,12,11,0,nan,nan,0.36
4/26/2022 10:53:18,1.12.0,Free_feed,8,4.16,2,0,Pellet,Left,11,12,12,0,56.77,58,nan
4/26/2022 10:53:40,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,11,13,12,0,nan,nan,0.42
4/26/2022 10:53:41,1.12.0,Free_feed,8,4.16,nan,0,RightWithPellet,Left,11,14,12,0,nan,nan,0.02
4/26/2022 10:53:55,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,11,14,13,0,30.76,37,nan
4/26/2022 10:55:17,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,11,14,14,0,Timed_out,82,nan
4/26/2022 10:55:23,1.12.0,Free_feed,8,4.15,1,0,Pellet,Left,11,14,15,0,1.08,6,nan
4/26/2022 10:55:50,1.12.0,Free_feed,8,4.16,1,0,Pellet,Left,11,14,16,0,20.36,26,nan
4/26/2022 12:52:45,1.12.0,Free_feed,8,4.14,nan,0,LeftWithPellet,Left,12,14,16,0,nan,nan,0.00
