MM:DD:YYYY hh:mm:ss,Library_Version,Session_Type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Elapsed_Time,Binary_Pellets,Interpellet_Intervals,Binary_Left_Pokes,Binary_Right_Pokes,Correct_Poke,Concat_#,Mode
05/03/2022 11:18:57,1.12.0,Free_feed,12,3.85,,0,Poke,Left,1,0,0,0,,,0.15,0 days 00:00:00.000000000,0,,1,0,1,0,Free_feed
05/03/2022 11:19:13,1.12.0,Free_feed,12,3.85,3,0,Pellet,Left,1,0,1,0,,,,0 days 00:00:16.000000000,1,,0,0,,0,Free_feed
05/03/2022 11:19:26,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,0,2,0,6.47,13,,0 days 00:00:29.000000000,1,0.216666667,0,0,,0,Free_feed
05/03/2022 11:21:59,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,0,3,0,,153,,0 days 00:03:02.000000000,1,2.55,0,0,,0,Free_feed
05/03/2022 11:23:30,1.12.0,Free_feed,12,3.85,,0,Poke,Left,1,1,3,0,,,0.07,0 days 00:04:33.000000000,0,,0,1,0,0,Free_feed
05/03/2022 11:23:51,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,4,0,,112,,0 days 00:04:54.000000000,1,1.866666667,0,0,,0,Free_feed
05/03/2022 11:31:51,1.12.0,Free_feed,12,3.85,2,0,Pellet,Left,1,1,5,0,,480,,0 days 00:12:54.000000000,1,8,0,0,,0,Free_feed
05/03/2022 11:31:52,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,6,0,0.34,1,,0 days 00:12:55.000000000,1,0.016666667,0,0,,0,Free_feed
05/03/2022 11:33:23,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,7,0,,91,,0 days 00:14:26.000000000,1,1.516666667,0,0,,0,Free_feed
05/03/2022 12:45:14,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,8,0,,4311,,0 days 01:26:17.000000000,1,71.85,0,0,,0,Free_feed
05/03/2022 12:45:30,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,9,0,9.34,16,,0 days 01:26:33.000000000,1,0.266666667,0,0,,0,Free_feed
05/03/2022 12:59:53,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,10,0,,863,,0 days 01:40:56.000000000,1,14.38333333,0,0,,0,Free_feed
05/03/2022 13:00:08,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,11,0,8.39,14,,0 days 01:41:11.000000000,1,0.25,0,0,,0,Free_feed
05/03/2022 13:00:22,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,12,0,13.03,15,,0 days 01:41:25.000000000,1,0.233333333,0,0,,0,Free_feed
05/03/2022 13:00:25,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,13,0,2.11,3,,0 days 01:41:28.000000000,1,0.05,0,0,,0,Free_feed
05/03/2022 13:37:09,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,14,0,,2204,,0 days 02:18:12.000000000,1,36.73333333,0,0,,0,Free_feed
05/03/2022 13:37:16,1.12.0,Free_feed,12,3.84,2,0,Pellet,Left,1,1,15,0,0.2,7,,0 days 02:18:19.000000000,1,0.116666667,0,0,,0,Free_feed
05/03/2022 13:37:31,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,16,0,8.87,15,,0 days 02:18:34.000000000,1,0.25,0,0,,0,Free_feed
05/03/2022 13:37:41,1.12.0,Free_feed,12,3.85,1,0,Pellet,Left,1,1,17,0,2.31,10,,0 days 02:18:44.000000000,1,0.166666667,0,0,,0,Free_feed
05/03/2022 15:30:24,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,18,0,,6763,,0 days 04:11:27.000000000,1,112.7166667,0,0,,0,Free_feed
05/03/2022 15:30:32,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,19,0,0.81,8,,0 days 04:11:35.000000000,1,0.133333333,0,0,,0,Free_feed
05/03/2022 15:30:53,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,20,0,14.82,21,,0 days 04:11:56.000000000,1,0.35,0,0,,0,Free_feed
05/03/2022 15:31:07,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,21,0,7.64,14,,0 days 04:12:10.000000000,1,0.233333333,0,0,,0,Free_feed
05/03/2022 15:31:22,1.12.0,Free_feed,12,3.83,2,0,Pellet,Left,1,1,22,0,13.31,15,,0 days 04:12:25.000000000,1,0.25,0,0,,0,Free_feed
05/03/2022 15:31:37,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,23,0,8.6,15,,0 days 04:12:40.000000000,1,0.25,0,0,,0,Free_feed
05/03/2022 15:31:58,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,24,0,14,21,,0 days 04:13:01.000000000,1,0.35,0,0,,0,Free_feed
05/03/2022 16:46:02,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,25,0,,4444,,0 days 05:27:05.000000000,1,74.06666667,0,0,,0,Free_feed
05/03/2022 16:46:15,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,26,0,6,13,,0 days 05:27:18.000000000,1,0.216666667,0,0,,0,Free_feed
05/03/2022 16:46:35,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,27,0,12.84,20,,0 days 05:27:38.000000000,1,0.333333333,0,0,,0,Free_feed
05/03/2022 16:46:51,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,28,0,10.37,16,,0 days 05:27:54.000000000,1,0.266666667,0,0,,0,Free_feed
05/03/2022 17:34:58,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,29,0,,2887,,0 days 06:16:01.000000000,1,48.11666667,0,0,,0,Free_feed
05/03/2022 17:34:59,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,30,0,0.13,1,,0 days 06:16:02.000000000,1,0.016666667,0,0,,0,Free_feed
05/03/2022 17:35:10,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,31,0,4.02,11,,0 days 06:16:13.000000000,1,0.183333333,0,0,,0,Free_feed
05/03/2022 17:35:24,1.12.0,Free_feed,12,3.84,1,0,Pellet,Left,1,1,32,0,6.2,14,,0 days 06:16:27.000000000,1,0.233333333,0,0,,0,Free_feed
05/03/2022 18:50:03,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,33,0,,4479,,0 days 07:31:06.000000000,1,74.65,0,0,,0,Free_feed
05/03/2022 18:50:10,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,34,0,0.74,7,,0 days 07:31:13.000000000,1,0.116666667,0,0,,0,Free_feed
05/03/2022 18:50:23,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,35,0,11.6,13,,0 days 07:31:26.000000000,1,0.216666667,0,0,,0,Free_feed
05/03/2022 18:50:54,1.12.0,Free_feed,12,3.83,2,0,Pellet,Left,1,1,36,0,24.34,31,,0 days 07:31:57.000000000,1,0.516666667,0,0,,0,Free_feed
05/03/2022 18:51:06,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,37,0,5.18,12,,0 days 07:32:09.000000000,1,0.2,0,0,,0,Free_feed
05/03/2022 19:18:14,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,38,0,,1628,,0 days 07:59:17.000000000,1,27.13333333,0,0,,0,Free_feed
05/03/2022 19:18:15,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,39,0,0.06,1,,0 days 07:59:18.000000000,1,0.016666667,0,0,,0,Free_feed
05/03/2022 19:18:26,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,40,0,3.88,11,,0 days 07:59:29.000000000,1,0.183333333,0,0,,0,Free_feed
05/03/2022 19:18:42,1.12.0,Free_feed,12,3.83,1,0,Pellet,Left,1,1,41,0,8.73,16,,0 days 07:59:45.000000000,1,0.266666667,0,0,,0,Free_feed
