"contrast","estimate","SE","df","t.ratio","p.value","contrast_pretty"
"NR X0 Order1 - PR X0 Order1",0.211460206803313,0.0907084641410019,21,2.33120700262997,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X1 Order1",0.0943052805063029,0.0885053589392668,21,1.06553186876533,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X1 Order1",0.289121933037942,0.125543233338577,21,2.30296707635536,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X2 Order1",0.139394015955429,0.0990081001539895,21,1.40790516875514,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X2 Order1",0.320078068238591,0.0979911479979017,21,3.26639777957744,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X3 Order1",-0.0111402097839623,0.0931690361044025,21,-0.119569872671849,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X3 Order1",0.152915084998887,0.118122389774252,21,1.29454784390265,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X4 Order1",-0.0669567026871282,0.105026728416496,21,-0.637520597819667,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X4 Order1",0.23402483062223,0.0645327498609685,21,3.62645061811903,0.475974528104441,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X5 Order1",-0.0526531284227647,0.104676856102628,21,-0.503006398770156,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X5 Order1",0.117592020803648,0.10309271566877,21,1.14064335235346,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X6 Order1",-0.0331496479788844,0.103331065470642,21,-0.320810085794602,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - PR X6 Order1",0.123325636251487,0.085396501867236,21,1.44415325633852,1,"NANA OrderNA - NANA OrderNA"
"NR X0 Order1 - NR X0 Order2",-0.0201855537694091,0.129020797207623,21,-0.156451938030781,1,"NANA OrderNA - NANA OrderNA"
