"","diff","lwr","upr","p adj","Group1","Group2"
"M.1.NR-F.1.NR",-0.0983882452809055,-0.964343953491146,0.767567462929335,0.999951398551277,"M.1.NR-F.1.NR",""
"F.2.NR-F.1.NR",0.240757870006948,-0.625197838203292,1.10671357821719,0.985137143114338,"F.2.NR-F.1.NR",""
"M.2.NR-F.1.NR",-0.301220949616168,-1.16717665782641,0.564734758594072,0.949469093302668,"M.2.NR-F.1.NR",""
"F.1.PR-F.1.NR",0.352159533954301,-0.552301705125868,1.25662077303447,0.911728886674999,"F.1.PR-F.1.NR",""
"M.1.PR-F.1.NR",0.163681537100103,-0.702274171110137,1.02963724531034,0.998591734307724,"M.1.PR-F.1.NR",""
"F.2.PR-F.1.NR",0.695665588720145,-0.170290119490095,1.56162129693038,0.196646911218186,"F.2.PR-F.1.NR",""
"M.2.PR-F.1.NR",0.604787893337493,-0.261167814872747,1.47074360154773,0.352774021358385,"M.2.PR-F.1.NR",""
"F.2.NR-M.1.NR",0.339146115287854,-0.486510256434282,1.16480248700999,0.886822427973319,"F.2.NR-M.1.NR",""
"M.2.NR-M.1.NR",-0.202832704335262,-1.0284890760574,0.622823667386874,0.992821987079371,"M.2.NR-M.1.NR",""
"F.1.PR-M.1.NR",0.450547779235207,-0.415407928975034,1.31650348744545,0.706977342729436,"F.1.PR-M.1.NR",""
"M.1.PR-M.1.NR",0.262069782381009,-0.563586589341127,1.08772615410314,0.968841379319013,"M.1.PR-M.1.NR",""
"F.2.PR-M.1.NR",0.79405383400105,-0.0316025377210858,1.61971020572319,0.066838756973351,"F.2.PR-M.1.NR",""
"M.2.PR-M.1.NR",0.703176138618399,-0.122480233103737,1.52883251034053,0.144768335683337,"M.2.PR-M.1.NR",""
"M.2.NR-F.2.NR",-0.541978819623116,-1.36763519134525,0.28367755209902,0.430626795331868,"M.2.NR-F.2.NR",""
"F.1.PR-F.2.NR",0.111401663947353,-0.754554044262887,0.977357372157593,0.999887666116645,"F.1.PR-F.2.NR",""
"M.1.PR-F.2.NR",-0.0770763329068449,-0.902732704628981,0.748580038815291,0.999987255638163,"M.1.PR-F.2.NR",""
"F.2.PR-F.2.NR",0.454907718713197,-0.370748653008939,1.28056409043533,0.645569162340391,"F.2.PR-F.2.NR",""
"M.2.PR-F.2.NR",0.364030023330545,-0.461626348391591,1.18968639505268,0.845508562411972,"M.2.PR-F.2.NR",""
"F.1.PR-M.2.NR",0.653380483570469,-0.212575224639771,1.51933619178071,0.261877996419684,"F.1.PR-M.2.NR",""
"M.1.PR-M.2.NR",0.464902486716271,-0.360753885005865,1.29055885843841,0.620729872003023,"M.1.PR-M.2.NR",""
"F.2.PR-M.2.NR",0.996886538336313,0.171230166614177,1.82254291005845,0.00891975140087387,"F.2.PR-M.2.NR",""
"M.2.PR-M.2.NR",0.906008842953661,0.0803524712315251,1.7316652146758,0.0229155627185146,"M.2.PR-M.2.NR",""
"M.1.PR-F.1.PR",-0.188477996854198,-1.05443370506444,0.677477711356042,0.996573546819493,"M.1.PR-F.1.PR",""
"F.2.PR-F.1.PR",0.343506054765844,-0.522449653444396,1.20946176297608,0.903630978183807,"F.2.PR-F.1.PR",""
"M.2.PR-F.1.PR",0.252628359383192,-0.613327348827048,1.11858406759343,0.980451888274289,"M.2.PR-F.1.PR",""
"F.2.PR-M.1.PR",0.531984051620042,-0.293672320102095,1.35764042334218,0.454328444645408,"F.2.PR-M.1.PR",""
"M.2.PR-M.1.PR",0.44110635623739,-0.384550015484746,1.26676272795953,0.679372803493529,"M.2.PR-M.1.PR",""
"M.2.PR-F.2.PR",-0.0908776953826516,-0.916534067104788,0.734778676339485,0.999960813523618,"M.2.PR-F.2.PR",""
