"","Factor","Sum.Sq","Df","F.value","Pr..F."
"sex","sex",0.627471124324538,1,3.1525035075731,0.083820133340341
"order","order",0.465151697934006,1,2.33698779504648,0.134615996220898
"Diet_Phase","Diet_Phase",2.87435790288454,1,14.4411798720116,0.000508464436663418
"sex:order","sex:order",0.0855066206579407,1,0.429597333000873,0.516135285047692
"sex:Diet_Phase","sex:Diet_Phase",0.107100428995258,1,0.538087674446522,0.467728094191262
"order:Diet_Phase","order:Diet_Phase",0.427177035154678,1,2.1461977284285,0.151148875657647
"sex:order:Diet_Phase","sex:order:Diet_Phase",0.209205402902902,1,1.05107747733349,0.31174142159541
"Residuals","Residuals",7.56348174301897,38,NA,NA
