Mouse,Sex,Order,G0,G1,G2,PR0,PR1,PR2,PR3,PR4,PR5,PR6,NR0,NR1,NR2,NR3,NR4,NR5,NR6
FEDXA01,M,2,3.021276595744681,3.2666666666666666,3.2857142857142856,2.72972973,2.9393939393939394,2.9166666666666665,2.703703703703704,3.2666666666666666,2.9411764705882355,3.88,3.857142857142857,3.583333333333333,3.2916666666666665,3.6666666666666665,3.9,3.727272727272727,3.8181818181818175
FEDXA02,M,2,3.1875,3.2790697674418605,3.633333333333333,2.95,2.857142857142857,2.701754385964912,2.9038461538461537,3.08,3.520833333333333,3.4390243902439024,3.590909090909091,3.619047619047619,3.4324324324324325,3,3.75,3.9642857142857135,3.947368421052632
FEDXA03,M,2,2.909090909090909,3.2972972972972974,3.264705882352941,2.8536585365853657,2.636363636363636,2.613636363636364,3.267857142857143,3.3278688524590163,3.237288136,3.2830188679245285,3.458333333333333,4.222222222222222,4.074074074074074,3.8,3.8181818181818175,3.966666666666667,4.047619047619048
FEDXA04,M,2,2.7868852459016398,3.108695652173913,3.107142857142857,2.838709677419355,2.8378378378378377,2.8974358974358974,2.9148936170212765,3.4782608695652173,3.5106382978723403,3.8181818181818175,3.3684210526315788,3.5,4.083333333333333,3.333333333333333,4.142857142857143,3.689655172413793,4
FEDXA05,M,2,3.16,3.8333333333333335,3.7857142857142856,3.0789473684210527,2.958333333333333,2.7777777777777777,3.017857142857143,2.96,2.8125,2.970149253731343,3.409090909090909,3.5,3.696969696969697,3.615384615384616,3.5526315789473686,3.4324324324324325,3.7666666666666666
FEDXA06,M,2,2.636363636363636,3.1515151515151514,3,2.736842105263158,2.56,2.388059701492537,2.7454545454545456,2.6666666666666665,2.7291666666666665,2.8285714285714287,3.025,3.097560975609756,3.522727272727273,3.230769230769231,3.588235294117647,3.2666666666666666,3.0789473684210527
FEDXA07,M,1,3.40625,3.4,3.4166666666666665,3.4242424242424243,2.9069767441860463,2.945945945945946,3.5135135135135136,3.7058823529411766,3.5294117647058822,3.588235294117647,4,3.740740740740741,3.548387096774193,3.6,3.794117647058824,3.757575757575758,3.838709677419355
FEDXA08,M,1,3,3.5,3.6296296296296298,3.6666666666666665,3.3846153846153846,3,3.692307692307693,3.32,3,3.333333333333333,3.1944444444444446,3.119047619047619,3.095238095238096,3.357142857142857,3.2777777777777777,3.764705882352941,3.473684210526316
FEDXA09,M,1,2.9558823529411766,3.260869565217391,3.48,3.2195121951219514,3.0392156862745097,2.9814814814814814,2.933333333333333,3.04,3.3255813953488373,3.117647058823529,3.484848484848485,3.5454545454545454,3.6666666666666665,3.625,3.8157894736842106,4,3.526315789473684
FEDXA10,M,1,3.189189189189189,3.8333333333333335,3.6,3.419354838709677,3.5,3.588235294117647,3.333333333333333,3.3703703703703702,3.419354838709677,3.473684210526316,3.46875,3.638888888888889,3.3181818181818183,3.8484848484848486,3.84,3.65,3.6666666666666665
FEDXA11,M,1,3.1875,3.333333333333333,3.4,3,2.5,2.875,2.862745098039216,3.0416666666666665,2.7962962962962963,3.0851063829787235,3.607142857142857,3.225806451612903,3.2432432432432434,3.0789473684210527,2.9473684210526314,3.064516129032258,3.1785714285714284
FEDXA12,M,1,2.973684210526316,3.310344827586207,3.303030303030303,3.3421052631578947,3.018181818181818,3.0517241379310347,2.9272727272727272,3.2333333333333334,3.6875,3.175,3.625,3.032258064516129,3.282051282051282,3.363636363636364,3.3076923076923075,3.4390243902439024,3.4782608695652173
FEDXB01,F,2,3.03125,3.111111111111111,3.611111111111111,2.75,2.973684210526316,2.828125,2.6769230769230767,2.816901408450704,2.888888888888889,2.7758620689655173,3.096774193548387,3.4444444444444446,3.046511627906977,3.0232558139534884,3.3142857142857145,2.950819672131148,3.36
FEDXB02,F,2,2.875,3.234042553191489,3.2666666666666666,3.1666666666666665,2.795918367346939,2.605633802816901,2.918918918918919,3.0408163265306123,3.0185185185185186,3.333333333333333,3.459459459,3.6052631578947367,3.4,3.0294117647058822,3.4782608695652173,3.066666666666667,3.8
FEDXB03,F,2,2.85,3.238095238095238,3.533333333333333,2.735294117647059,2.697674418604651,2.872727272727273,2.915254237288136,2.9375,3.242857142857143,3,3.1666666666666665,3.2698412698412698,3.152542372881356,3.0408163265306123,3.020833333333333,3.452380952380953,3.7222222222222223
FEDXB04,F,2,3.1714285714285717,3.571428571428572,2.8484848484848486,2.8181818181818183,2.525,2.519230769230769,2.625,2.9411764705882355,2.9302325581395348,3.163265306122449,3.488888888888889,3.32,3.678571428571429,3.6,4,3.565217391304348,3.5454545454545454
FEDXB05,F,2,3.1794871794871797,3.4857142857142858,3.727272727272727,2.8,2.4390243902439024,2.782608695652174,3.1,3.234042553191489,3.4375,3.6666666666666665,3.85,3.5348837209302326,3.38,3.878787878787879,3.34375,3.1,3.1904761904761907
FEDXB06,F,2,3.775,3.625,3.875,2.6904761904761907,3,2.8035714285714284,2.9814814814814814,2.896551724137931,3.0588235294117645,3.2857142857142856,3.269230769230769,3.253968253968254,3.5217391304347827,3.6875,3.323529411764706,3.4047619047619047,3.84
