"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,0.455790585926234,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1,0.431720625049514,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,0.53907060064708,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,1,1,1,1,1,0.599092579281883,0.568386399129011,0.71030746961152,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",0.870442051180106,1,1,0.0970737593157788,0.0156332518371824,0.0659166298970813,0.000288039595142288,0.000265575354398651,0.000368915334413177,0.0101609901709181,0.0475698539100787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1.99264595293161e-08,6.73652582213266e-07,6.55742433139242e-08,4.53312218951936e-10,2.70322474815821e-11,2.43920439205642e-10,1.12790772056281e-13,1.01503872011232e-13,1.55895294506409e-13,1.42712772354445e-11,1.44929950774896e-10,4.17062563919652e-07,0.00517618680227921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",8.37319285997971e-12,3.68824441730165e-10,2.99644964936362e-11,1.55895294506409e-13,8.36127117216641e-15,8.18880889347318e-14,3.08835444095283e-17,2.77631790513519e-17,4.28206886511464e-17,4.34222116323427e-15,4.7577742699212e-14,2.20367192222734e-10,9.15051031547604e-06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",5.98614062997321e-09,2.12136509051699e-07,1.99264595293161e-08,1.30884449519082e-10,7.54840725165444e-12,6.94922166987573e-11,3.09369189511326e-14,2.78302550435576e-14,4.2805412560627e-14,3.9695195710838e-12,4.11178404361704e-11,1.29721422280851e-07,0.00202920034205814,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"16",2.84014904926316e-07,8.37592419826781e-06,8.97542879807162e-07,7.26075268619856e-09,4.53312218951936e-10,3.97943043039484e-09,2.09183609302965e-12,1.88449022587682e-12,2.88221737853647e-12,2.43920439205642e-10,2.38120097827501e-09,5.34220010306353e-06,0.035971404437922,1,1,1,NA,NA,NA,NA,NA,NA,NA
"17",0.000312333955326533,0.00556701879808032,0.000846471437782278,1.19768911673142e-05,9.79759629439996e-07,6.98032746982201e-06,6.57928510730944e-09,5.98614062997321e-09,8.8774558241708e-09,5.56823380306825e-07,4.44469429793904e-06,0.00381636654992603,1,1,0.0800947737429045,1,1,NA,NA,NA,NA,NA,NA
"18",0.00159749220953169,0.0236853451515002,0.00410856252469638,7.21663559543549e-05,6.38609618998104e-06,4.23113596093209e-05,4.87085028541309e-08,4.42305440184993e-08,6.55742433139242e-08,3.71304872795008e-06,2.71411949137462e-05,0.01674906576155,1,1,0.0206858291265077,1,1,1,NA,NA,NA,NA,NA
"19",1,1,1,1,0.344019138426515,1,0.0116972453775504,0.0109035846209538,0.0145876933907631,0.240068799872898,0.827737951557937,1,1,0.000111947445714365,1.07221655494078e-07,3.8846482780977e-05,0.00106945004036293,0.252548031892692,0.792598181205604,NA,NA,NA,NA
"20",1,1,1,0.186550421820191,0.0313272008048853,0.126310701525087,0.000661585333571383,0.000611287707652686,0.000846471437782278,0.0206858291265077,0.0912700887259977,1,1,0.00237302532617108,3.71304872795008e-06,0.000910436346387014,0.0179394801261807,1,1,1,NA,NA,NA
"21",1,1,1,1,1,1,1,1,1,1,1,1,1,1.07221655494078e-07,5.06913701574514e-11,3.28088820769682e-08,1.43492248640051e-06,0.00125513068574854,0.00598577918425809,1,1,NA,NA
"22",1,1,1,1,1,1,0.384307115166784,0.36366570185172,0.455790585926234,1,1,1,1,8.97542879807162e-07,4.99401208840893e-10,2.84014904926316e-07,1.09689055345958e-05,0.00695416292196544,0.0293122963525141,1,1,1,NA
"23",1,1,1,1,1,1,0.0504275427162229,0.0475698539100787,0.0618668981489536,0.792598181205604,1,1,1,1.72482001390446e-05,1.33112509172363e-08,5.84139725837253e-06,0.000188612097844342,0.0659166298970813,0.240068799872898,1,1,1,1
