"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"1",0.000401300780808637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,0.00216458782391629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",0.867081472985181,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",0.0120863031323403,1,0.0511807385121884,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",0.00787902539521757,1,0.0338436242431663,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.00028834503713837,1,0.00160145194361554,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.00184973524715888,1,0.00912400795817434,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",0.0571640926292249,1,0.219781032354259,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.0120863031323403,1,0.0511807385121884,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,0.718496999727956,1,1,1,1,1,0.567683164278551,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1,4.42102542082822e-09,0.475220038335827,0.00028834503713837,0.000203556136206337,3.8839611598017e-07,2.07946451580584e-07,2.85945789263016e-09,3.07863939426327e-08,3.5262774305188e-06,3.8839611598017e-07,0.00124200182124616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1.19633915828766e-09,3.59338380268768e-21,1.33418268348511e-10,1.41934260639785e-15,8.94630736923439e-16,4.61583135055549e-19,2.29274627754756e-19,2.27356588078638e-21,2.84353548287303e-20,6.04726530805005e-18,4.61583135055549e-19,1.02126324959848e-14,0.000141307409584641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3.55086582913697e-11,9.08305467921692e-23,3.77329931421196e-12,3.48919529002034e-17,2.19693223076166e-17,1.13912137858107e-20,5.70321161726633e-21,5.77039898615976e-23,7.17374943592709e-22,1.44607446082055e-19,1.13912137858107e-20,2.4955737266062e-16,6.91301146351707e-06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",4.87837554804748e-11,1.27923478149046e-22,5.28230260304209e-12,4.92615572514088e-17,3.11443397574251e-17,1.60428482220748e-20,8.05925011266185e-21,8.1235106673536e-23,1.01215655078486e-21,2.04720159634341e-19,1.60428482220748e-20,3.53681103272155e-16,9.14948397601047e-06,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"16",1.48647297274428e-10,4.03442717966973e-22,1.63410234147395e-11,1.56529602840981e-16,9.81719142514227e-17,5.08196119720321e-20,2.53978932256423e-20,2.54911587359452e-22,3.21071429451543e-21,6.51169549981317e-19,5.08196119720321e-20,1.12688666821392e-15,2.33950633670401e-05,1,1,1,NA,NA,NA,NA,NA,NA,NA
"17",9.91786253575857e-06,8.76364154968371e-17,1.42735452520266e-06,3.18327054223089e-11,2.03513826301833e-11,1.14318044851854e-14,5.75737734055849e-15,5.51867366368196e-17,7.10198595120971e-16,1.47566839772096e-13,1.14318044851854e-14,2.04416571860385e-10,0.121002377098241,1,1,1,1,NA,NA,NA,NA,NA,NA
"18",8.3352056255919e-06,6.95446996817376e-17,1.16900931429581e-06,2.54564624183043e-11,1.63410234147395e-11,9.16311212535966e-15,4.57299685264399e-15,4.39718271614588e-17,5.63754534487613e-16,1.174058484638e-13,9.16311212535966e-15,1.65597084172233e-10,0.106165547108873,1,1,1,1,1,NA,NA,NA,NA,NA
"19",1,9.37375545976801e-09,0.718496999727956,0.0005224662418759,0.000374032104933271,7.8695281074207e-07,4.26447934609358e-07,6.11464597782741e-09,6.49704728433759e-08,6.91301146351707e-06,7.8695281074207e-07,0.00216458782391629,1,7.36168901289817e-05,3.5262774305188e-06,4.68732221172681e-06,1.18599668085008e-05,0.0750328543186702,0.065534916778124,NA,NA,NA,NA
"20",1,0.00104951522988255,1,1,1,0.0273980896018377,0.0175052658872665,0.000741948025260673,0.00456305657216266,0.121002377098241,0.0273980896018377,1,0.794244337099993,3.55179074975284e-10,1.04288020843494e-11,1.46408107291058e-11,4.39592879667320e-11,3.5262774305188e-06,2.89703000469303e-06,1,NA,NA,NA
"21",1,0.000374032104933271,1,1,0.834502080931847,0.0115238682050555,0.00737437756962069,0.00026658259686206,0.00172151842123948,0.0541070568159072,0.0115238682050555,1,1,1.33016511189454e-09,3.96054019937391e-11,5.43939665172245e-11,1.65597084172233e-10,1.08810356433183e-05,9.14948397601047e-06,1,1,NA,NA
"22",1,0.000374032104933271,1,1,0.834502080931847,0.0115238682050555,0.00737437756962069,0.00026658259686206,0.00172151842123948,0.0541070568159072,0.0115238682050555,1,1,1.33016511189454e-09,3.96054019937391e-11,5.43939665172245e-11,1.65597084172233e-10,1.08810356433183e-05,9.14948397601047e-06,1,1,1,NA
"23",0.0338436242431663,5.89937014441834e-12,0.00787902539521757,9.56768114667124e-07,6.43192094647097e-07,6.1888094560439e-10,3.19054359291807e-10,3.77329931421196e-12,4.39592879667320e-11,6.78696835730348e-09,6.1888094560439e-10,5.15161072526168e-06,1,0.0187702385238688,0.00160145194361554,0.00200128804950901,0.00456305657216266,1,1,1,0.0150833544409568,0.0358659529663852,0.0358659529663852
