"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22"
"1",0.11345388744285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",0.324392468346874,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1,0.0930013598383446,1,1,1,1,1,0.271574621828653,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1,8.17315682289102e-06,0.0727526600208071,0.00546882631436912,0.0566255439305955,0.000366041845986422,0.00546882631436912,3.68079787011614e-05,0.000550801342662306,0.001042221000787,0.0775176244999582,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",0.0141067507638028,4.69177164710883e-09,0.000188745085911238,7.52215186383423e-06,0.000135278792885911,3.22672881918193e-07,7.52215186383423e-06,2.47183582475701e-08,5.11197804750709e-07,1.07710533824843e-06,0.000204796298571691,0.0172846413690166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2.03136961360623e-07,9.36220794788371e-15,9.82862745239283e-10,2.4770496122028e-11,6.64202565333167e-10,8.07609183854439e-13,2.4770496122028e-11,5.22857285531629e-14,1.3317414921911e-12,2.98738667118022e-12,1.08179161627894e-09,2.69804081019979e-07,0.00731484967615022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",6.2213243003856e-05,5.46820267212934e-12,4.2612724801413e-07,1.2536486391329e-08,2.95694921310496e-07,4.46808500228676e-10,1.2536486391329e-08,3.00914647059728e-11,7.3121039434197e-10,1.60543938656238e-09,4.667554177947e-07,8.07147990855732e-05,0.468922245969835,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"16",1.40176536002599e-05,9.85782066093221e-13,8.62784787716093e-08,2.37130250539076e-09,5.87580381114525e-08,8.22169079975849e-11,2.37130250539076e-09,5.46820267212934e-12,1.35497384578752e-10,3.01515012586218e-10,9.42742180361713e-08,1.83241651073648e-05,0.165418239383258,1,1,1,NA,NA,NA,NA,NA,NA,NA
"17",0.00184189597561902,3.32056345029423e-10,1.83241651073648e-05,6.15617533551212e-07,1.28548709018164e-05,2.47183582475701e-08,6.15617533551212e-07,1.7665543231909e-09,3.99649949812535e-08,8.62784787716093e-08,1.9879653525615e-05,0.00232503894587145,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"18",1,6.8913585872278e-06,0.0648174774663435,0.0047217725966214,0.0497152477451961,0.000311653568577486,0.0047217725966214,3.0910541181667e-05,0.000469859398465255,0.000891959212874347,0.0682605207847344,1,1,1,0.00844729306679726,0.52281746228703,0.18630452201493,1,NA,NA,NA,NA,NA
"19",1,0.000550801342662306,1,0.156828788974691,1,0.0162189407291609,0.156828788974691,0.0021555157559136,0.0227485222037473,0.0405712719354179,1,1,1,1,0.000146889894513137,0.019955250656517,0.00585197662488192,0.287573563122138,1,NA,NA,NA,NA
"20",1,0.082570260685825,1,1,1,1,1,0.240328110082258,1,1,1,1,1,0.019955250656517,3.22672881918193e-07,9.57882505393172e-05,2.16613269673319e-05,0.00271750165824826,1,1,NA,NA,NA
"21",1,1,1,1,1,1,1,1,1,1,1,1,0.165418239383258,0.000550801342662306,3.49936142859477e-09,1.42266154547256e-06,2.95694921310496e-07,5.72005625393433e-05,0.14765478045051,1,1,NA,NA
"22",1,0.000173918984636446,0.618386075362041,0.0648174774663435,0.495220168004253,0.00585197662488192,0.0648174774663435,0.000698014122513938,0.00844729306679726,0.0151280010070696,0.647270478419932,1,1,1,0.000469859398465255,0.0530655996953462,0.0162189407291609,0.647270478419932,1,1,1,1,NA
"23",1,0.000242141474870893,0.762608611825818,0.082570260685825,0.618386075362041,0.00786168490910907,0.082570260685825,0.000964270899897862,0.0113574815790739,0.019955250656517,0.802945905270195,1,1,1,0.00033778815138377,0.0405712719354179,0.0121887778411694,0.52281746228703,1,1,1,1,1
