"contrast","estimate","SE","df","t.ratio","p.value"
"NR0 Order2 - PR0 Order1",0.0584384884371272,0.22782327922158,21,0.256507976870485,1
"NR1 Order2 - PR1 Order1",-0.0528902027849026,0.227754530498963,21,-0.232224591401238,1
"NR2 Order2 - PR2 Order1",-0.151812333283581,0.225703970847722,21,-0.67261702447409,1
"NR3 Order2 - PR3 Order1",-0.271150024755696,0.225306561947553,21,-1.20347149418051,1
"NR4 Order2 - PR4 Order1",-0.245934957053082,0.200703617085052,21,-1.2253638505621,1
"NR5 Order2 - PR5 Order1",-0.161040144111626,0.227065562384637,21,-0.709223109045628,1
"NR6 Order2 - PR6 Order1",-0.516103823201144,0.238025230056237,21,-2.16827360309328,0.292405843753692
